index	premise	hypothesis	label	hypothesis_neg	neg_label	tag
1007	A person is sitting on a yellow picnic table with a water bottle, while a baby stroller sits beside her.	a individual on a table holds a water near a stroller	0	A individual on a table doesn't hold water near a stroller	2	negation
1008	A man is reading a book while sitting on a bench outside of a bookstore.	A man is reading on a bench outside of a store.	0	A man is not reading on a bench outside a store.	2	negation
1009	Rose petals being thrown at an asian couple.	An Asian couple are together.	0	An Asian couple are not together.	2	negation
1010	A group of men are sitting and standing a courtyard, some of them are reading books and some are talking.	Men are reading and milling about.	0	Men are not reading and milling about.	2	negation
1011	A street performer is entertaining a gathered audience with the help of a young boy.	A street performer and young boy are entertaining passersby.	0	A street performer and young boy are not entertaining passersby.	2	negation
1012	The gentleman is speaking while the others are listening.	The man is being given respect.	0	The man is not being given respect.	2	negation
1013	An Indian woman stands in an outdoor marketplace.	A female is outdoors at a bazaar.	0	A female is not outdoors at a bazaar.	2	negation
1014	Several street vehicles pass by a traditional architecture style of Thailand.	Vehicles are going down a street in Thailand.	0	Vehicles are not going down a street in Thailand.	2	negation
1015	A little boy with a red baseball cap is on a bus with boys with yellow baseball caps on.	There are people riding the bus	0	There are no people riding the bus	2	negation
1016	A young boy in a straw hat drinks out of a plastic pink cup.	A young kid is drinking out of a cup.	0	A young kid is not drinking out of a cup.	2	negation
1017	A man is outdoors looking directly at the camera, and in front of him is a yellow flower.	The man poses with a yellow flower.	0	The man doesn't pose with a yellow flower.	2	negation
1018	Three musicians are playing in a band.	The band consists of a trio of musicians	0	The band doesn't consist of a trio of musicians	2	negation
1019	There are two boats full of people in a river, one is stopped and the other is moving.	There are two boats on a river.	0	There are no two boats on a river.	2	negation
1020	Woman wearing dark brown leather jacket, sunglasses, brown leather boots, silver designer handbag, sitting on a fire engine red park bench.	A nicely dressed woman is sitting in the park.	0	A nicely dressed woman is not sitting in the park.	2	negation
1021	A man flying out of a river raft filled with 6 other people.	The raft has people in it.	0	The raft doesn't have people in it.	2	negation
1022	A woman is sitting outside at a table, using a knife to cut into a sandwich.	A woman is sitting outside.	0	A woman is not sitting outside.	2	negation
1023	Boy in backpack crossing the street, Other people, all Asian, are all in crosswalk walking towards the boy.	The boy is wearing a backpack.	0	The boy is not wearing a backpack.	2	negation
1024	Blond boy in striped shirt on the swing set.	A boy is on the swing set.	0	A boy is not on the swing set.	2	negation
1025	An enthusiastic boy pushes a shopping cart containing a smiling boy.	A boy is pushing a shopping cart	0	A boy is not pushing a shopping cart	2	negation
1026	A young man blew up balloons to craft into animals for the seven excited children that looked on.	A man is being creative in front of the crowd.	0	A man is not being creative in front of the crowd.	2	negation
1027	A shirtless man with cropped hair smokes a cigarette and ties a plastic bag.	The man is not wearing a shirt.	0	The man is not not wearing a shirt.	2	negation
1028	A young boy, wearing a jesters hat is enjoying himself sledding.	A boy wearing a goofy hat is sledding by himself.	0	A boy wearing a goofy hat is not sledding by himself.	2	negation
1029	Brown and cream dog with tongue out in front of grassy forest	There is an animal standing outdoors.	0	There is no animal standing outdoors.	2	negation
1030	A group of people are standing on steps in front of a building.	A group of people are standing in front of a building.	0	A group of people are not standing in front of a building.	2	negation
1031	Two individuals dressed up like animals are posing for the camera.	People are posing for a picture.	0	People are not posing for a picture.	2	negation
1032	Three young women perform a dance in a crowded hall.	Three young women are performing in front of a big audience.	0	Three young women are not performing in front of a big audience.	2	negation
1033	A brown dog wearing a collar is chasing and biting on a red broom.	There is an animal biting a broom.	0	There is no animal biting a broom.	2	negation
1034	Several children are standing on the beach.	There is a group of people on the beach.	0	There is no group of people on the beach.	2	negation
1035	Two furry beige dogs playing in ocean surf.	Two dogs are playing on a beach.	0	Two dogs are not playing on a beach.	2	negation
1036	A baby with a green bottom and red top lying in bed with a brown and white cat and also a black and white cat.	There is a child and two animals.	0	There is no child and two animals.	2	negation
1037	a man takes a picture of another two men in a crowd.	a man takes a picture of another people in a crowd.	0	A man doesn't take a picture of another people in a crowd.	2	negation
1038	a man takes a picture of another two men in a crowd.	a man takes a picture of  two men in a crowd.	0	A man doesn't take a picture of two men in a crowd.	2	negation
1039	A boy looks out the window at another boy who is spraying the window with water.	The boy is looking at another boy.	0	The boy is not looking at another boy.	2	negation
1040	A young infant cries while having his or her pajamas buttoned.	A young infant is wearing pajamas.	0	A young infant is not wearing pajamas.	2	negation
1041	An American wrestler in a purple singlet wrestlers an opponent.	Two wrestlers are in a match.	0	Two wrestlers are not in a match.	2	negation
1042	"two girls looking out the window at ""Hair at Hart."""	Two people look out a window.	0	Two people don't look out a window.	2	negation
1043	Five young indian girls dress in colorful dresses are holding hands and smiling forming a circle	Five girls are playing together.	0	Five girls are not playing together.	2	negation
1044	A young black man is getting his hair buzzed off.	A man is getting a hair cut.	0	A man is not getting a hair cut.	2	negation
1045	A man wearing a purple cap, yellow snow goggles, a periwinkle jacket and red backpack moves quickly through powdery snow near a winter tree.	A man is moving quickly through the snow.	0	A man is not moving quickly through the snow.	2	negation
1046	"A man wearing a black t-shirt that says ""Long Live the Dead"" pulls a shopping cart in the street near a NYC yellow taxi cab."	A man is wearing a clever shirt.	0	A man is not wearing a clever shirt.	2	negation
1047	A man crouches down next to a motorcycle.	A man is down beside a motorcycle.	0	A man is not down beside a motorcycle.	2	negation
1048	A woman wearing a red work man's hat and red jacket is hiking in the snow topped mountains.	A woman in outdoor clothes is hiking.	0	A woman in outdoor clothes is not hiking.	2	negation
1049	An elderly woman with a tan nun uniform on and glasses is taking a picture with her camera.	A woman is in a tan nun uniform.	0	A woman is not in a tan nun uniform.	2	negation
1050	An Asian man is performing with face paint on.	The Asian man is a performer.	0	The Asian man is not a performer.	2	negation
1051	A person belted into a bungee-jumping ride in midair.	A person is thrown into the air by a bungee-jumping ride	0	A person is not thrown into the air by a bungee-jumping ride	2	negation
1052	A man dressed in black and holding a package in his hands is walking on a sidewalk near a police sign asking for witnesses to a road dealth to step forward.	a man walks near a police sign	0	A man doesn't walk near a police sign	2	negation
1053	Two wrestlers in an intense match.	Wrestlers are participating in a match.	0	Wrestlers are not participating in a match.	2	negation
1054	A white dog holds a tennis ball in its mouth in a field.	There is a dog with a ball outside.	0	There is no dog with a ball outside.	2	negation
1055	Four women carrying shoulder bags are walking down a city sidewalk.	Four women are walking in the city.	0	Four women are not walking in the city.	2	negation
1056	Middle-aged man cleaning the fallen snow on the roof of his car with a broom.	The man is cleaning off his car.	0	The man is not cleaning off his car.	2	negation
1057	Two young girls are jumping off of a steep step.	Two young girls are jumping outside.	0	Two young girls are not jumping outside.	2	negation
1058	A man is wearing a neon yellow vest while leaning over a roof and another man is standing behind him.	A guy is looking over the side of a building with someone else.	0	A guy is not looking over the side of a building with someone else.	2	negation
1059	A man wearing a white shirt and a blue jeans reading a newspaper while standing	A man is reading a newspaper.	0	A man is not reading a newspaper.	2	negation
1060	A street performer wearing sunglasses and painted in bronze colored paint is acting like he is filming with an old-fashioned prop film camera.	A street performer is acting out a scene.	0	A street performer is not acting out a scene.	2	negation
1061	A man in a blue shirt and a woman in a pink skirt sit around other people in the background.	Two people are near some other people.	0	Two people are not near some other people.	2	negation
1062	A couple opening up a new electronically mixer.	A couple opens a new appliance together	0	A couple doesn't open a new appliance together	2	negation
1063	"A man holds up a sign that reads ""tattoo"" as many people walk near him."	A man is holding a tattoo sign.	0	A man is not holding a tattoo sign.	2	negation
1064	Two old women sitting on curb next to flowers	Elderly women are resting near flowers	0	Elderly women are not resting near flowers	2	negation
1065	A child in an orange outfit stands holding flowers.	A kid is wearing colorful clothing.	0	A kid is not wearing colorful clothing.	2	negation
1066	A man in a blue shirt emerges from a doorway.	A man walks through a doorway.	0	A man doesn't walk through a doorway.	2	negation
1067	A boy at the beach runs through the surf towards three other people who are already in the water.	The boy is running towards a bigger group of people.	0	The boy is not running towards a bigger group of people.	2	negation
1068	A woman in a gray sweater talking to another woman in a black jacket.	A lady wearing gray speaks to a lady in black.	0	A lady wearing gray doesn't speak to a lady in black.	2	negation
1069	A child in a red coat waves a hand in the air while lying in snow beside a red plastic sled.	A child is playing in the snow.	0	A child is not playing in the snow.	2	negation
1070	An elderly firefighter in an orange suit is holding a fire hose with water coming out.	A firefighter is holding a fire hose with water comping out.	0	A firefighter is not holding a fire hose with water comping out.	2	negation
1071	A young boy is playing in the sandy water.	There is a boy in the water.	0	There is no boy in the water.	2	negation
1072	A blond-haired baby is sitting on the floor playing with toys while looking at a black and white cat.	The baby and the cat are in the same room	0	The baby and the cat are not in the same room	2	negation
1073	A little girl in a pink dress crying.	An upset little girl is throwing a tantrum.	0	An upset little girl is not throwing a tantrum.	2	negation
1074	Repairing the roof of a school on the coastline.	A school is being worked on.	0	A school is not being worked on.	2	negation
1075	A man dressed only in a towel is in a sauna.	A human not wearing any clothes is in a room.	0	A human not wearing any clothes is not in a room.	2	negation
1076	A person throws a red toy for a dog to run for.	A dog is looking for a toy.	0	A dog is not looking for a toy.	2	negation
1077	A person throws a red toy for a dog to run for.	A person throws a toy for a dog.	0	A person doesn't throw a toy for a dog.	2	negation
1078	Two brown and white dogs running on a grassy but brown fenced yard.	Canines traverse a sealed expanse.	0	Canines don't traverse a sealed expanse.	2	negation
1079	A girl in a red and white uniform is swinging a bat.	A girl in uniform is swinging.	0	A girl in uniform is not swinging.	2	negation
1080	A young woman is standing on a slope, facing the top of the slope.	A woman stands on a slope.	0	A woman doesn't stand on a slope.	2	negation
1081	Casually dressed young males and females are sitting and laying on a grassy area with bicycles and other personal belongings reading on a sunny day.	people are hanging outside with their bicycles on the grass.	0	People are not hanging outside with their bicycles on the grass.	2	negation
1082	Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.	The rider and horse are covered in gear.	0	The rider and horse are not covered in gear.	2	negation
1083	Rider in ceremonial garb rides white Arabian horse, also wearing ceremonial blankets and tassels.	Horse rider in traditional wear, ride horse with ceremonial wear and accessories	0	Horse rider in traditional wear, don't ride horse with ceremonial wear and accessories	2	negation
1084	The man in colorful shorts is barefoot.	The man in shorts is not wearing footwear.	0	The man in shorts is not not wearing footwear.	2	negation
1085	The man in colorful shorts is barefoot.	The man has shorts but no shoes.	0	The man doesn't have shorts but no shoes.	2	negation
1086	Two men in suits standing in front of a bus, one is wearing a medal.	Two men are standing in front of a large vehicle.	0	Two men are not standing in front of a large vehicle.	2	negation
1087	A man pointing into the ear wearing a striped shirt in a small boat filled with many people.	A man is pointing into the ear and wearing a striped shirt.	0	A man is not pointing into the ear and wearing a striped shirt.	2	negation
1088	A man pointing into the ear wearing a striped shirt in a small boat filled with many people.	A man is pointing into the ear and wearing a light striped shirt.	0	A man is not pointing into the ear and wearing a light striped shirt.	2	negation
1089	A man in a blue shirt, blue jeans, and a red apron standing at a grill.	A man in a blue shirt stands by a grill.	0	A man in a blue shirt doesn't stand by a grill.	2	negation
1090	A man with brown pants and boots moving a tent.	A guy is transporting a tent.	0	A guy is not transporting a tent.	2	negation
1091	A young boy dressed in black and green is laying down in a tent outside with items surrounding him.	A boy lays down in front of a tent	0	A boy doesn't lay down in front of a tent	2	negation
1092	A woman lying in the grass in the park is wearing a red top and black capri pants and is barefoot.	A woman is lying in the grass.	0	A woman is not lying in the grass.	2	negation
1093	Some people are relaxing in front of a large red building.	A crowd relaxes in front of a large red building.	0	A crowd doesn't relax in front of a large red building.	2	negation
1094	A black scientist looks through a scope examining a biological specimen's blood cells.	he looks through the microscope	0	He doesn't look through the microscope	2	negation
1095	A woman in black is getting ready in her bathroom.	The woman is in the bathroom	0	The woman is not in the bathroom	2	negation
1096	A young female standing on the deck of a boat starring at her cellphone while riding on the water.	A girl checks her phone on a boat.	0	A girl doesn't check her phone on a boat.	2	negation
1097	A child with curly blond-hair looks at another child with long brown hair while sitting on a bench.	Two kids are sitting next to each other.	0	Two kids are not sitting next to each other.	2	negation
1098	"A construction worker stands in front of a red truck which has the word ""hot"" on the side."	A worker standing in front of his truck which has writing on it.	0	A worker standing in front of his truck which doesn't have writing on it.	2	negation
1099	Four children are wearing blue hats with colored streamers.	Four kids are wearing hats with streamers.	0	Four kids are not wearing hats with streamers.	2	negation
1100	A group of men in blue shirts, banded hats, and red bandannas stand in a group.	a bunch of guys in colorful clothes stand together	0	A bunch of guys in colorful clothes don't stand together	2	negation
1101	A woman wearing sunglasses is frowning.	A woman wearing sunglasses is not smiling.	0	A woman wearing sunglasses is not, not smiling.	2	negation
1102	An artist replicating another artist's work and a man looking at the original art.	A person is crafting a replica of another's creation.	0	A person is not crafting a replica of another's creation.	2	negation
1103	Three military officials are battling a fire my a building.	There is a fire being fought.	0	There is no fire being fought.	2	negation
1104	"Man seated in a uniform that says ""Polizes"" on the shoulder looking out a window with a clipboard, some papers, and a computer in front of him."	A man is wearing a uniform.	0	A man is not wearing a uniform.	2	negation
1105	A shoeshine man works as others pass by on a busy sidewalk.	A man is shining some shoes.	0	A man is not shining some shoes.	2	negation
1106	The man walks among the large trees.	The man walks among trees.	0	The man doesn't walk among trees.	2	negation
1107	Two women in bathing suits play on the beach.	Two ladies are wearing swimsuits.	0	Two ladies are not wearing swimsuits.	2	negation
1108	There are two young ladies jogging, by the ocean side.	Two women are jogging by the beach.	0	Two women are not jogging by the beach.	2	negation
1109	A man is outdoors looking directly at the camera, and in front of him is a yellow flower.	The man stands before the camera outside.	0	The man doesn't stand before the camera outside.	2	negation
1110	A runner in a black and blue uniform competes in a race.	he is running against a group of people	0	He is not running against a group of people	2	negation
1111	A woman in black is getting ready in her bathroom.	The woman is getting ready	0	The woman is not getting ready	2	negation
1112	A woman in black is getting ready in her bathroom.	The woman is wearing black	0	The woman is not wearing black	2	negation
1113	A small dog runs to catch a ball.	A little dog chases a ball.	0	A little dog doesn't chase a ball.	2	negation
1114	Man on phone in business suit walking down a busy street.	A person on a phone is outdoors	0	A person on a phone is not outdoors	2	negation
1115	Two lacrosse players are running on the sports-field.	Some of the people in the picture are at least fairly athletic.	0	Some people in the picture are not at least fairly athletic.	2	negation
1116	The man in the white shirt holds up a playing card.	The man has a playing card in his hand.	0	The man doesn't have a playing card in his hand.	2	negation
1117	a young couple both wearing white shirts and blue jeans standing in a light misty rain	A matching couple get wet.	0	A matching couple don't get wet.	2	negation
1118	An Asian man makes faces for the camera.	Faces are being made to the camera.	0	Faces are not being made to the camera.	2	negation
1119	Two women bend over to touch a small kangaroo.	Two women are petting a kangaroo	0	Two women are not petting a kangaroo	2	negation
1120	A man in an orange hat holds a ball.	A gentleman wearing an orange hat has a ball.	0	A gentleman wearing an orange hat doesn't have a ball.	2	negation
1121	A mom and her boy are riding in a bumper car.	The mom and boy are at an amusement park.	0	The mom and boy are not at an amusement park.	2	negation
1122	Customers are ordering food at a cafe.	There are customers at a cafe ordering food.	0	There are no customers at a café ordering food.	2	negation
1123	A soccer player in white kicks a ball as another soccer player lunges towards the ball and a third soccer player in red follows close by.	There are three soccer players.	0	There are no three soccer players.	2	negation
1124	People standing in front of a gray building with a sign that reads' Tickets Available Here'.	The people are standing outside.	0	The people are not standing outside.	2	negation
1125	A man wearing a brown shirt and backpack is pushing a stroller while a small toddler is walking along aside him on a rain-covered street.	People are walking on a wet street.	0	People are not walking on a wet street.	2	negation
1126	A dark-haired lady with a big smile is wearing a bright red scarf.	There is a happy lady with colorful clothing	0	There is no happy lady with colorful clothing	2	negation
1127	The man in the blue shirt is relaxing on the rocks.	A man is wearing a blue shirt.	0	A man is not wearing a blue shirt.	2	negation
1128	Phone to her ear, a woman bends forward at the side of a busy street.	Phone to her ear, a woman bends forward	0	Phone to her ear, a woman doesn't bend forward	2	negation
1129	Two women are relaxing in a hot tub.	A couple of women are in the hot tub.	0	A couple of women are not in the hot tub.	2	negation
1130	Two women are getting their pictures taken with a man in his underwear.	There are 3 people in the picture.	0	There are no 3 people in the picture.	2	negation
1131	An older man in a light green shirt and dark green pants holds the hand of an older woman as they pass an outside eatery with teal umbrellas.	An older looking couple are holding hands as the walk past a restaurant outside.	0	An older looking couple are not holding hands as the walk past a restaurant outside.	2	negation
1132	A woman in a red long-sleeved shirt and blue jeans stands at the lectern speaking at or about GLAM U WIKI.	A woman is standing at a lectern.	0	A woman is not standing at a lectern.	2	negation
1133	Two people walking down a narrow alley with large buildings on each side.	Two people are walking down an alley.	0	Two people are not walking down an alley.	2	negation
1134	Children on the beach with their dog.	The children are at the ocean with their dog.	0	The children are not at the ocean with their dog.	2	negation
1135	Three people are standing on a lit stage while groups of people sitting at tables face them.	There is a group of people present.	0	There is no group of people present.	2	negation
1136	A man wearing a jacket is listening to headphones while walking down the sidewalk along a street.	A man walks down the sidewalk listening to music through headphones.	0	A man doesn't walk down the sidewalk listening to music through headphones.	2	negation
1137	A man wearing a jacket is listening to headphones while walking down the sidewalk along a street.	A man walks down the sidewalk wearing headphones.	0	A man doesn't walk down the sidewalk wearing headphones.	2	negation
1138	Someone in green pants is on a white snowboard in the air.	The person is snowboarding.	0	The person is not snowboarding.	2	negation
1139	A white dog with brown spots running on a dirt path	A white dog runs on a dirt path.	0	A white dog doesn't run on a dirt path.	2	negation
1140	A man with a blue and white backpack and black jeans and jacket walks by a large monument surrounded by a gray fence.	A person is strolling with a bag.	0	A person is not strolling with a bag.	2	negation
1141	Men sitting at a table in a church.	There are people at a table.	0	There are no people at a table.	2	negation
1142	Bespectacled man in suit opens wallet while a younger lady in formal wear laughs with him.	Two people are near each other.	0	Two people are not near each other.	2	negation
1143	Two dogs are digging under a large rock with their bottoms to the camera.	Two dogs are digging under a rock.	0	Two dogs are not digging under a rock.	2	negation
1144	baseball player dressed in blue with a red helmet at home plate in front of a catcher and umpire swinging a bat	A baseball player is swinging a bat.	0	A baseball player is not swinging a bat.	2	negation
1145	The man in white is playing basketball against the man in blue.	Two men are engaging in a sporting activity.	0	Two men are not engaging in a sporting activity.	2	negation
1146	The collie is standing outdoors on a sandy area.	The collie is standing in the sand.	0	The collie is not standing in the sand.	2	negation
1147	An elderly man is smiling while sitting in front of a row of soda cans.	An old man smiles in front of soda cans.	0	An old man doesn't smile in front of soda cans.	2	negation
1148	A young man, wearing a T-shirt that says Joplin, plays the guitar in front of a large amplifier.	The young man is a guitar player	0	The young man is not a guitar player	2	negation
1149	A young cowboy is riding bucking bronco in an arena.	A cowboy is riding a bronco outside.	0	A cowboy is not riding a bronco outside.	2	negation
1150	An older gentleman wearing a hat is walking on crutches next to a busy street.	An man on crutches is outside.	0	A man on crutches is not outside.	2	negation
1151	A man is swimming with a little girl wearing a pink life jacket in an indoor pool	A man is swimming in an indoor pool.	0	A man is not swimming in an indoor pool.	2	negation
1152	A fat woman wearing faint blue top is blowing soap bubble.	A fat woman is wearing a shirt.	0	A fat woman is not wearing a shirt.	2	negation
1153	A dark-skinned man wearing a green cap backwards on his head grins in a crowd.	The man in the green cap finds something funny.	0	The man in the green cap doesn't find something funny.	2	negation
1154	A dark-skinned man wearing a green cap backwards on his head grins in a crowd.	A man in the crowd is wearing his hat backwards.	0	A man in the crowd is not wearing his hat backwards.	2	negation
1155	Africans are walking down a dirt road with straw huts in the background.	The people are walking in the dirt	0	The people are not walking in the dirt	2	negation
1156	A group of people wearing white robes with flame pattern posing for a picture at some sort of festival.	The group of people are dressed alike.	0	The group of people are not dressed alike.	2	negation
1157	A man looks at an iPad on a subway, while a beautiful women reads a book.	Two people are occupied with different content.	0	Two people are not occupied with different content.	2	negation
1158	Two young men climb a tree overlooking a rural setting, with one of them out far on a limb and clutching a white helmet.	Two people are climbing something.	0	Two people are not climbing something.	2	negation
1159	An Asian man is praying at a Buddhist temple.	A man is practicing his religion.	0	A man is not practicing his religion.	2	negation
1160	A toddler, sitting next to another girl who is slightly older, is using a bubble machine to blow a large bubble into the air.	A toddler and little girl are blowing bubbles.	0	A toddler and little girl are not blowing bubbles.	2	negation
1161	An Asian man walks a three-wheeled pedal card fully of white bags.	An Asian man transports a group of bags.	0	An Asian man doesn't transport a group of bags.	2	negation
1162	Street vendors preparing and serving grilled food.	Food is being prepared and served.	0	Food is not being prepared and served.	2	negation
1163	A little boy with a shirt, shorts and socks on, standing on the beach.	A boy is standing in sand.	0	A boy is not standing in sand.	2	negation
1164	A group of people standing around smiling, and in the background are more people and handmade signs.	There is a group of people standing around and smiling.	0	There is no group of people standing around and smiling.	2	negation
1165	A woman with a black purse and a red coat is sitting on a pillar of concrete.	There is one woman in this picture.	0	There is no one woman in this picture.	2	negation
1166	The Sooner football player carrying the ball is trying to avoid being tackled.	A football player is holding a ball.	0	A football player is not holding a ball.	2	negation
1167	Some children are playing soccer in front of a large wooden door.	The kids are playing soccer.	0	The kids are not playing soccer.	2	negation
1168	A caucasian man wearing red plaid bottoms and a black vest with large buttons with a tattoo on one arm has an upside down unicycle balancing on his mouth.	A man is holding a unicycle in a curious manner.	0	A man is not holding a unicycle in a curious manner.	2	negation
1169	This is a twisting, turning roller coaster ride, filled with people.	The roller coaster ride is filled with people.	0	The roller coaster ride is not filled with people.	2	negation
1170	Women in red are performing with nun-chucks.	Women are wielding nun-chucks.	0	Women are not wielding nun-chucks.	2	negation
1171	An elderly women is sitting in a chair on one side of a room with a group of musicians, including a cellist and guitar player, and on the other side of the room, a group of people are sitting on chairs.	A woman is sitting in a chair.	0	A woman is not sitting in a chair.	2	negation
1172	A game of rugby in which 2 players are attempting to stop there opponent from catching a ball in midair.	The players are playing rugby.	0	The players are not playing rugby.	2	negation
1173	A man wearing black pants rides along a concrete ledge on rollerblades.	The ledge is made of a hard substance.	0	The ledge is not made of a hard substance.	2	negation
1174	A man gets a skateboard up on a big rock.	The skateboarder is near a rock.	0	The skateboarder is not near a rock.	2	negation
1175	A male windsurfer surfing on some blue waves with his yellow surfboard and red and white sail it looks as though he is about to fall into the water because he is suspended in the air sideways.	The man is windsurfing on the ocean.	0	The man is not windsurfing on the ocean.	2	negation
1176	Two men are standing in a freshly razed field at the boundary of a forest, while a bulldozer sits idling nearby.	Two men are standing near an idling bulldozer.	0	Two men are not standing near an idling bulldozer.	2	negation
1177	Two soccer players are going after the ball.	There are two soccer players.	0	There are no two soccer players.	2	negation
1178	The guitarist performs a rocking solo.	the musician is performing	0	The musician is not performing	2	negation
1179	Woman in a blue dress and carrying a black purse, rides a scooter down the street.	the women rides a scooter down the street	0	The women don't ride a scooter down the street	2	negation
1180	Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.	Hockey players are standing on the ice rink.	0	Hockey players are not standing on the ice rink.	2	negation
1181	A boy in sports themed pajamas is in front of a Christmas tree.	the kid is in front of the tree	0	The kid is not in front of the tree	2	negation
1182	A woman standing in front of a large tank at an aquarium turns around to look at the photographer.	A woman is looking at a phtographer	0	A woman is not looking at a photographer	2	negation
1183	A young lady and group of younger girls watching a group of military men drive down the road at a parade.	Women are watching a parade.	0	Women are not watching a parade.	2	negation
1184	A group of people building gingerbread houses.	More than one person is working on edible buildings.	0	More than one person is not working on edible buildings.	2	negation
1185	A young blond girl is eating her frozen snack while sitting on a bench next to a red stroller.	a girl eats on a bench near a stroller	0	A girl doesn't eat on a bench near a stroller	2	negation
1186	A demolition crane tearing down what is left of a building with a man standing on a platform spraying water.	The demolition vehicle is being operated.	0	The demolition vehicle is not being operated.	2	negation
1187	A man spraying water onto a former piece of architecture that is being taken down by a piece of machinery.	A machine takes down architecture as a man sprays water on it.	0	A machine doesn't take down architecture as a man sprays water on it.	2	negation
1188	"Three people wearing black blindfolds near a ""Salvar O Planeta"" sign."	there are 3 people with blindfolds	0	There are no 3 people with blindfolds	2	negation
1189	She is standing outside a building.	A female is outside, standing.	0	A female is not outside, standing.	2	negation
1190	Three males and one female are posing for a photograph with snow on the ground and mountains covered with green trees and snow in the background.	Four people pose for an outdoor photo.	0	Four people don't pose for an outdoor photo.	2	negation
1191	A girl in a blue shirt hugging a girl also in a blue shirt.	Two girls are wearing blue shirts.	0	Two girls are not wearing blue shirts.	2	negation
1192	A young man, wearing a white shirt, prepares hotdogs on a small grill.	A young man is grilling food.	0	A young man is not grilling food.	2	negation
1193	A dog and a cow play together inside the fence.	A dog and cow are outside.	0	A dog and cow are not outside.	2	negation
1194	a man grabs his crotch during a political demonstration.	The man is making a crude gesture.	0	The man is not making a crude gesture.	2	negation
1195	A woman with a blue hat and blue and red jacket setting up a camera on a tripod.	A woman is setting up a camera on a tripod	0	A woman is not setting up a camera on a tripod	2	negation
1196	Three dogs run through the grass while wearing colored shirts.	There are animals outdoors	0	There are no animals outdoors	2	negation
1197	One man cutting through ice on a cold day.	The man is cutting through ice.	0	The man is not cutting through ice.	2	negation
1198	A young boy plays on a pile of rocks.	A boy is playing on rocks.	0	A boy is not playing on rocks.	2	negation
1199	A guy on Rollerblades, sliding across a rail.	The skateboarder rides the rail.	0	The skateboarder doesn't ride the rail.	2	negation
1200	A guy on Rollerblades, sliding across a rail.	The rollderblader is using the rail.	0	The Rollerblade is not using the rail.	2	negation
1201	A man in a gray shirt and green tie is working with his computer at his office desk.	A man is near a desk and a computer.	0	A man is not near a desk and a computer.	2	negation
1202	A little girl with pointy pigtails is sitting in the sand on the beach.	The girl is sitting on the beach.	0	The girl is not sitting on the beach.	2	negation
1203	A child buried in the sand.	The child has sand on him or her.	0	The child doesn't have sand on him or her.	2	negation
1204	A man stands on one hand in the street while a crowd watches.	A man is standing on his hands.	0	A man is not standing on his hands.	2	negation
1205	The guy in the black jacket is standing on his hand on a checkered rectangle.	A male is engaging in something acrobatic.	0	A male is not engaging in something acrobatic.	2	negation
1206	A group of people, mostly in straw hats, follow a man onto a beach covered with many large rocks.	The man and his follows walk along outside	0	The man and his follows don't walk along outside	2	negation
1207	Three adults are working in a garden near a fence in the yard.	The three adults are outside in the garden.	0	The three adults are not outside in the garden.	2	negation
1208	A man gets a skateboard up on a big rock.	The guy is on a rock with a skateboard.	0	The guy is not on a rock with a skateboard.	2	negation
1209	Three young men are playing soccer in the beach wearing shorts and beach attire while some people watch	Three young men are playing soccer in the beach wearing shorts	0	Three young men are not playing soccer in the beach wearing shorts	2	negation
1210	A blond woman in a white shirt demonstrates her talents to a crowd.	The woman is a street performer.	0	The woman is not a street performer.	2	negation
1211	A blond woman in a white shirt demonstrates her talents to a crowd.	A woman performs for the crowd.	0	A woman doesn't perform for the crowd.	2	negation
1212	A man shows off his spider-web face paint.	A person shows some people his face painting.	0	A person doesn't show some people his face painting.	2	negation
1213	People dressed in traditional Japanese garb walk in a procession through a courtyard paved with paving stones.	People dressed in Japanese clothing walk through a courtyard.	0	People dressed in Japanese clothing don't walk through a courtyard.	2	negation
1214	A large crowd of people talking to each other.	There is a lot of people standing near each other.	0	There is no lot of people standing near each other.	2	negation
1215	a candid photo of a young lady sitting at a restaurant table.	A young lady is sitting at a table.	0	A young lady is not sitting at a table.	2	negation
1216	Three men are standing on stage performing.	Men are upright on a stage.	0	Men are not upright on a stage.	2	negation
1217	a woman working in the storefront of a jewelry shop fixing the display shelf.	A woman fixes a display shelf.	0	A woman doesn't fix a display shelf.	2	negation
1218	A small Asian child rides on the back of a woman who is wearing a hat.	A child and woman are picture.	0	A child and woman are not picture.	2	negation
1219	Several people in blue scrubs and one in a skirt and black blouse.	There are people wearing scrubs.	0	There are no people wearing scrubs.	2	negation
1220	A woman wearing a black t-shirt and green capri pants walks in front of a giant clock.	The clock is accurate at least two times a day.	0	The clock is not accurate at least two times a day.	2	negation
1221	A shirtless man with a white hat and no shoes sitting crisscross with his back against the wall holding up a white plastic cup.	A man is sitting crisscross	0	A man is not sitting crisscross	2	negation
1222	A group of young adults wait in line outdoors in the daytime.	A group of people wait in a line.	0	A group of people don't wait in a line.	2	negation
1223	Two men stand in hula grass skirts stand in the back of a truck at the top of a silver ramp.	The two men are wearing hula grass skirts.	0	The two men are not wearing hula grass skirts.	2	negation
