index	text	text_paraphrase	label
330	Sainsburys chief executive Justin King today unveiled his long-term plan to return the UKs third largest supermarket chain to its former glory.	Sainsburys CEO Justin King unveiled his long-term strategy today to restore the UK's third largest supermarket chain to its former glory.	2
331	Constellation Brands Inc., the world #39;s largest winemaker, offered \$1.3 billion in cash to acquire Robert Mondavi Corp., maker of lower-price Woodbridge wines.	Constellation Brands Inc., the world's largest winemaker, made an all-cash offer of $1.3 billion to acquire Robert Mondavi Corp., the maker of lower-priced Woodbridge wines.	2
332	New Athlon 64 processors will compete with Intel's Pentium 4 Extreme Edition.	Intel's Pentium 4 Extreme Edition will be competed with by new Athlon 64 processors.	3
333	Israel's opposition leader warns that the prime minister risks being assassinated over his Gaza disengagement plan.	Israel's opposition leader has warned that Prime Minister Binyamin Netanyahu faces assassination because of his Gaza disengagement plan.	0
334	AP - Tennessee starting safety Brandon Johnson was suspended indefinitely because he fired a gun into the air near campus.	The Associated Press reports that Tennessee starting safety Brandon Johnson has been suspended indefinitely after firing a gun into the air near campus.	1
335	Scott McGregor, former head of Royal Philips Electronics' semiconductor division, will replace Alan Ross, who plans to retire.	Alan Ross, the former head of Royal Philips Electronics' semiconductor division, will be replaced by Scott McGregor, a former head of Royal Philips Electronics' semiconductor division.	3
336	The electronics maker's wireless television set emphasizes advances in the boob tube.	The wireless television set from the electronics manufacturer emphasises advancements in the boob tube.	3
337	Thomson Corp., a provider of information services that was once Canada #39;s largest newspaper publisher, sailed past Street forecasts in its latest quarterly results released Tuesday.	Thomson Corp., a provider of information services that was once Canada's largest newspaper publisher, outperformed Wall Street expectations in its latest quarterly results, which were released on Tuesday.	2
338	IBM has launched a new intelligence service to give enterprises a monthly report showing the big picture of security attacks and other business threats, the Armonk, NY-based giant said Tuesday.	IBM announced Tuesday the launch of a new intelligence service that will provide enterprises with a monthly report that will show the big picture of security attacks and other business threats.	3
339	To overcome industry objections, Microsoft revises its Sender ID proposal.	Microsoft revises its Sender ID proposal in response to industry concerns.	3
340	IBM #39;s Linux Scholar Challenge is one of a few programs to drum up enthusiasm among students worldwide in Linux and open-source software.	IBM's Linux Scholar Challenge is one of a few programmes aimed at increasing student interest in Linux and open-source software around the world.	3
341	BRITAIN #39;S world record holder Paula Radcliffe ran away with the closest women #39;s winning margin in the history of the New York City marathon yesterday.	BRITAIN'S world record holder Paula Radcliffe ran away with the narrowest women's winning margin in the New York City marathon's history yesterday.	1
342	BERLIN: BT Group Plc, Britain #39;s largest phone company, plans to buy Infonet Services Corp. for US\$965mil to add a data network spanning more than 180 countries.	BERLIN: BT Group Plc, Britain's largest phone company, plans to acquire Infonet Services Corp. for $965 million in order to expand its data network to more than 180 countries.	2
343	Novell, one of the popular names in the open-source community, has launched Linux Desktop 9 OS for enterprise computer systems today for lower deployment and management prices.	Novell, a well-known name in the open-source community, today announced the release of Linux Desktop 9 OS for enterprise computer systems, with the goal of lowering deployment and management costs.	3
344	A four-year-long study of the Arctic climate confirms what many in Canada #39;s North have been saying for years -- the Arctic is melting, and faster all the time.	A four-year study of the Arctic climate confirms what many people in Canada's north have been saying for years: the Arctic is melting at an alarming rate.	3
346	With food supplies becoming critically low onboard the International Space Station, the astronauts have been told to cut back on their food consumption.	As food supplies onboard the International Space Station become critically low, astronauts have been instructed to reduce their food consumption.	3
347	Investors sold off shares of auto parts makers Friday after Delphi Corp. issued a profit warning and said it would cut nearly 5 percent of its work force next year.	Delphi Corp. issued a profit warning and said it would cut nearly 5% of its workforce next year, prompting investors to sell off shares of auto parts makers on Friday.	2
348	The US Supreme Court on Friday agreed to consider whether Internet file-trading networks should be held responsible when their users copy music, movies and other protected works without permission.	The United States Supreme Court agreed on Friday to consider whether Internet file-trading networks should be held liable when their users illegally copy music, movies, and other protected works.	3
350	The county #39;s largest employer said the jobs losses at its Westport plant occurred following the spin off of Allergan #39;s optical medical device business to Advanced Medical Optics (AMO).	The county's largest employer stated that the job losses at its Westport plant occurred as a result of Allergan's optical medical device business being spun off to Advanced Medical Optics (AMO).	2
352	TOKYO (CBS.MW) -- South Korea #39;s LG Electronics Inc. said Tuesday it would file a counter measure against Japan #39;s Matsushita Electric Industrial Co.	TOKYO (CBS.MW) – LG Electronics Inc. of South Korea announced Tuesday that it would file a countermeasure against Matsushita Electric Industrial Co. of Japan.	2
356	Angry over unfair subsidies paid to US companies from tariffs collected on goods imported here, the WTO has widened the gap with Congress by imposing sanctions of their own.	The World Trade Organization (WTO) has widened the gap with Congress by imposing sanctions of their own, in response to unfair subsidies paid to US companies from tariffs collected on goods imported into the country.	2
357	Iraq #39;s electoral commission has said it will consider a request from leading political parties to delay general elections scheduled for 30 January.	The Iraqi Electoral Commission has stated that it will consider a request from major political parties to postpone general elections scheduled for January 30.	0
358	TERRIFIED police have told how they feared they would die as a rampaging mob burnt down the police station in which they were trapped on Palm Island, off north Queensland.	TERRIFIED cops have described how a raging mob burned down the police station where they were holed up on Palm Island, off the coast of north Queensland.	0
359	Electrical engineering student Roozbeh Rahimi reflects a common sentiment among Iranians when he expresses hope that this famous tourist city will gain fame soon for its nuclear technology.	Roozbeh Rahimi, an electrical engineering student, expresses a common sentiment among Iranians when he expresses hope that this well-known tourist destination will soon be known for its nuclear technology.	0
360	An experiment using two orbiting satellites has proved that as the Earth turns it drags space and time around itself, like a spinning top in treacle.	An experiment with two orbiting satellites demonstrated that the Earth, like a spinning top in treacle, drags space and time around itself as it rotates.	3
361	The European Commission launches graphic images showing the damage smoking can do to people's health.	The European Commission has released graphic images depicting the harm that smoking can cause to people's health.	0
362	Religious and political leaders gather at the Umm al-Qura Sunni Muslim mosque outside Baghdad, where clerics called for their followers to boycott Iraq #39;s January elections.	Religious and political leaders gathered outside Baghdad at the Umm al-Qura Sunni Muslim mosque, where clerics urged their followers to boycott Iraq's January elections.	0
363	The car rental company takes a major hit because of problems with IT, including high costs associated with an ERP project.	The car rental company suffers significantly as a result of IT issues, including the high costs associated with an ERP project.	3
365	Version 1.0 of the Mozilla Thunderbird email client is finally available for download, according to an announcement from the Mozilla Foundation.	According to a Mozilla Foundation announcement, version 1.0 of the Mozilla Thunderbird email client is now available for download.	3
366	OK, fantasy basketball owners who selected Jason Kidd with the 11th pick on draft day, it #39;s time for you to get a little satisfaction.	Okay, fantasy basketball owners who selected Jason Kidd with the 11th pick on draught day, it's time to feel a little better.	1
367	Ruud van Nistelrooy will miss Manchester United #39;s last Champions League Group D game away to Fenerbahce on Wednesday because of a calf injury, the Premier League club said.	Ruud van Nistelrooy will miss Manchester United's final Champions League Group D game against Fenerbahce on Wednesday due to a calf injury, according to the Premier League club.	1
368	Kylan Loney had five 3s among her 23 points, and Arizona State used 24 turnovers by 11th-ranked Georgia to win 67-57 Tuesday night.	Kylan Loney had five three-pointers among her 23 points as Arizona State defeated 11th-ranked Georgia 67-57 on Tuesday night.	1
371	Jake Plummer #39;s four touchdown passes and 137.8 quarterback rating Sunday only begins to describe the efficient air attack used by the Broncos to rout the Houston Texas 31-13.	Jake Plummer's four touchdown passes and 137.8 quarterback rating on Sunday only scratched the surface of the Broncos' efficient air attack, which led to a 31-13 victory over Houston Texas.	1
372	Software giant settles with Novell and the CCIA, ending years of legal wrangling.	The software giant has reached an agreement with Novell and the CCIA, putting an end to years of legal wrangling.	3
373	Treasuries slipped lower on Monday as investors positioned themselves to absorb \$51 billion of new supply this week ahead of an expected Federal Reserve increase in official interest rates.	Treasuries fell on Monday as investors prepared to absorb $51 billion in new supply this week ahead of the Federal Reserve's expected increase in official interest rates.	2
374	Report for British regulator calls for wireless technology to be more strictly controlled than in United States.	According to a report prepared for the British regulator, wireless technology should be more strictly regulated than it is in the United States.	3
375	International Atomic Energy Agency (IAEA) Director-General Mohamed ElBaradei angrily rejected allegations that he had collaborated with Iran ahead of releasing investigation reports about Tehrans nuclear program.	Mohamed ElBaradei, Director-General of the International Atomic Energy Agency (IAEA), reacted angrily to allegations that he had collaborated with Iran prior to the release of investigation reports into Tehran's nuclear programme.	0
376	Thomson joined Microsoft and Time Warner on Monday in trying to take control of U.S. digital rights management (DRM) company ContentGuard Holdings.	Thomson joined Microsoft and Time Warner in attempting to acquire ContentGuard Holdings, a digital rights management (DRM) company based in the United States, on Monday.	3
377	Attacks exploit IE flaw, and allow attacker to gain complete control of your PC.	Attackers take advantage of an IE flaw to gain complete control of your computer.	3
378	Three banks go to the High Court in London seeking a ruling which could lead to Bernie Ecclestone losing control of Formula One racing.	Three banks have petitioned the High Court in London for a ruling that could result in Bernie Ecclestone losing control of Formula One racing.	2
379	AP - Colorado athletic director Dick Tharp resigned Monday, ending a nine-year tenure sullied by accusations of recruiting violations and fiscal mismanagement.	The Associated Press reports that Colorado athletic director Dick Tharp resigned on Monday, ending a nine-year tenure marred by allegations of recruiting violations and fiscal mismanagement.	1
381	A software company that Microsoft acquired this week to help beef up computer security may come with a bug of its own--a company claiming ownership of the programs.	A software company acquired by Microsoft this week to help improve computer security may come with its own bug—a company claiming ownership of the programmes.	3
382	Right-hander Matt Clement and the Boston Red Sox agreed Friday to a three-year deal in the \$25 million range, according to a report on MLB.	According to MLB, right-hander Matt Clement and the Boston Red Sox agreed to a three-year contract worth $25 million on Friday.	1
383	The \$500 billion drug industry is stumbling badly in its core business of finding new medicines, while aggressively marketing existing drugs.	The $500 billion pharmaceutical industry is struggling to find new medicines while aggressively marketing existing ones.	0
384	Internet search providers are reacting to users #39; rising interest in finding video content on the Web, while acknowledging that there are steep challenges that need to be overcome.	Internet search providers are responding to users' growing interest in finding video content on the Web, while also acknowledging that there are significant challenges to overcome.	3
385	AP - Police checkpoints that have surrounded the Capitol since last August were gone Thursday following a postelection decision by authorities to lower the threat level.	The Associated Press reports that police checkpoints that had surrounded the Capitol since last August were removed on Thursday, following a post-election decision by authorities to reduce the threat level.	0
387	The World Trade Organization says the US ban on cross-border gambling violates international trade laws; the United States said it would appeal.	The World Trade Organization has ruled that the United States' ban on cross-border gambling violates international trade laws; the US has stated that it will appeal.	2
390	BAE Systems says it has found out that it is being investigated by the UK's Serious Fraud Office.	BAE Systems has learned that it is under investigation by the UK's Serious Fraud Office.	2
392	THE Palestinian Authority is to set up an official commission of inquiry into Yasser Arafats death amid increasing rumours among the Palestinian public that he was poisoned by Israel.	THE PALESTINIAN AUTHORITY intends to establish an official commission of inquiry into Yasser Arafat's death, amid growing speculation among Palestinians that he was poisoned by Israel.	0
393	Harrington scored a season-high 30 points in a superlative performance against his former team, but the Indiana Pacers still escaped Conseco Fieldhouse with a 93-83 victory over Atlanta.	Despite Harrington's season-high 30 points in a stellar performance against his former team, the Indiana Pacers defeated Atlanta 93-83 at Conseco Fieldhouse.	1
394	Carmelo Anthony scored 30 points and Kenyon Martin added 24 points and 16 rebounds, helping the Denver Nuggets hold off the Toronto Raptors 112-106 Wednesday night.	Carmelo Anthony had 30 points and Kenyon Martin had 24 points and 16 rebounds to help the Denver Nuggets beat the Toronto Raptors 112-106 on Wednesday night.	1
395	United Airlines is moving to obtain another \$725 million in labor concessions and eliminate employees' traditional pensions as it seeks the financing to come out of bankruptcy.	United Airlines is seeking another $725 million in labour concessions and the elimination of traditional pensions for its employees as it seeks to exit bankruptcy.	2
396	Comcast trials will provide a big clue about the software giant's prospects for cable success.	Comcast's trials will reveal a lot about the software giant's chances for cable success.	3
397	NewsFactor - The SCO Group is delaying the launch of a Web site focusing on the details of ongoing litigation concerning the company's intellectual property.	NewsFactor - The SCO Group has postponed the launch of a Web site devoted to the specifics of the company's ongoing intellectual property litigation.	3
398	Sears, Roebuck and Co. #39;s stock shot up 23 percent Friday after a real estate investment trust disclosed it had purchased a 4.3 percent interest in the department-store chain.	The stock of Sears, Roebuck and Co. increased by 23% on Friday after a real estate investment trust announced it had purchased a 4.3 percent stake in the department store chain.	2
399	The company beats third-quarter estimates and raises yearly guidance, but Wall Street doesn't seem to care.	The company beats third-quarter estimates and raises its full-year guidance, but Wall Street is unconcerned.	2
403	The PalmOne Treo 650 Smartphone with high-resolution screen, Bluetooth, swappable battery and extended multimedia capabilities was officially announced today.	The PalmOne Treo 650 Smartphone, which features a high-resolution screen, Bluetooth, a swappable battery, and enhanced multimedia capabilities, was officially unveiled today.	3
404	Cisco Systems announces an upgrade to its CallManager software to improve security on its IP telephony gear.	Cisco Systems has announced a CallManager software upgrade to improve security on its IP telephony equipment.	3
405	Northwest Airlines Corp. posted a third-quarter loss on Wednesday, compared with profits a year ago, due to rising fuel costs and low-fare competition.	Northwest Airlines Corp. reported a third-quarter loss on Wednesday, compared to profits the previous year, owing to rising fuel costs and low-fare competition.	2
407	Reuters - It has revolutionized physics, made	It has transformed physics, according to Reuters.	3
408	AFP - Russia is seeking a new economic partnership to boost a decades-old friendship with India, envisaging sophisticated arms sales, high-end technology swaps and political support on the world stage.	AFP - Russia is seeking a new economic partnership with India to strengthen a decades-old friendship, with sophisticated arms sales, high-tech swaps, and political support on the global stage in mind.	0
409	Newcastle boss Graeme Souness was in defiant mood tonight as he attempted to push yesterdays training ground bust-up with striker Craig Bellamy into the background.	Newcastle manager Graeme Souness was defiant tonight, attempting to put yesterday's training ground brawl with striker Craig Bellamy in the past.	1
413	As Internet becomes a crime-choked neighborhood, companies could close their e-commerce shutters and customers could flee.	As the Internet becomes a crime-ridden neighbourhood, businesses may close their e-commerce doors and customers may flee.	3
414	US Secretary of Energy Spencer Abraham announced that a supercomputer developed for the nation #39;s Stockpile Stewardship Program has attained a record breaking performance of 70.	Spencer Abraham, US Secretary of Energy, announced that a supercomputer developed for the nation's Stockpile Stewardship Program has achieved a record-breaking performance of 70.	3
416	Houston -- Prosecutors claim six executives conspired to push through a 1999 sham sale of barges because they didn #39;t think they #39;d get caught.	Houston -- Prosecutors claim that six executives conspired to push through a bogus barge sale in 1999 because they didn't think they'd get caught.	2
417	Perhaps the optical network supplier should call off its merger with AFC.	Perhaps the optical network provider should cancel its merger with AFC.	2
418	Arsenal FC have agreed a three-year contract extension with manager Arsne Wenger, retaining the Frenchman #39;s services until May 2008.	Arsenal FC and manager Arsne Wenger have agreed to a three-year contract extension, keeping the Frenchman on the team until May 2008.	1
419	Astronomy buffs and amateur stargazers turned out to watch a total lunar eclipse Wednesday night - the last one Earth will get for nearly two and a half years.	Astronomy enthusiasts and amateur stargazers flocked to the skies Wednesday night to witness a total lunar eclipse, the last one the Earth will see for nearly two and a half years.	3
421	Milan and Barcelona offered a nice show on Wednesday night in which the rossoneri defeated their Spanish counterparts 1-0 at San Siro.	Milan and Barcelona put on a good show on Wednesday night, with the Rossoneri defeating their Spanish opponents 1-0 at San Siro.	1
422	New York was in shock today after their beloved baseball team the Yankees suffered a surprise defeat to arch rivals, the Boston Red Sox.	Today, New York was in disbelief after their beloved baseball team, the Yankees, were defeated by archrivals, the Boston Red Sox.	1
423	ARSENAL manager Arsene Weenger was today counting his crocks ahead of Sunday #39;s premiership showdown with Manchester United at Old Trafford.	ARSENAL manager Arsene Weenger was counting his crocks today ahead of Sunday's Premier League clash with Manchester United at Old Trafford.	1
424	Athletic shoe and apparel maker Reebok International Ltd. (RBK) on Thursday posted better-than-expected quarterly earnings, helped by improved sales due to acquisitions and the weak dollar.	Reebok International Ltd. (RBK) reported better-than-expected quarterly earnings on Thursday, aided by higher sales due to acquisitions and a weaker dollar.	2
425	Security company F-Secure warned of a variant on the Skulls Trojan horse that infects smart phones running the Symbian operating system.	F-Secure has issued a warning about a variant of the Skulls Trojan horse that infects Symbian-based smart phones.	3
426	A steady growth in legal music downloads continues while illegal file sharing networks also flourish, analysts say.	Legal music downloads continue to grow steadily, while illegal file sharing networks thrive, according to analysts.	3
427	Italy ground to a halt as millions of workers observed a general strike in protest against the economic policies of Prime Minister Silvio Berlusconi #39;s centre-right government.	Italy came to a halt as millions of workers went on strike in protest of Prime Minister Silvio Berlusconi's center-right government's economic policies.	0
428	Oil prices fell on Tuesday as an expected increase in US heating fuel supplies eased concerns over an inventory crunch should this winter #39;s weather prove colder than normal.	Oil prices fell on Tuesday as an expected increase in US heating fuel supplies alleviated concerns about an inventory shortage if this winter's weather is colder than usual.	2
429	A new application from Lycos Europe aims to fight back against spammers, but some experts say the company may be enabling illegal activities.	Lycos Europe's new application aims to combat spammers, but some experts believe the company may be enabling illegal activities.	3
430	Fungus from a deep-sea sediment core that is hundreds of thousands of years old will grow when placed in culture, scientists discover.	Scientists have discovered that fungus from a deep-sea sediment core hundreds of thousands of years old will grow in culture.	0
431	Microsoft (Quote, Chart) said it has clarified its software licensing policies to address a new trend in microprocessors and to keep the pressure on its rivals.	Microsoft (Quote, Chart) announced that it has clarified its software licencing policies in response to a new trend in microprocessors and to maintain pressure on its competitors.	3
432	(WebMD) Eating a diet rich in soy or taking soy supplements probably won #39;t harm a woman #39;s fertility, according to a new study.	(WebMD) Taking soy supplements or eating a soy-rich diet are unlikely to harm a woman's fertility, according to a new study.	3
433	Spain #39;s Interior Minister says police have broken up a radical Muslim cell, plotting to bomb the country #39;s National Court.	According to Spain's Interior Minister, police have dismantled a radical Muslim cell that was planning to bomb the country's National Court.	0
434	Ziff Davis - Panelists at SoftSummit point to emerging alternatives to perpetual licensing but say the transition won't be easy.	Panelists at SoftSummit point to emerging alternatives to perpetual licencing, but warn that the transition will be difficult.	3
436	Lucent Technologies yesterday posted higher fiscal fourth- quarter earnings, helping lift the telecommunications equipment maker to its first profitable year since 2000.	Lucent Technologies announced higher fiscal fourth-quarter earnings yesterday, helping the telecommunications equipment maker achieve its first profitable year since 2000.	2
441	The Pentagon inspector general found the root cause of sexual assault at the Air Force Academy was its commanders' failure to acknowledge the problem's severity.	The failure of the Air Force Academy's commanders to recognise the severity of the problem, according to the Pentagon inspector general, was the root cause of sexual assault at the academy.	0
442	Canadian mining firm Farallon Resources Ltd. on Wednesday said it agreed to privately sell about \$20 million Canadian (\$16.3 million) worth of stock to accredited investors and company insiders.	Farallon Resources Ltd., a Canadian mining company, announced on Wednesday that it has agreed to privately sell approximately $20 million Canadian ($16.3 million) in stock to accredited investors and company insiders.	2
443	Once a seemingly indestructible hiding hole for the frightened investor, some on Wall Street are beginning to question the super-safe status of US Treasury debt.	Once a seemingly indestructible safe haven for fearful investors, some on Wall Street are beginning to question US Treasury debt's super-safe status.	2
444	AP - Utah defensive coordinator Kyle Whittingham was hired as the school's football coach to replace Urban Meyer.	The Associated Press reports that Utah defensive coordinator Kyle Whittingham has been named the school's new football coach, succeeding Urban Meyer.	1
445	Many of Britain #39;s Olympic medal winners had already done a lap of honour in Athens, the civic reception and some even appeared on A Question of Sport.	Many of Britain's Olympic medalists had already completed a lap of honour in Athens, as well as a civic reception, and some had even appeared on A Question of Sport.	1
448	Georgetown Prep defender Fro Adu is proud of brother Freddy, a forward for D.C. United, but wants to step out on his own.	Fro Adu, a Georgetown Prep defender, is proud of his brother Freddy, a D.C. United forward, but wants to break out on his own.	1
449	A reconnaissance team is to visit the area around Baghdad where UK forces could be sent to provide US back-up.	A reconnaissance team will visit the area around Baghdad, where UK forces may be sent to provide US support.	0
450	Six nations planning to build the world's biggest nuclear fusion reactor fail to agree where to site the facility.	Six nations planning to build the world's largest nuclear fusion reactor cannot agree on a location.	3
451	Attackers could use hole in small-business software to trick personal information out of people.	Attackers could exploit a flaw in small-business software to steal people's personal information.	3
452	DSL at 3mbps debuts in areas within company's existing footprint.	DSL at 3mbps is available in areas where the company already has a presence.	3
453	Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.	Oracle's target adds $2.6 million to the bottom line after adjusting for the ex-severance CEO's package.	3
454	EUROPE #39;s biggest chipmaker, Infineon, rocked the technology world today as profits fell e100m (70m) short of analysts #39; expectations.	Infineon, Europe's largest chipmaker, shocked the technology world today when profits fell e100 million (70 million) short of analysts' expectations.	2
455	MOSCOW (AFP) - Tatiana Golovin and Nathalie Dechy led holders France to a 5-0 mauling of Spain to set up a Fed Cup final clash against Russia.	MOSCOW (AFP) - Holders France defeated Spain 5-0 to advance to the Fed Cup final against Russia, led by Tatiana Golovin and Nathalie Dechy.	1
456	A football supporter who racially abused Dwight Yorke, the Premiership striker, was banned yesterday from every soccer stadium in England and Wales for five years.	A football fan who racially abused Premier League striker Dwight Yorke was barred from entering any soccer stadium in England and Wales for five years yesterday.	1
458	For the last six years, the Leominster Blue Devils have endured a Thanksgiving Day filled with frustration instead of celebration.	For the past six years, the Leominster Blue Devils have spent Thanksgiving Day frustrated rather than joyful.	1
459	AP - Some 450 right-wing paramilitary fighters left Colombia's crowded battlefields, turning in their weapons and asking society to let them back into its fold.	450 right-wing paramilitary fighters surrendered their weapons and asked society to accept them back into its fold, according to the Associated Press.	0
460	Cypriot President Tassos Papadopoulos said Monday he would not oppose Turkish European Union accession talks provided Turkey met European standards.	Cypriot President Tassos Papadopoulos stated on Monday that he would not oppose Turkish EU accession talks if Turkey met European standards.	0
462	The second-ranked Jayhawks can redeem themselves for one of their most frustrating losses last season Monday when they welcome the Wolf Pack to Allen Fieldhouse.	The second-ranked Jayhawks will host the Wolf Pack at Allen Fieldhouse on Monday, looking to avenge one of their most frustrating losses last season.	1
465	RESCUE workers will know this morning if their attempts to save whales beached yesterday on Maria Island, off Tasmania #39;s east coast, were successful.	RESCUE workers will find out this morning whether their efforts to save whales beached on Maria Island, off Tasmania's east coast, were successful.	0
466	A drop in engineering degrees combined with a fall-off in foreign students matriculating at U.S. colleges spells big trouble ahead.	A decline in engineering degrees, combined with a decrease in foreign students matriculating at U.S. colleges, portends major trouble.	3
467	Bolton #39;s El-Hadji Diouf has been charged by the Football Association for spitting at Portsmouth #39;s Arjan de Zeeuw in Saturday #39;s 1-0 win for Pompey.	The Football Association has charged Bolton #39;s El-Hadji Diouf with spitting at Portsmouth #39;s Arjan de Zeeuw during Pompey's 1-0 win on Saturday.	1
468	Sudan reverses its decision to expel Oxfam and Save the Children's local heads, accused of political meddling.	Sudan reverses its decision to expel the local leaders of Oxfam and Save the Children, who were accused of political meddling.	0
469	Iraqi forces, whose performance is crucial to securing January elections, are riddled with problems, say local U.S. officials.	According to local US officials, Iraqi forces, whose performance is critical to securing January elections, are plagued by problems.	0
470	AP - The swamps, bayous and rice fields of Louisiana's Cajun country have emerged as the site of the nation's latest political battleground.	AP - Louisiana's Cajun country's swamps, bayous, and rice fields have emerged as the nation's newest political battleground.	0
471	Vulnerable groups such as the elderly should be helped to buy digital TV equipment, a report says.	A report recommends that vulnerable groups, such as the elderly, be assisted in purchasing digital television equipment.	3
472	Microsoft (Quote, Chart) and representatives of the European Union #39;s Competition Commission will sit down at the table together on Thursday, but it won #39;t be to eat.	On Thursday, Microsoft (Quote, Chart) and representatives from the European Union's Competition Commission will sit down at the same table, but it will not be to eat.	2
473	Russian and Western leaders are sharply at odds over the country's election crisis.	The country's election crisis has polarised Russian and Western leaders.	0
474	Liberian legend George Weah returns to Liberia to launch his bid for the country's presidency.	Liberian legend George Weah returns to the country to launch his presidential campaign.	0
476	The Supreme Court is expected to rule Friday on rerunning the country's disputed presidential election.	The Supreme Court is expected to rule on a rerun of the country's disputed presidential election on Friday.	0
477	Children would like expensive hi-tech gifts for Christmas, but few parents are happy to buy these, research suggests.	According to research, children want expensive hi-tech gifts for Christmas, but few parents are willing to buy them.	3
478	The French prime minister calls for a satellite TV channel backed by Hezbollah to be taken off air.	The French prime minister has called for the deactivation of a Hezbollah-backed satellite TV channel.	0
480	The OFT refers Apple's iTunes to the European Commission on the grounds that it over-charges UK customers.	The OFT has referred Apple's iTunes to the European Commission because it overcharges UK customers.	3
481	Shares in Swiss engineering giant ABB plummet 13 after a US court rejects its bid to limit a multi-billion dollar asbestos claim	ABB shares fell 13 percent after a US court rejected its bid to limit a multibillion-dollar asbestos claim.	2
482	A European Union force yesterday took over peacekeeping in Bosnia from Nato for an operation seen as a test of the EU #39;s military aspirations and credibility.	A European Union force took over peacekeeping in Bosnia from Nato yesterday, in an operation seen as a litmus test for the EU's military ambitions and credibility.	0
483	ATLANTA - Tommy Tuberville isn #39;t much into computers and formulas to determine who should play for college football #39;s national championship.	ATLANTA - Tommy Tuberville isn't a big fan of using computers and formulas to figure out who should play for college football's national championship.	1
484	Bode Miller won for the fourth time this season Friday and Daron Rahlves was second -- the first 1-2 finish for US men in a World Cup downhill.	Bode Miller won for the fourth time this season on Friday, and Daron Rahlves finished second, giving the US men their first 1-2 finish in a World Cup downhill.	1
485	Pakistan test-fires a short-range nuclear capable missile, the second in just over a week, officials say.	Pakistan has conducted a short-range nuclear missile test, the second in less than a week, according to officials.	0
486	Reuters - Pakistan test-fired on Wednesday a\nuclear-capable, surface-to-surface ballistic missile, capable\of hitting targets deep inside arch-rival India.	Reuters reports that Pakistan tested a nuclear-capable surface-to-surface ballistic missile capable of striking targets deep within archrival India on Wednesday.	0
487	Around 40 of the UK will still be without internet access at home by 2025, warns a study by telecoms giant BT.	According to a BT study, approximately 40 percent of the UK will still be without home internet access by 2025.	3
488	A MAN suspected of helping former Iraqi leader Saddam Hussein commit war crimes and genocide by supplying him with materials for chemical weapons, has been arrested by the Netherlands authorities.	A MAN has been arrested in the Netherlands on suspicion of assisting former Iraqi leader Saddam Hussein in committing war crimes and genocide by supplying him with chemical weapons materials.	0
489	Washington #39;s top nuclear negotiator arrived in Seoul yesterday from China to brainstorm ways to jump-start the stalled six-nation disarmament talks on the North Korean nuclear standoff.	Washington's top nuclear negotiator arrived in Seoul yesterday from China to discuss ways to restart the stalled six-nation nuclear disarmament talks with North Korea.	0
490	AFP - An Italian aid worker walked free from the southern Philippines jungle, a day after he was abducted by local gunmen.	AFP - An Italian aid worker escaped from the jungles of the southern Philippines a day after being kidnapped by local gunmen.	0
491	Vodafone launches its third-generation services for mobile phones, offering video calls, music downloads and games.	Vodafone introduces third-generation mobile phone services, including video calls, music downloads, and games.	2
492	AFP - Cable and Wireless, the struggling British telecoms group, said it would cut 600 jobs across Europe, part company with a top executive and shut its London headquarters.	AFP - Cable and Wireless, the struggling British telecoms group, announced 600 job cuts across Europe, the departure of a top executive, and the closure of its London headquarters.	3
493	TWO-TIME world champion Carlos Sainz #39;s career came to a premature end today after the Spaniard was forced out of the Rally of Australia.	TWO-TIME WORLD CHAMPION Carlos Sainz #39;s career was cut short today when the Spaniard was forced to withdraw from the Rally of Australia.	1
494	Texas #39; Buck Showalter and Atlanta #39;s Bobby Cox were named managers of the year Wednesday in balloting by the Baseball Writers #39; Association of America.	The Baseball Writers Association of America named Texas #39; Buck Showalter and Atlanta #39;s Bobby Cox managers of the year on Wednesday.	1
495	Nina Kraft, winner of last month #39;s Ironman Triathlon World Championship in Hawai #39;i, acknowledged yesterday that she had used the banned endurance-boosting drug EPO.	Nina Kraft, the winner of last month's Ironman Triathlon World Championship in Hawaii, admitted yesterday to using the banned endurance-boosting drug EPO.	1
497	A EUROPEAN spacecraft powered by a Star Trek-style thruster has flown through a lunar gateway that puts it on course to reach the Moon on Monday.	A EUROPEAN spacecraft propelled by a Star Trek-style thruster has passed through a lunar gateway, putting it on track to land on the Moon on Monday.	3
499	Austrian regulators have approved Siemens AG #39;s bid to takeover engineering competitor VA Technologie AG, Austrian radio said Friday.	Austrian regulators have approved Siemens AG's bid to acquire engineering rival VA Technologie AG, Austrian radio reported Friday.	2
501	Justin Gray leads Wake Forest with 21 points despite suffering a gashed face as the top-ranked Demon Deacons beat Providence, 79-67.	Despite suffering a gashed face, Justin Gray leads Wake Forest with 21 points in the Demon Deacons' 79-67 victory over Providence.	1
502	TechWeb - Chipmaker provides Linux tools to reach growing market there.	TechWeb - Chipmaker offers Linux tools to reach a growing market in China.	3
