index	word	sentence1	sentence2	start1	start2	end1	end2	label
2295	raise	Raise an army.	Raise your 'o'.	0	0	5	5	0
2296	shortness	The shortness of a stubby pencil.	The patient's shortness of breath.	4	14	13	23	1
2297	key	Some students had stolen the key to the final exam.	He spoke in a low key.	29	18	32	21	0
2298	stage	The band returned to the stage to play an encore.	He clambered up onto the stage and got the actors to help him into the box.	25	25	30	30	1
2299	soften	This liquid will soften your laundry.	Soften the butter before beating in the sugar.	17	0	23	6	1
2300	do	All you ever do is surf the Internet.	A 'B' grade doesn't suffice to get me into medical school.	13	12	15	16	0
2301	cycle	"The ""Ring of the Nibelung"" is a cycle of four operas by Richard Wagner, the famous nineteenth-century German composer."	A year constitutes a cycle of the seasons.	32	21	37	26	0
2302	see	I see that you have been promoted.	Did you know that she is seeing an older man?	2	25	5	31	0
2303	drop	Drop him from the Republican ticket.	Stock prices dropped.	0	13	4	20	0
2304	interest	Victorian furniture is an interest of mine.	He counts reading among his interests.	26	28	34	37	1
2305	failure	That year there was a crop failure.	He felt that his entire life had been a failure.	27	40	34	47	1
2306	place	A political system with no place for the less prominent groups.	He has a special place in my thoughts.	27	17	32	22	1
2307	make	Make revolution.	Make an effort.	0	0	4	4	1
2308	rub	Rub oil into her skin.	The cat rubbed itself against my leg.	0	8	3	14	1
2309	shuffle	Shuffle the cards.	I shuffled my feet in embarrassment.	0	2	7	10	0
2310	stir	Stir the soup.	Stir emotions.	0	0	4	4	0
2311	war	The war against crime.	The war on poverty.	4	4	7	7	1
2312	keep	Keep my job for me while I give birth.	The students keep me on my toes.	0	13	4	17	0
2313	call	I would not call her beautiful.	Take two aspirin and call me in the morning.	12	21	16	25	0
2314	civilization	The people slowly progressed from barbarism to civilization.	He is remembered for his generosity and civilization.	47	40	59	52	0
2315	treat	She was tempted to treat the whole affair as a joke.	You treated me like a fool.	19	4	24	11	1
2316	split	He inserted the wedge into a split in the log.	They announced a two-for-one split of the common stock.	29	29	34	34	0
2317	sex	They had sex in the back seat.	We had sex in the back seat.	9	7	12	10	1
2318	break	If the vase falls to the floor, it might break.	She broke the match.	41	4	46	9	1
2319	take	Tomorrow the doctor will take the cast off her arm.	Can you take this bag, please.	25	8	29	12	0
2320	go	How fast does your new car go?	The policemen went from door to door looking for the suspect.	27	14	29	18	1
2321	stabilization	Wage stabilization is necessary for industrial peace.	Stabilization means that the product can be handled under atmospheric conditions.	5	0	18	13	1
2322	interpreter	His paintings reveal a sensitive interpreter of nature.	Programs written in the BASIC language are usually run through an interpreter, though some can be compiled.	33	66	44	77	0
2323	breath	The child's breath came quickly and unevenly.	He was fighting to his last breath.	12	28	18	34	1
2324	read	She read the sky and predicted rain.	I can't read his strange behavior.	4	8	8	12	1
2325	view	He changed seat to get a complete view of the stage.	He tried to get a better view of it.	34	25	38	29	1
2326	follow	Can you follow her argument?	Follow a pattern.	8	0	14	6	0
2327	movement	The labor movement has been struggling in America since the passage of the Taft-Hartley act in 1947.	He was a charter member of the movement.	10	31	18	39	1
2328	club	To club exertions.	The two men clubbed together.	3	12	7	19	1
2329	tea	The store shelves held many different kinds of tea.	Would you be a dear and get me a cup of tea, please?	47	40	50	43	1
2330	church	This building used to be a church before being converted into a library.	Our church is hosting a picnic next week.	27	4	33	10	0
2331	pad	Pad the seat of the chair.	Pad a bra.	0	0	3	3	0
2332	key	He spoke in a low key.	Some students cheated by using the answer key.	18	42	21	45	0
2333	hold	Hold in place.	I hold with those who say life is sacred.	0	2	4	6	0
2334	draw	Draw a weapon.	A ship draws ten feet of water.	0	7	4	12	0
2335	hang	Hang the venison for a few days.	Hang one's head in shame.	0	0	4	4	0
2336	stand	We stand on common ground.	Paris stands on the Seine.	3	6	8	12	1
2337	lesson	The accident was a good lesson to me.	He did the lesson for today.	24	11	30	17	0
2338	competition	The newspaper is featuring a competition to win a car.	The new stain remover was ten times more effective than the competition.	29	60	40	71	0
2339	help	She could not help watching the sad spectacle.	This money will help the development of literacy in developing countries.	14	16	18	20	0
2340	have	I won't have this dog in my house!	Have, throw, or make a party.	8	0	12	4	0
2341	authority	Respect my authority!	He has the authority to issue warrants.	11	11	20	20	1
2342	make	This invention will make you a millionaire.	She made us look silly.	20	4	24	8	1
2343	loan	He got a loan of five thousand pounds.	All loans from the library, whether books or audio material, must be returned within two weeks.	9	4	13	9	1
2344	head	They were at the head of the attack.	The head of the column advanced boldly.	17	4	21	8	1
2345	hang	Hang a door.	The cloud of suspicion hangs over her.	0	23	4	28	0
2346	communicate	Communicate a disease.	He communicated his anxieties to the psychiatrist.	0	3	11	15	0
2347	slip	He's a mere slip of a lad.	She couldn't hurt a fly, young slip of a girl that she is.	12	31	16	35	1
2348	treat	She was tempted to treat the whole affair as a joke.	I treated his advances as a joke.	19	2	24	9	1
2349	draw	Draw a line.	To draw a memorial, a deed, or bill of exchange.	0	3	4	7	0
2350	undo	I wish I could undo my actions.	Fortunately, we can undo most of the damage to the system by the war.	15	20	19	24	1
2351	way	I felt the same way.	That's the way it is.	16	11	19	14	1
2352	touch	This piano has a wonderful touch.	Suddenly, in the crowd, I felt a touch at my shoulder.	27	33	32	38	0
2353	analyze	Analyze the evidence in a criminal trial.	The inspector analyzed the building for its soundness.	0	14	7	22	1
2354	work	She never worked because she inherited a lot of money.	Is your husband working again?	10	16	16	23	1
2355	cut	We had to lose weight, so we cut the sugar from our diet.	Cut from one scene to another.	29	0	32	3	0
2356	beginning	He was responsible for the beginning of negotiations.	The beginning of the war.	27	4	36	13	0
2357	deliver	Deliver a package.	Our local super market delivers.	0	23	7	31	1
2358	clearance	He got clearance to travel to America, even though he had previous links to terrorists.	The plane got clearance from air traffic control, and we were off.	7	14	16	23	1
2359	distress	A ship in distress.	She was the classic maiden in distress.	10	30	18	38	1
2360	break	My daughter's fancy wedding is going to break me!	This play will either make or break the playwright.	40	30	45	35	0
2361	stretch	Let's stretch for a minute -- we've been sitting here for over 3 hours.	Stretch your arms out above your head.	6	0	13	7	1
2362	wound	Deep in her breast lives the silent wound.	He feared that mentioning it might reopen the wound.	36	46	41	51	1
2363	remove	Remove a threat.	He removed the marbles from the bag.	0	3	6	10	1
2364	form	He was at the top of his form.	The team was off form last night.	25	17	29	21	1
2365	visit	Did you ever visit Paris?	The principal visited his rage on the students.	13	14	18	21	0
2366	hold	Hold one's nose.	Hold the bridge against the enemy's attacks.	0	0	4	4	0
2367	grow	In these forests, mushrooms grow under the trees.	Her hair doesn't grow much anymore.	28	17	32	21	1
2368	call	He was ejected for protesting the call.	He placed a phone call to London.	34	18	38	22	0
2369	product	His reaction was the product of hunger and fatigue.	They improve their product every year.	21	19	28	26	0
2370	variant	A variant of the same word.	"All breeds of dog are variants of the species ""Canis lupus familiaris""."	2	22	9	30	1
2371	quarter	It's a quarter til 4.	A quarter after 4 o'clock.	7	2	14	9	1
2372	hum	The hum of distant traffic.	They could hear a hum coming from the kitchen, and found the dishwasher on.	4	18	7	21	1
2373	song	Thomas listened to his favorite song on the radio yesterday.	A successful musical must have at least three good songs.	32	51	36	56	1
2374	smile	She's got a perfect smile.	She had a smile on her face.	20	10	25	15	1
2375	condition	A heart condition.	A skin condition.	8	7	17	16	1
2376	day	He deserves his day in court.	In the days of sailing ships.	16	7	19	11	0
2377	block	Block a muscle.	Block a nerve.	0	0	5	5	1
2378	appointment	I'm leaving work early because I have a doctor's appointment.	They made an appointment to meet at six.	49	13	60	24	1
2379	land	It can be tricky to land a helicopter.	The plane landed in Istanbul.	20	10	24	16	0
2380	have	What do we have here?	He had an insulin shock after eating three candy bars.	11	3	15	6	0
2381	point	We should meet at a pre-arranged point.	She walked to a point where she could survey the whole street.	33	16	38	21	1
2382	fill	The mixer returned to the plant for another fill.	He ate his fill of potatoes.	44	11	48	15	0
2383	charge	This cartridge has a powder charge of 50 grains.	The battery needed a fresh charge.	28	27	34	33	0
2384	unit	A unit of wheat is a bushel.	The word is a basic linguistic unit.	2	31	6	35	0
2385	roll	Roll out the paper.	The pastry rolls well.	0	11	4	16	1
2386	apply	I apply this rule to get good results.	Apply a magnetic field here.	2	0	7	5	1
2387	course	A course of bricks.	On a building that size, two crews could only lay two courses in a day.	2	54	8	61	1
2388	note	It ended on a sour note.	There was a note of gaiety in her manner.	19	12	23	16	1
2389	work	This dough does not work easily.	He could not work the math problem.	20	13	24	17	0
2390	courage	It takes a lot of courage to be successful in business.	A great part of courage is the courage of having done the thing before.	18	16	25	23	1
2391	formation	The formation of memories.	The formation of sentences.	4	4	13	13	1
2392	addition	The addition of cinnamon improved the flavor.	He was a new addition to the staff.	4	13	12	21	0
2393	time	Okay, but this is the last time. No more after that!	That's three times he's made the same mistake.	27	13	31	18	1
2394	state	In a weak financial state.	The current state of knowledge.	20	12	25	17	1
2395	water	They were sitting by the water's edge.	They invaded our territorial waters.	25	29	30	35	1
2396	get	The operator couldn't get Kobe because of the earthquake.	Get permission to take a few days off from work.	22	0	25	3	0
2397	sign	Their angry expressions were a clear sign they didn't want to talk.	Signs of disease are objective, whereas symptoms are subjective.	37	0	41	5	1
2398	life	She's my love, my life.	He could no longer cope with the complexities of life.	18	49	22	53	0
2399	dozen	Can I have a dozen eggs, please?	I ordered two dozen doughnuts.	13	14	18	19	1
2400	altitude	As the altitude increases, the temperature gets lower, so remember to bring warm clothes to the mountains.	The altitude gave her a headache.	7	4	15	12	1
2401	tab	Files with a red tab will be stored separately.	Pull the tab to open the can.	17	9	20	12	1
2402	keep	I keep a small stock of painkillers for emergencies.	There's little to earn and many to keep.	2	35	6	39	0
2403	hall	The drinking fountain was out in the hall.	The elevators were at the end of the hall.	37	37	41	41	1
2404	set	Set the table.	To set glass in a sash.	0	3	3	6	0
2405	turn	Turn the legs of the table.	People turn to mysticism at the turn of a millennium.	0	7	4	11	0
2406	attitude	The ballet dancer walked with a graceful attitude.	He assumed an attitude of surrender.	41	14	49	22	1
2407	point	Get to the point.	At that point I had to leave.	11	8	16	13	0
2408	go	These ugly billboards have to go!	This chair has got to go.	30	22	32	24	1
2409	sale	You'll find vitamin C for sale at most pharmacies.	The new line of cars will soon be on sale.	26	37	30	41	1
2410	shuffle	You shuffle, I'll deal.	He shuffled his funds among different accounts in various countries so as to avoid the IRS.	4	3	11	11	0
2411	business	Show me where the business was today.	Business is good today.	18	0	26	8	1
2412	set	Set the table.	Set the dogs on the scent of the missing children.	0	0	3	3	0
2413	image	The company tried to project an altruistic image.	The image of f(x) = x^2 is the set of all non-negative real numbers if the domain of the function is the set of all real numbers.	43	4	48	9	0
2414	hit	He tries to hit on women in bars.	We were hit by really bad weather.	12	8	15	11	0
2415	stuff	What is all that stuff on your bedroom floor?	He didn't want his pockets to bulge so he was walking around with all his stuff in his hands.	17	74	22	79	1
2416	baron	"A ""robber baron"" or ""robber knight"" is an historic term and title of disdain."	An oil baron.	10	7	15	12	1
2417	break	Break cigarette smoking.	On the hottest day of the year the refrigerator broke.	0	48	5	53	0
2418	air	There was a tension in the air which made me suspect an approaching storm.	A smell of chemicals in the air.	27	28	30	31	1
2419	impression	He did a funny impression of a politician.	The dentist took an impression for use in preparing an inlay.	15	20	25	30	0
2420	fire	Don't fire until you see the whites of their eyes.	Oil fires the furnace.	6	4	10	9	0
2421	masquerade	That masquerade of misrepresentation which invariably accompanied the political eloquence of Rome -- Thomas de Quincey.	A beggar's masquerade of wealth.	5	11	15	21	1
2422	press	To press a crowd back.	Press a record.	3	0	8	5	0
2423	draw	Draw a wagon.	She drew $2,000 from the account.	0	4	4	8	0
2424	key	Some students had stolen the key to the final exam.	Some students cheated by using the answer key.	29	42	32	45	1
2425	building	My sister lives in that apartment building.	There was a three-story building on the corner.	34	24	42	32	1
2426	double	His first job in Hollywood was as a double for Clark Gable.	He hit a double to deep centerfield.	36	9	42	15	0
2427	play	The play lasted two hours.	They made a futile play for power.	4	19	8	23	0
2428	fatigue	Political fatigue.	The American public is experiencing scandal fatigue.	10	44	17	51	1
2429	head	A head of lettuce.	I've got to go to the head.	2	22	6	26	0
2430	come	These shoes come in three colors.	The sleeves come to your knuckles.	12	12	16	16	0
2431	hit	The temperature could hit 110 F tomorrow.	The movie hits theaters in December.	22	10	25	14	1
2432	art	An art exhibition.	I was never any good at art.	3	24	6	27	0
2433	rack	Rack one's brains.	Rack a camera.	0	0	4	4	0
2434	make	He didn't make the choir after his voice changed.	You have to spend money to make money!	10	27	14	31	1
2435	take	We take all major credit cards.	Do you take sugar in your coffee?	3	7	7	11	1
2436	loss	The match ended in their first loss of the season.	His loss of credibility led to his resignation.	31	4	35	8	1
2437	action	The action is no longer in technology stocks but in municipal bonds.	Gawkers always try to get as close to the action as possible.	4	42	10	48	1
2438	neighbour	My neighbour has an annoying cat.	My neighbour is very irritable and grumpy at times.	3	3	12	12	1
2439	read	Read the advertisement.	Have you read Salman Rushdie?	0	9	4	13	1
2440	shift	Shift the date for our class reunion.	Shift one's position.	0	0	5	5	0
2441	appearance	The rookie made a brief appearance in the first period.	It was Bernhardt's last appearance in America.	24	24	34	34	1
2442	application	The application of indexes to tables of data.	The application of maximum thrust.	4	4	15	15	1
2443	tell	I want to tell a story.	The father told a story to his child.	10	11	14	15	1
2444	object	The sole object of her trip was to see her children.	The object of the verb.	9	4	15	10	0
2445	neck	The horse won by a neck.	The bottle had a wide neck.	19	22	23	26	0
2446	surface	The facts had been brought to the surface.	Three quarters of the Earth's surface is covered by water.	34	30	41	37	0
2447	carnival	We all got to ride the merry-go-round when the brought their carnival to town.	When the carnival came to town, every one wanted some cotton candy.	61	9	69	17	1
2448	break	Break down a proof.	I broke my foot while playing hockey.	0	2	5	7	0
2449	shell	Shell the legumes.	Shell mussels.	0	0	5	5	1
2450	go	We should go farther in this matter.	His money went on drink.	10	10	12	14	0
2451	return	In return we gave them as good as we got.	His gross income was enough that he had to file a tax return.	3	54	9	60	0
2452	application	A novel application of electronics to medical diagnosis.	December 31 is the deadline for applications.	8	32	19	44	0
2453	attendance	John's attendance for the conventions was not good.	Attendance was up by 50 per cent.	7	0	17	10	0
2454	carry	We carry a very large mortgage.	The troops carried the town after a brief fight.	3	11	8	18	0
2455	unionize	The company laid off all the workers when they tried to unionize.	We don't allow people to come into our plant and try to unionize the workers.	56	56	64	64	1
2456	turn	The hillside behind our house isn't generally much to look at, but once all the trees turn it's gorgeous.	Turn the earth in the Spring.	86	0	90	4	0
2457	compare	You can't compare my problems and yours.	John compared his haircut to his friend's.	10	5	17	13	1
2458	cut	I like the cut of that suit.	A dress of traditional cut.	11	23	14	26	1
2459	make	Make a wall of stones.	Make a dress.	0	0	4	4	1
2460	end	She knotted the end of the thread.	They rode to the end of the line.	16	17	19	20	1
2461	order	Order ruled in the streets.	Law and order.	0	8	5	13	1
2462	softness	Suddenly her gigantic power melted into softness for the baby.	He attributes the disappointing results to softness in the economy.	40	43	48	51	0
2463	read	I can't read his strange behavior.	The fortune teller read his fate in the crystal ball.	8	19	12	23	1
2464	coordinate	Coordinate our efforts.	Coordinate the painters, masons, and plumbers.	0	0	10	10	1
2465	extend	The facts extend beyond a consideration of her personal assets.	My memory extends back to my fourth year of life.	10	10	16	17	1
2466	time	This time he succeeded.	He called four times.	5	15	9	20	1
2467	position	Stop running all over the field and play your position!	Chief of Staff is the second highest position in the army.	46	37	54	45	0
2468	cuddle	I'm cold; can you roll over here and cuddle me, honey?	She cuddled the infant before bedtime.	37	4	43	11	1
2469	light	Do you have a light?	The light of my life.	14	4	19	9	0
2470	crack	To crack a whip.	Crack a safe.	3	0	8	5	0
2471	stress	"Some people put the stress on the first syllable of ""controversy""; others put it on the second."	Go easy on him, he's been under a lot of stress lately.	20	41	26	47	0
2472	grip	The grip of a sword.	There are several good grips on the northern face of this rock.	4	23	8	28	1
2473	left	The political left is not holding enough power.	Jab with your left.	14	14	18	18	0
2474	mine	This diamond comes from a mine in South Africa.	Most coal and ore comes from open-pit mines nowadays.	26	38	30	43	1
2475	defensiveness	His defensiveness was manifested in hurt silence.	The fear of being sued for malpractice has magnified physicians' defensiveness.	4	65	17	78	1
2476	beg	I beg your pardon. I didn't mean to cause offence.	I begged for her to do it.	2	2	5	8	1
2477	make	How much do you make a month in your new job?	He made twenty bucks playing poker last night.	16	3	20	7	1
2478	draw	Draw on a cigarette.	She drew $2,000 from the account.	0	4	4	8	0
2479	conflict	The conflict between the government and the rebels began three years ago.	A conflict of loyalties.	4	2	12	10	0
2480	run	His daily run keeps him fit.	He broke into a run.	10	16	13	19	1
2481	catch	Catch the mood.	The Rolls Royce caught us near the exit ramp.	0	16	5	22	0
2482	step	He won't step into his father's footsteps.	Step over to the blackboard.	9	0	13	4	0
2483	pull	The spaceship came under the pull of the gas giant.	The pull of the moon.	29	4	33	8	1
2484	length	He determined the length of the shortest line segment joining the two points.	A length of tubing.	18	2	24	8	0
2485	stay	You can stay with me while you are in town.	I can only stay for an hour.	8	11	12	15	0
2486	cover	Cover her face with a handkerchief.	The period covered the turn of the century.	0	11	5	18	0
2487	beg	I beg your pardon. I didn't mean to cause offence.	I begged her for release.	2	2	5	8	1
2488	connection	There was a connection between eating that pickle and having that nightmare.	My headache has no connection with me going out last night.	12	19	22	29	0
2489	line	He's not in my line of business.	Historians can only point out those lines for which evidence is available.	15	36	19	41	0
2490	head	The head of the stairs.	She gave great head.	4	15	8	19	0
2491	throw	The horse threw its rider.	Throw a glance.	10	0	15	5	0
2492	year	In the year 1920.	This Chinese year is the year of the Rooster.	7	13	11	17	1
2493	see	I want to see results.	Could you see about lunch?	10	10	13	13	0
2494	block	Block the book cover.	His brother blocked him at every turn.	0	12	5	19	0
2495	note	It ended on a sour note.	He detected a note of sarcasm.	19	14	23	18	1
2496	background	They got a bad connection and could hardly hear one another over the background signals.	He posed her against a background of rolling hills.	69	23	79	33	0
2497	bum	That mechanic's a bum -- he couldn't fix a yo-yo.	That guy keeps interrupting the concert. Throw the bum out!	18	51	21	54	1
2498	turn	Turn on the spot.	He turned traitor.	0	3	4	9	0
2499	know	We know this movie.	Do you know my sister?	3	7	7	11	1
2500	dwelling	Philip's dwelling fronted on the street. -- Alfred Tennyson.	I was doing dwelling in the cave.	9	12	17	20	1
2501	position	Atheists do not enjoy a favorable position in American life.	Moved from third to fifth position.	34	26	42	34	0
2502	take	Do you take sugar in your coffee?	A reading was taken of the earth's tremors.	7	14	11	19	0
2503	face	Face the lapels of the jacket.	An enormous dilemma faces us.	0	20	4	25	0
2504	keep	These potatoes keep for a long time.	She keeps an apartment in Paris for her shopping trips.	15	4	19	9	0
2505	care	I don't care.	We cared about the opera.	8	3	12	8	1
2506	nomination	The Republican nomination for Governor.	His nomination was hotly protested.	15	4	25	14	0
2507	recognition	The law was a recognition of their civil rights.	The recognition of the Rio Grande as a boundary between Mexico and the United States.	14	4	25	15	1
2508	hegemony	The consolidation of the United States' hegemony over a new international economic system.	The hegemony of a single member state is not incompatible with a genuine confederation.	40	4	48	12	1
2509	agree	The two stories don't agree in many details.	They agreed with her how to do it.	22	5	27	11	0
2510	air	He threw the ball into the air.	Her hand stopped in mid air.	27	24	30	27	1
2511	break	Break cigarette smoking.	His peccadilloes finally broke his marriage.	0	25	5	30	0
2512	leave	At what time does your train leave?	Her blood left a stain on the napkin.	29	10	34	14	0
2513	pull	Pull your knees towards your chin.	Pull the rope.	0	0	4	4	1
2514	letter	The letter of a room.	There are twenty-six letters in the English alphabet.	4	21	10	28	0
2515	school	A school of small glittering fish swam by.	The divers encountered a huge school of mackerel.	2	30	8	36	1
2516	custody	He was mistreated while in police custody.	The suspect is in custody.	34	18	41	25	0
2517	year	A normal year has 365 full days, but there are 366 days in a leap year.	This Chinese year is the year of the Rooster.	9	13	13	17	1
2518	clear	Clear a debt.	The fog cleared in the afternoon.	0	8	5	15	0
2519	use	The use of torture has been condemned by the United Nations.	He warned against the use of narcotic drugs.	4	22	7	25	1
2520	break	I don't know how to break this to you, but your cat is not coming back.	News of her death broke in the morning.	20	18	25	23	1
2521	voice	O Marcus, I am warm'd; my heart Leaps at the trumpet's voice.	A shrill voice sounded behind us.	55	9	60	14	0
2522	line	The line of soldiers advanced with their bayonets fixed.	They were arrayed in line of battle.	4	21	8	25	1
2523	party	The party of the first part.	The green party took 12% of the vote.	4	10	9	15	0
2524	speck	The plane was just a speck in the sky.	A tiny speck of soot.	21	7	26	12	1
2525	center	Convention center.	It is a center's responsibility to get the football to the quarterback.	11	8	17	14	0
2526	connect	The planes don't connect and you will have to wait for four hours.	Operator, could you connect me to the Raffles in Singapore?	17	20	24	27	0
2527	stick	The policy so far is all stick and no carrot.	The recipe calls for half a stick of butter.	25	28	30	33	0
2528	way	If I had my way.	That's the way it is.	12	11	15	14	0
2529	refund	If you find this computer for sale anywhere at a lower price, we'll refund you the difference.	Please refund me my money.	68	7	74	13	1
2530	play	Play fair.	Play it safe.	0	0	4	4	1
2531	slack	Suddenly they were in a slack and the water was motionless.	A gradual slack in output.	24	10	29	15	0
2532	assimilate	The teacher paused in her lecture to allow the students to assimilate what she had said.	This country assimilates immigrants very quickly.	59	13	69	24	0
2533	come	Come down here!	He came from France to Colorado.	0	3	4	7	1
2534	break	Break a circuit.	Break a promise.	0	0	5	5	0
2535	liking	I've always had a liking for reading.	She developed a liking for gin.	18	16	24	22	1
2536	push	'Now push hard,' said the doctor to the woman.	The guy hanging around the school is pushing drugs.	5	37	9	44	0
2537	hoop	Hoop vats.	To hoop a barrel or puncheon.	0	3	4	7	1
2538	cut	The football player cut to his left to evade a tackle.	Cut a ticket.	20	0	23	3	0
2539	render	Render the brick walls in the den.	Render thanks.	0	0	6	6	0
2540	carry	I carry her image in my mind's eye.	His voice carried a lot of anger.	2	10	7	17	0
2541	make	Don't make this into a big deal.	Make yourself clear.	6	0	10	4	1
2542	mean	I didn't mean to knock your tooth out.	I mean to go to Baddeck this summer.	9	2	13	6	1
2543	way	A lonely way of life.	Make way for.	9	5	12	8	0
2544	give	Give a yelp.	This student gives promise of real creativity.	0	13	4	18	0
2545	channelize	Channelize a stream.	Channelize the country for better transportation.	0	0	10	10	0
2546	poison	This mushrooms can poison.	Poison someone's mind.	19	0	25	6	0
2547	term	A prison term.	The general term of an algebraic equation of the n-th degree.	9	12	13	16	0
2548	relate	I can not relate these events at all.	I find it difficult to relate to others because i'm extremely introverted.	10	23	16	29	1
2549	ambition	My ambition is to own a helicopter.	His ambition is to own his own business.	3	4	11	12	1
2550	fish	After the scare about foot-and-mouth disease a lot of people started eating fish instead of meat.	They have a chef who specializes in fish.	76	36	80	40	1
2551	perversion	Perversion also shows up in kinky telephone cords.	The tendrils of the plant exhibited perversion.	0	36	10	46	1
2552	rub	Rub my hands.	I rubbed my hands together for warmth.	0	2	3	8	1
2553	point	He broke the point of his pencil.	He stuck the point of the knife into a tree.	13	13	18	18	1
2554	operation	A multinational operation.	It can perform millions of operations per second.	16	27	25	37	0
2555	back	The back of the dental chair was adjustable.	He stood at the back of the stage.	4	16	8	20	0
2556	smear	Smear the wall with paint.	The opposition party attempted to smear the candidate by spreading incorrect and unverifiable rumors about their personal behavior.	0	34	5	39	0
2557	distribute	The publisher wants to distribute the book in Asia.	Values distribute.	23	7	33	17	0
2558	break	The book dealer would not break the set.	Break off the negotiations.	26	0	31	5	0
2559	come	These shoes come in three colors.	He came through the door.	12	3	16	7	0
2560	channel	A channel is typically what you rent from a telephone company.	The channel is created by bonding the signals from these four pairs.	2	4	9	11	1
2561	block	Anne Boleyn placed her head on the block and awaited her execution.	The pyramids were built with large stone blocks.	35	41	40	47	1
2562	check	Check into the rumor.	Check the brakes.	0	0	5	5	0
2563	hit	I hit the jackpot.	The temperature could hit 110 F tomorrow.	2	22	5	25	1
2564	play	I've practiced the piano off and on, and I still can't play very well.	Can you play on this old recorder?	55	8	59	12	1
2565	cup	He drank a cup of coffee.	He borrowed a cup of sugar.	11	14	14	17	1
2566	replace	The insurance will replace the lost income.	He replaced the old razor blade.	19	3	26	11	1
2567	range	He dreamed of a home on the range.	They used to drive the cattle across the open range every spring.	28	46	33	51	1
2568	make	Make merry.	They made nice together, as if their fight never happened.	0	5	4	9	1
2569	roll	Roll out the paper.	She rolled the ball.	0	4	4	10	0
2570	foot	Armored from head to foot.	His bare feet projected from his trousers.	21	9	25	13	1
2571	carry	Put down 5 and carry 2.	I am carrying his child.	15	5	20	13	0
2572	tumble	Wash in warm water and tumble dry.	They tumbled the teams with no apparent pattern.	23	5	29	12	0
2573	operation	A multinational operation.	A large-scale farming operation.	16	22	25	31	1
2574	connect	The new railroad will connect the northern part of the state to the southern part.	Our computers connected together.	22	14	29	23	1
2575	unit	The dollar is the United States unit of currency.	The word is a basic linguistic unit.	32	31	36	35	0
2576	fit	If I lose a few kilos, the gorgeous wedding dress might fit me.	The small shirt doesn't fit me, so I'll buy the medium size.	56	24	59	27	1
2577	hold	Hold in place.	Hold your breath.	0	0	4	4	0
2578	point	He stuck the point of the knife into a tree.	A row of points.	13	9	18	15	0
2579	come	He's come a long way.	The shoes came untied.	5	10	9	14	0
2580	locate	Our sense of sight enables us to locate objects in space.	Locate the boundaries of the property.	33	0	39	6	1
2581	cover	Is this enough to cover the check?	This paint covers well.	18	11	23	17	0
2582	carry	I will carry the secret to my grave.	The painting of Mary carries motherly love.	7	21	12	28	0
2583	support	The statue stood on a marble support.	He leaned against the wall for support.	29	31	36	38	0
2584	exercise	The doctor recommended regular exercise.	The teacher told us the next exercise is to write an essay.	31	29	39	37	1
2585	use	We only use Spanish at home.	Use your head!	8	0	11	3	1
2586	pay	Pay a visit.	Pay a call.	0	0	3	3	1
2587	go	How did your interview go?	Do you think the sofa will go through the door?	23	27	25	29	0
2588	substitute	The young teacher had to substitute for the sick colleague.	The skim milk substitutes for cream -- we are on a strict diet.	25	14	35	25	1
2589	history	A critical time in the school's history.	History repeats itself if we don't learn from its mistakes.	32	0	39	7	1
2590	term	He left school before the end of term.	The term allowed to a debtor to discharge his debt.	33	4	37	8	1
2591	trouble	He got several girls in trouble.	One trouble after another delayed the job.	24	4	31	11	0
2592	run	Run a new program on the Mac.	Our coach had us running plays for the whole practice.	0	17	3	24	1
2593	breath	He took a deep breath and dived into the pool.	I could feel the runner's breath on my shoulder.	15	26	21	32	0
2594	stand	We had to stand for the entire performance!	They stood the statue on the pedestal.	10	5	15	10	1
2595	bake	Bake the potatoes.	She's been baking all day to prepare for the dinner.	0	11	4	17	1
2596	fix	We have a fix on your position.	He got a good fix on the target.	10	14	13	17	1
2597	treat	I like to treat myself to a day at a spa when I am depressed.	Grandmother always treated us to the circus.	10	19	15	26	1
2598	give	Give an excuse.	She gave a pair of shoes to her husband for their anniversary.	0	4	4	8	0
2599	opinion	He asked for a poll of public opinion.	His opinions appeared frequently on the editorial page.	30	4	37	12	0
2600	trial	He called each flip of the coin a new trial.	In the experimental trials the amount of carbon was measured separately.	38	20	43	26	1
2601	classify	How would you classify these pottery shards -- are they prehistoric?	She classified the articles into different genres.	14	4	22	14	1
2602	be	I may be an hour.	It has been three years since my grandmother died. (similar to My grandmother died three years ago, but emphasizes the intervening period).	6	7	8	11	0
2603	flatten	As there was a lot of damage, we chose the heavy roller to flatten the pitch.	Flatten your stomach with these exercises.	59	0	66	7	1
2604	face	The face of the city is changing.	He washed his face.	4	14	8	18	0
2605	place	He lost his place on the page.	A political system with no place for the less prominent groups.	12	27	17	32	0
2606	move	The chairman of the company told the salesmen to move the computers.	She moves in certain circles only.	49	4	53	9	0
2607	copy	Catastrophes make good copy.	She made a copy of the designer dress.	23	11	27	15	0
2608	strike	Strike a medal.	She struck her head on the low ceiling.	0	4	6	10	0
2609	get	You need to get permission to leave early.	He got a girl into trouble.	12	3	15	6	0
2610	chain	A chain of ideas, one leading to the next.	The chain of command.	2	4	7	9	1
2611	back	Could you please scratch my back?	His back was nicely tanned.	28	4	32	8	1
