index	word	sentence1	sentence2	label	originated_idx	start1	start2	end1	end2
1682	position	What position does he play?	Chief of Staff is the second highest position in the army.	0	2878|2467	5	37	13	45
1683	force	A public force is necessary to give security to the rights of citizens.	May the force be with you.	0	126|5025	9	8	14	13
1684	force	May the force be with you.	A public force is necessary to give security to the rights of citizens.	0	5025|126	8	9	13	14
1685	air	The flock of birds took to the air.	Air pollution.	1	422|1826	31	0	34	3
1686	air	The flock of birds took to the air.	As he waited he could feel the air on his neck.	0	422|4591	31	31	34	34
1687	air	I need some fresh air.	He threw the ball into the air.	0	670|1484	18	27	21	30
1688	air	I need some fresh air.	Open a window and let in some air.	1	670|2196	18	30	21	33
1689	air	I need some fresh air.	There was a tension in the air which made me suspect an approaching storm.	1	670|2418	18	27	21	30
1690	air	I need some fresh air.	The flock of birds took to the air.	1	670|3248	18	31	21	34
1691	air	I need some fresh air.	Air pollution.	1	670|5118	18	0	21	3
1692	air	She was humming an air from Beethoven.	The house had a neglected air.	0	736|2027	19	26	22	29
1693	air	Air pollution.	Open a window and let in some air.	1	874|422	0	30	3	33
1694	air	Air pollution.	I need some fresh air.	1	874|4209	0	18	3	21
1695	air	If you've time to spare go by air.	A smell of chemicals in the air.	0	1407|670	30	28	33	31
1696	air	If you've time to spare go by air.	Open a window and let in some air.	0	1407|2745	30	30	33	33
1697	air	If you've time to spare go by air.	The flock of birds took to the air.	0	1407|4209	30	31	33	34
1698	air	He threw the ball into the air.	I need some fresh air.	0	1484|670	27	18	30	21
1699	air	He threw the ball into the air.	Open a window and let in some air.	0	1484|2196	27	30	30	33
1700	air	He threw the ball into the air.	There was a tension in the air which made me suspect an approaching storm.	0	1484|2418	27	27	30	30
1701	air	He threw the ball into the air.	The flock of birds took to the air.	0	1484|3248	27	31	30	34
1702	air	He threw the ball into the air.	Air pollution.	0	1484|5118	27	0	30	3
1703	air	Open a window and let in some air.	The flock of birds took to the air.	1	1826|874	30	31	33	34
1704	air	Open a window and let in some air.	There was a tension in the air which made me suspect an approaching storm.	1	1826|3536	30	27	33	30
1705	air	Open a window and let in some air.	Her hand stopped in mid air.	0	1826|4369	30	24	33	27
1706	air	She was humming an air from Beethoven.	He threw the ball into the air.	0	1862|2510	19	27	22	30
1707	air	An air of mystery.	As he waited he could feel the air on his neck.	0	2027|1155	3	31	6	34
1708	air	Open a window and let in some air.	He threw the ball into the air.	0	2196|1484	30	27	33	30
1709	air	There was a tension in the air which made me suspect an approaching storm.	I need some fresh air.	1	2418|670	27	18	30	21
1710	air	There was a tension in the air which made me suspect an approaching storm.	He threw the ball into the air.	0	2418|1484	27	27	30	30
1711	air	There was a tension in the air which made me suspect an approaching storm.	The flock of birds took to the air.	1	2418|3248	27	31	30	34
1712	air	There was a tension in the air which made me suspect an approaching storm.	Air pollution.	1	2418|5118	27	0	30	3
1713	air	He threw the ball into the air.	She was humming an air from Beethoven.	0	2510|1862	27	19	30	22
1714	air	Open a window and let in some air.	If you've time to spare go by air.	0	2745|1407	30	30	33	33
1715	air	There was a tension in the air which made me suspect an approaching storm.	As he waited he could feel the air on his neck.	0	2910|4591	27	31	30	34
1716	air	The flock of birds took to the air.	He threw the ball into the air.	0	3248|1484	31	27	34	30
1717	air	Air pollution.	The program was on the air from 9 til midnight.	0	3536|3560	0	23	3	26
1718	air	The program was on the air from 9 til midnight.	A smell of chemicals in the air.	0	3560|2418	23	28	26	31
1719	air	The program was on the air from 9 til midnight.	Open a window and let in some air.	0	3560|2910	23	30	26	33
1720	air	The program was on the air from 9 til midnight.	Air pollution.	0	3560|3536	23	0	26	3
1721	air	The program was on the air from 9 til midnight.	The flock of birds took to the air.	0	3560|3990	23	31	26	34
1722	air	The flock of birds took to the air.	The program was on the air from 9 til midnight.	0	3990|3560	31	23	34	26
1723	air	The flock of birds took to the air.	If you've time to spare go by air.	0	4209|1407	31	30	34	33
1724	air	Air pollution.	He threw the ball into the air.	0	4369|2510	0	27	3	30
1725	arouse	Arouse pity.	To arouse anger.	1	1336|2984	0	3	6	9
1726	arouse	To arouse jealousy.	Arouse pity.	1	1539|1336	3	0	9	6
1727	arouse	To arouse jealousy.	To arouse anger.	1	1539|2984	3	3	9	9
1728	heat	Heat the house.	The sun heats the oceans.	0	4545|922	0	8	4	13
1729	complexion	A rugged complexion.	He altered the complexion of his times.	0	2185|1738	9	15	19	25
1730	complexion	A sunburnt complexion.	He altered the complexion of his times.	0	4623|1738	11	15	21	25
1731	lift	You never lift a finger to help me!	Lift a ban.	0	1424|3936	10	0	14	4
1732	lift	Lift a ban.	You never lift a finger to help me!	0	3936|1424	0	10	4	14
1733	lift	Lift the box onto the table.	Lift a ban.	0	4168|5390	0	0	4	4
1734	lift	Lift potatoes.	Lift his ego.	0	5166|1319	0	0	4	4
1735	lift	Lift a ban.	Lift the box onto the table.	0	5390|4168	0	0	4	4
1736	foot	Curled up on the foot of the bed.	The foot of the list.	1	1001|4072	17	4	21	8
1737	foot	Curled up on the foot of the bed.	I'll meet you at the foot of the stairs.	0	1001|1615	17	21	21	25
1738	foot	The foot of the mountain.	Armored from head to foot.	0	1418|2570	4	21	8	25
1739	foot	I'll meet you at the foot of the stairs.	The foot of the list.	0	1615|4072	21	4	25	8
1740	foot	I'll meet you at the foot of the stairs.	Curled up on the foot of the bed.	0	1615|1001	21	17	25	21
1741	foot	I'll meet you at the foot of the stairs.	The foot of the mountain.	0	1615|1880	21	4	25	8
1742	foot	Curled up on the foot of the bed.	His bare feet projected from his trousers.	0	1649|1418	17	9	21	13
1743	foot	Curled up on the foot of the bed.	He followed on foot.	0	1649|4455	17	15	21	19
1744	foot	The foot of the mountain.	Curled up on the foot of the bed.	1	1880|1001	4	17	8	21
1745	foot	The foot of the mountain.	I'll meet you at the foot of the stairs.	0	1880|1615	4	21	8	25
1746	foot	Armored from head to foot.	The foot of the mountain.	0	2570|1418	21	4	25	8
1747	foot	Armored from head to foot.	I'll meet you at the foot of the stairs.	0	2570|4186	21	21	25	25
1748	foot	We went there by foot because we could not afford a taxi.	Curled up on the foot of the bed.	0	2756|3568	17	17	21	21
1749	foot	We went there by foot because we could not afford a taxi.	The foot of the mountain.	0	2756|3958	17	4	21	8
1750	foot	We went there by foot because we could not afford a taxi.	The foot of the page.	0	2756|4072	17	4	21	8
1751	foot	Armored from head to foot.	He followed on foot.	0	2926|3344	21	15	25	19
1752	foot	Armored from head to foot.	The foot of the page.	0	3266|1001	21	4	25	8
1753	foot	Armored from head to foot.	The foot of the list.	0	3266|3568	21	4	25	8
1754	foot	The swiftest of foot.	The foot of the mountain.	0	3344|4455	16	4	20	8
1755	foot	The foot of the list.	The foot of the page.	1	3568|1001	4	4	8	8
1756	foot	The foot of the list.	The foot of the mountain.	1	3568|1649	4	4	8	8
1757	foot	The foot of the list.	Armored from head to foot.	0	3568|3266	4	21	8	25
1758	foot	One foot of the chair was on the carpet.	His bare feet projected from his trousers.	0	3799|2570	4	9	8	13
1759	foot	The foot of the mountain.	He stood at the foot of the tower.	0	3958|3868	4	16	8	20
1760	foot	The foot of the mountain.	We went there by foot because we could not afford a taxi.	0	3958|2756	4	17	8	21
1761	foot	The foot of the page.	Curled up on the foot of the bed.	1	4072|3568	4	17	8	21
1762	foot	The foot of the page.	He stood at the foot of the tower.	0	4072|3868	4	16	8	20
1763	foot	The foot of the page.	We went there by foot because we could not afford a taxi.	0	4072|2756	4	17	8	21
1764	foot	The foot of the page.	The foot of the mountain.	1	4072|3958	4	4	8	8
1765	foot	I'll meet you at the foot of the stairs.	Armored from head to foot.	0	4186|2570	21	21	25	25
1766	foot	He followed on foot.	The foot of the page.	0	4455|1880	15	4	19	8
1767	foot	He followed on foot.	The foot of the list.	0	4455|3958	15	4	19	8
1768	foot	He followed on foot.	Curled up on the foot of the bed.	0	4455|1649	15	17	19	21
1769	see	You should see a lawyer.	He saw action in Viet Nam.	0	96|2649	11	3	14	6
1770	see	You should see a lawyer.	What message do you see in this letter?	0	96|1516	11	20	14	23
1771	see	You should see a lawyer.	How nice to see you again!	0	96|3113	11	12	14	15
1772	see	You should see a lawyer.	I see that you have been promoted.	0	96|5358	11	2	14	5
1773	see	I must see your passport before you can enter the country.	Let's see -- which movie should we see tonight?	0	624|1026	7	6	10	9
1774	see	I'll probably see you at the meeting.	How nice to see you again!	1	722|5182	14	12	17	15
1775	see	Let's see -- which movie should we see tonight?	I must see your passport before you can enter the country.	0	1026|624	6	7	9	10
1776	see	I want to see whether she speaks French.	He is blind -- he can not see.	0	1028|2939	10	26	13	29
1777	see	I want to see whether she speaks French.	Can you see the bird in that tree?	0	1028|3751	10	8	13	11
1778	see	I want to see whether she speaks French.	You have to be a good observer to see all the details.	0	1028|4088	10	34	13	37
1779	see	I can see what will happen.	We went to see the Eiffel Tower in the morning.	0	1416|152	6	11	9	14
1780	see	How nice to see you again!	The 1960's saw the rebellion of the younger generation against established traditions.	0	1502|3746	12	11	15	14
1781	see	What message do you see in this letter?	You should see a lawyer.	0	1516|96	20	11	23	14
1782	see	I'll see you to the door.	The 1960's saw the rebellion of the younger generation against established traditions.	0	1658|1944	5	11	8	14
1783	see	I'll see you to the door.	You'll see a lot of cheating in this school.	0	1658|2917	5	7	8	10
1784	see	Can you see the bird in that tree?	You have to be a good observer to see all the details.	1	1674|2687	8	34	11	37
1785	see	I went to see my friend Mary the other day.	See a movie.	0	1695|2861	10	0	13	3
1786	see	I want to see results.	I'll probably see you at the meeting.	0	1944|3746	10	14	13	17
1787	see	Let's see -- which movie should we see tonight?	I'll probably see you at the meeting.	0	2169|1502	6	14	9	17
1788	see	Let's see -- which movie should we see tonight?	They're blind to the damage they do, but someday they'll see.	0	2169|5182	6	57	9	60
1789	see	I just can't see your point.	I want to see whether she speaks French.	0	2250|3788	13	10	16	13
1790	see	I just can't see your point.	Can you see the bird in that tree?	0	2250|4153	13	8	16	11
1791	see	See a movie.	I went to see my friend Mary the other day.	0	2861|1695	0	10	3	13
1792	see	You'll see a lot of cheating in this school.	I want to see results.	1	2886|1944	7	10	10	13
1793	see	You'll see a lot of cheating in this school.	I'll probably see you at the meeting.	0	2886|3746	7	14	10	17
1794	see	He is blind -- he can not see.	I want to see whether she speaks French.	0	2939|1028	26	10	29	13
1795	see	He is blind -- he can not see.	Can you see the bird in that tree?	1	2939|3751	26	8	29	11
1796	see	He is blind -- he can not see.	You have to be a good observer to see all the details.	1	2939|4088	26	34	29	37
1797	see	You have to be a good observer to see all the details.	I saw her bake the cake.	1	3073|1397	34	2	37	5
1798	see	You have to be a good observer to see all the details.	Now I see!	0	3073|4153	34	6	37	9
1799	see	How nice to see you again!	You should see a lawyer.	0	3113|96	12	11	15	14
1800	see	I can see a risk in this strategy.	I can see what will happen.	1	3505|3029	6	6	9	9
1801	see	I'll probably see you at the meeting.	I want to see results.	0	3746|1944	14	10	17	13
1802	see	I'll probably see you at the meeting.	You'll see a lot of cheating in this school.	0	3746|2886	14	7	17	10
1803	see	Can you see the bird in that tree?	I want to see whether she speaks French.	0	3751|1028	8	10	11	13
1804	see	You have to be a good observer to see all the details.	I want to see whether she speaks French.	0	4088|1028	34	10	37	13
1805	see	Now I see!	I saw her bake the cake.	0	4153|1397	6	2	9	5
1806	see	Now I see!	He is blind -- he can not see.	0	4153|1674	6	26	9	29
1807	see	Now I see!	I saw their laughing and joking.	0	4153|3751	6	2	9	5
1808	see	Now I see!	I saw him laughing.	0	4153|4976	6	2	9	5
1809	see	Now I see!	You have to be a good observer to see all the details.	0	4153|3073	6	34	9	37
1810	see	I see that you have been promoted.	You should see a lawyer.	0	5358|96	2	11	5	14
1811	drill	Don't drill here, there's a gas pipe.	Drill a hole into the wall.	1	590|3625	6	0	11	5
1812	drill	Don't drill here, there's a gas pipe.	Drill for oil.	1	590|5018	6	0	11	5
1813	drill	Drill for oil.	Drill a hole into the wall.	1	1445|1911	0	0	5	5
1814	buildup	I envied his rapid buildup of assets.	The buildup of leaves blocked the drain pipes.	0	4492|644	19	4	26	11
1815	execute	I'll execute your orders as soon as this meeting is adjourned.	Your orders have been executed, sir!	1	4112|1318	5	22	12	30
1816	flare	He threw a flare to the fullback who was tackled for a loss.	A colitis flare.	0	476|1263	11	10	16	15
1817	damage	The storm did a lot of damage to the area.	How much is the damage?	0	783|1659	23	16	29	22
1818	damage	How much is the damage?	The storm did a lot of damage to the area.	0	1659|783	16	23	22	29
1819	space	The astronauts walked in outer space without a tether.	The architect left space in front of the building.	0	80|981	31	19	36	24
1820	space	The astronauts walked in outer space without a tether.	They stopped at an open space in the jungle.	0	80|323	31	24	36	29
1821	space	They stopped at an open space in the jungle.	Functional analysis is best approached through a sound knowledge of Hilbert space theory.	0	207|1312	24	76	29	81
1822	space	They stopped at an open space in the jungle.	The architect left space in front of the building.	1	323|981	24	19	29	24
1823	space	The space between his teeth.	They stopped at an open space in the jungle.	1	981|4401	4	24	9	29
1824	space	The space between his teeth.	It all happened in the space of 10 minutes.	0	981|3357	4	23	9	28
1825	space	It all happened in the space of 10 minutes.	They stopped at an open space in the jungle.	0	3357|4401	23	24	28	29
1826	space	It all happened in the space of 10 minutes.	The space between his teeth.	0	3357|981	23	4	28	9
1827	space	It all happened in the space of 10 minutes.	Functional analysis is best approached through a sound knowledge of Hilbert space theory.	0	3602|1312	23	76	28	81
1828	space	The architect left space in front of the building.	The astronauts walked in outer space without a tether.	0	4401|36	19	31	24	36
1829	space	The architect left space in front of the building.	They tested his ability to locate objects in space.	0	4401|207	19	45	24	50
1830	space	The architect left space in front of the building.	The space between his teeth.	1	4401|323	19	4	24	9
1831	space	The architect left space in front of the building.	It all happened in the space of 10 minutes.	0	4401|2623	19	23	24	28
1832	crack	To crack a whip.	Crack a joke.	0	3314|4536	3	0	8	5
1833	crack	Crack a joke.	To crack a whip.	0	4536|3314	0	3	5	8
1834	scene	The most moving scene is the final one, where he realizes he has wasted his whole life.	He made a scene.	0	2838|5407	16	10	21	15
1835	scene	He made a scene.	The most moving scene is the final one, where he realizes he has wasted his whole life.	0	5407|2838	10	16	15	21
1836	train	Unfortunately, the leading bridesmaid stepped on the bride's train as they were walking down the aisle.	They joined the wagon train for safety.	0	417|254	61	22	66	27
1837	train	A train of thought.	The bride's train was carried by her two young nephews.	0	2132|417	2	12	7	17
1838	application	The application of maximum thrust.	The application of indexes to tables of data.	1	111|4538	4	4	15	15
1839	application	The iPhone application VR+ connects to major social networks.	A novel application of electronics to medical diagnosis.	0	944|1572	11	8	22	19
1840	application	A novel application of electronics to medical diagnosis.	The iPhone application VR+ connects to major social networks.	0	1572|944	8	11	19	22
1841	application	The application of indexes to tables of data.	He has tried several different word processing applications.	0	1937|944	4	47	15	59
1842	refund	A governor, that had pillaged the people, was sentenced to refund what he had wrongfully taken. -- L'Estrange.	Please refund me my money.	1	5360|2529	59	7	65	13
1843	tolerate	He learned to tolerate the heat.	I like the way he plays the guitar, but I can't tolerate his voice when he sings.	1	1730|1364	14	48	22	56
1844	beg	Beg the question.	Beg money and food.	0	1973|5114	0	0	3	3
1845	beg	Beg money and food.	Beg the question.	0	5114|1973	0	0	3	3
1846	fatigue	Metal fatigue.	They were assigned to kitchen fatigues.	0	921|793	6	30	13	38
1847	fatigue	Political fatigue.	He was suffering from museum fatigue.	1	1901|1809	10	29	17	36
1848	fatigue	He was hospitalized for extreme fatigue.	The American public is experiencing scandal fatigue.	0	3551|32	32	44	39	51
1849	fatigue	He was hospitalized for extreme fatigue.	Political fatigue.	0	3551|175	32	10	39	17
1850	fatigue	He was hospitalized for extreme fatigue.	After watching TV with her husband she had a bad case of football fatigue.	0	3551|1809	32	66	39	73
1851	fatigue	The American public is experiencing scandal fatigue.	He was suffering from museum fatigue.	1	4421|1809	44	29	51	36
1852	fatigue	The American public is experiencing scandal fatigue.	Political fatigue.	1	4421|1901	44	10	51	17
1853	tab	Pull the tab to open the can.	The filing cards were organized by cards having indexed tabs.	1	3124|4805	9	56	12	60
1854	tab	Pull the tab to open the can.	Files with a red tab will be stored separately.	1	3124|2963	9	17	12	20
1855	tab	The collar has a tab with a button hole.	Files with a red tab will be stored separately.	1	4805|5321	17	17	20	20
1856	feeling	I had a strange feeling in my leg.	The house gave me a feeling of dread.	0	424|3550	16	20	23	27
1857	feeling	The surface had a greasy feeling.	The house gave me a feeling of dread.	0	2100|3550	25	20	32	27
1858	feeling	He had a great feeling for music.	He had terrible feelings of guilt.	0	2633|3017	15	16	22	24
1859	feeling	He had a great feeling for music.	She had a feeling of euphoria.	0	2633|3550	15	10	22	17
1860	feeling	The house gave me a feeling of dread.	He lost all feeling in his arm.	0	3017|4614	20	12	27	19
1861	feeling	She had a feeling of euphoria.	He had terrible feelings of guilt.	1	3550|3017	10	16	17	24
1862	feeling	She had a feeling of euphoria.	He had a great feeling for music.	0	3550|2633	10	15	17	22
1863	feeling	He lost all feeling in his arm.	The house gave me a feeling of dread.	0	4614|3017	12	20	19	27
1864	day	After that day she never trusted him again.	It should arrive any day now.	1	571|1931	11	21	14	24
1865	day	He was a successful pianist in his day.	He deserves his day in court.	0	775|2376	35	16	38	19
1866	day	He was a successful pianist in his day.	In the day of the dinosaurs.	1	775|4604	35	7	38	10
1867	day	It should arrive any day now.	After that day she never trusted him again.	1	1048|3476	21	11	24	14
1868	day	Day and night.	I work at night and sleep during the day.	1	1202|3756	0	37	3	40
1869	day	He deserves his day in court.	He was a successful pianist in his day.	0	2376|775	16	35	19	38
1870	day	He deserves his day in court.	In the day of the dinosaurs.	0	2376|4604	16	7	19	10
1871	day	She called it a day and went to bed.	My day began early this morning.	1	2778|1443	16	3	19	6
1872	day	Every dog has his day.	It was a busy day on the stock exchange.	0	3215|1443	18	14	21	17
1873	day	Every dog has his day.	She called it a day and went to bed.	0	3215|4677	18	16	21	19
1874	day	I work at night and sleep during the day.	Day and night.	1	3756|1202	37	0	40	3
1875	day	In the day of the dinosaurs.	He deserves his day in court.	0	4604|2376	7	16	10	19
1876	strike	Strike a medal.	The opponent refused to strike.	0	17|4229	0	24	6	30
1877	strike	Strike a bargain.	Strike a match.	0	100|2106	0	0	6	6
1878	strike	We must strike the enemy's oil fields.	The opponent refused to strike.	0	178|4177	8	24	14	30
1879	strike	We will strike a medal in your honour.	The thought struck terror in our minds.	0	520|842	8	12	14	18
1880	strike	We will strike a medal in your honour.	A bullet struck him.	0	520|1069	8	9	14	15
1881	strike	We will strike a medal in your honour.	The workers struck for a week before the new contract went through.	0	520|3529	8	12	14	18
1882	strike	We will strike a medal in your honour.	Strike a pose.	0	520|4076	8	0	14	6
1883	strike	The opponent refused to strike.	Strike a medal.	0	830|1975	24	0	30	6
1884	strike	The opponent refused to strike.	Strike a match.	0	830|4595	24	0	30	6
1885	strike	We will strike a medal in your honour.	The opponent refused to strike.	0	933|4229	8	24	14	30
1886	strike	We must strike the enemy's oil fields.	Strike a bargain.	0	1323|3940	8	0	14	6
1887	strike	Strike fire from the flintstone.	The teacher struck the child.	0	2106|4595	0	12	6	18
1888	strike	We will strike a medal in your honour.	The teacher struck the child.	0	2263|1975	8	12	14	18
1889	strike	We will strike a medal in your honour.	She struck her head on the low ceiling.	0	2263|2608	8	4	14	10
1890	strike	Strike a medal.	The thought struck terror in our minds.	0	2856|842	0	12	6	18
1891	strike	Strike a medal.	A bullet struck him.	0	2856|1069	0	9	6	15
1892	strike	Strike a medal.	The workers struck for a week before the new contract went through.	0	2856|3529	0	12	6	18
1893	strike	Strike a medal.	Strike a pose.	0	2856|4076	0	0	6	6
1894	strike	Strike a medal.	We will strike a medal in your honour.	1	2856|520	0	8	6	14
1895	strike	Strike a balance.	Strike fire from the flintstone.	0	3731|100	0	0	6	6
1896	strike	Strike a balance.	The Germans struck Poland on Sept. 1, 1939.	0	3731|3940	0	12	6	18
1897	strike	Strike a balance.	We must strike the enemy's oil fields.	0	3731|5218	0	8	6	14
1898	strike	Please strike this remark from the record.	In the fifth inning, the Giants struck, sending three runners home to win the game 5 to 2.	0	4033|178	7	32	13	38
1899	strike	Please strike this remark from the record.	The Germans struck Poland on Sept. 1, 1939.	0	4033|1323	7	12	13	18
1900	strike	The opponent refused to strike.	We must strike the enemy's oil fields.	0	4177|178	24	8	30	14
1901	strike	The opponent refused to strike.	We will strike a medal in your honour.	0	4229|933	24	8	30	14
1902	strike	The opponent refused to strike.	Strike fire from the flintstone.	0	4229|4865	24	0	30	6
1903	strike	Strike a match.	The opponent refused to strike.	0	4595|830	0	24	6	30
1904	strike	Strike fire from the flintstone.	The opponent refused to strike.	0	4865|4229	0	24	6	30
1905	strike	Strike a bargain.	In the fifth inning, the Giants struck, sending three runners home to win the game 5 to 2.	0	5218|178	0	32	6	38
1906	series	The Post Office issued a series commemorating famous American entertainers.	A comedy series.	0	421|3892	25	9	31	15
1907	series	A comedy series.	The Post Office issued a series commemorating famous American entertainers.	0	3892|421	9	25	15	31
1908	resistance	Widespread resistance to the new urban development plans.	The resistance of bacteria to certain antibiotics.	1	1277|3219	11	4	21	14
1909	resistance	The enemy offered little resistance.	Widespread resistance to the new urban development plans.	1	3219|4866	25	11	35	21
1910	resistance	The resistance of bacteria to certain antibiotics.	The enemy offered little resistance.	1	4866|1277	4	25	14	35
1911	tea	The store shelves held many different kinds of tea.	Would you like some tea?	1	2329|2612	47	20	50	23
1912	tea	Go to the supermarket and buy some tea.	The store shelves held many different kinds of tea.	0	3890|1101	35	47	38	50
1913	tea	Go to the supermarket and buy some tea.	Would you be a dear and get me a cup of tea, please?	0	3890|2612	35	40	38	43
1914	tea	Go to the supermarket and buy some tea.	We met at the Dean's tea for newcomers.	0	5405|2081	35	21	38	24
1915	tea	Go to the supermarket and buy some tea.	Iced tea is a cooling drink.	0	5405|5026	35	5	38	8
1916	drop	He had a drop too much to drink.	They expected the drop would be successful.	0	1015|3886	9	18	13	22
1917	drop	He had a drop too much to drink.	There was a drop in pressure in the pulmonary artery.	0	1015|4701	9	12	13	16
1918	drop	There is not a drop of pity in that man.	A drop of each sample was analyzed.	1	1611|2661	15	2	19	6
1919	drop	There is not a drop of pity in that man.	He had a drop too much to drink.	1	1611|2698	15	9	19	13
1920	drop	There was a drop in pressure in the pulmonary artery.	He had a drop too much to drink.	0	1735|3497	12	9	16	13
1921	drop	A drop of each sample was analyzed.	He had a drop too much to drink.	1	2661|2698	2	9	6	13
1922	drop	It was a miracle that he survived the drop from that height.	A drop of 57 points on the Dow Jones index.	0	4012|1735	38	2	42	6
1923	drop	Drop him from the Republican ticket.	A single shot was fired and the bird dropped from the sky.	0	4030|495	0	37	4	44
1924	drop	A drop of each sample was analyzed.	A drop of 57 points on the Dow Jones index.	0	4701|1735	2	2	6	6
1925	drop	Drop a hint.	A single shot was fired and the bird dropped from the sky.	0	4902|495	0	37	4	44
1926	sophisticate	To sophisticate the understanding. -- Southey.	Sophisticate rose water with geraniol.	0	1093|4471	3	0	15	12
1927	sophisticate	Yet Butler professes to stick to plain facts, not to sophisticate, not to refine. -- M. Arnold.	To sophisticate wine. -- Howell.	0	3125|1093	53	3	65	15
1928	find	These aspects of civilization do not find expression or receive an interpretation.	Water is found to be a compound substance.	0	1438|3480	37	9	41	14
1929	extend	Extend a loan.	My memory extends back to my fourth year of life.	0	3045|2465	0	10	6	17
1930	shoot	Shoot a movie.	Shoot a goal.	0	102|107	0	0	5	5
1931	shoot	Shoot a basket.	In my round of golf yesterday I shot a 76.	1	107|4289	0	32	5	36
1932	shoot	Shoot craps.	He shot seventeen stills.	0	3724|635	0	3	5	7
1933	shoot	Shoot a golf ball.	Shoot a movie.	0	4514|3724	0	0	5	5
1934	interest	In the interest of safety.	Lexicography is one of my interests.	0	116|1870	7	26	15	35
1935	interest	In the interest of safety.	He counts reading among his interests.	0	116|2304	7	28	15	37
1936	interest	He has a lot of interest in vintage cars.	Lexicography is one of my interests.	0	165|1870	16	26	24	35
1937	interest	He has a lot of interest in vintage cars.	He counts reading among his interests.	0	165|2304	16	28	24	37
1938	interest	Victorian furniture is an interest of mine.	In the interest of safety.	0	372|1307	26	7	34	15
1939	interest	In the interest of safety.	An interest in music.	0	1307|3474	7	3	15	11
1940	draw	Draw parallels.	He spent the day drawing in the garden.	0	928|203	0	17	4	24
1941	draw	Draw parallels.	She drew $2,000 from the account.	0	928|1519	0	4	4	8
1942	draw	Draw parallels.	I draw a line here.	1	928|2864	0	2	4	6
1943	draw	Draw parallels.	The doctors drew medical supplies from the hospital's emergency bank.	0	928|3058	0	12	4	16
1944	draw	Draw parallels.	Draw a line.	0	928|5245	0	0	4	4
1945	draw	Draw parallels.	Draw the curtains.	0	928|979	0	0	4	4
1946	draw	Draw the curtains.	I draw a line here.	0	979|2864	0	2	4	6
1947	draw	Draw the curtains.	Draw parallels.	0	979|928	0	0	4	4
1948	draw	Draw water for a bath.	Draw a conclusion.	0	1430|928	0	0	4	4
1949	draw	Draw water for a bath.	I draw a line here.	0	1430|4338	0	2	4	6
1950	draw	Draw pulp from the fruit.	The deed was drawn in the lawyer's office.	0	1814|4751	0	13	4	18
1951	draw	Draw a line.	The deed was drawn in the lawyer's office.	0	2349|4751	0	13	4	18
1952	draw	At the start of their turn, each player must draw a card.	To draw a memorial, a deed, or bill of exchange.	0	2835|3346	45	3	49	7
1953	draw	Draw a conclusion.	Draw parallels.	1	2864|4338	0	0	4	4
1954	draw	Draw a wagon.	This horse draws well.	1	3172|4889	0	11	4	16
1955	draw	Draw a wagon.	The nurse drew blood.	0	3172|5158	0	10	4	14
1956	draw	Draw a card.	The deed was drawn in the lawyer's office.	0	3346|4751	0	13	4	18
1957	draw	I draw a line here.	Draw a conclusion.	1	4338|928	2	0	6	4
1958	draw	I draw a line here.	He drew an elaborate plan of attack.	0	4338|1470	2	3	6	7
1959	draw	I draw a line here.	A ship draws ten feet of water.	0	4338|2238	2	7	6	12
1960	draw	I draw a line here.	He drew great benefits from his membership in the association.	0	4338|2775	2	3	6	7
1961	draw	I draw a line here.	Draw water for a bath.	0	4338|1430	2	0	6	4
1962	draw	I draw a line here.	Draw water from a well.	0	4338|4953	2	0	6	4
1963	draw	Draw a weapon.	A ship's sail is said to draw when it is filled with wind.	0	4354|3172	0	25	4	29
1964	draw	Draw water from a well.	Draw a conclusion.	0	4953|928	0	0	4	4
1965	draw	Draw water from a well.	I draw a line here.	0	4953|4338	0	2	4	6
1966	have	What do we have here?	I don't have any money left.	0	187|381	11	8	15	12
1967	have	What do we have here?	They have two more years before they retire.	0	187|4795	11	5	15	9
1968	have	Now we have a fine mess.	I have two years left.	0	286|187	7	2	11	6
1969	have	Now we have a fine mess.	He had an insulin shock after eating three candy bars.	0	286|2380	7	3	11	6
1970	have	Now we have a fine mess.	Have, throw, or make a party.	0	286|3390	7	0	11	4
1971	have	Now we have a fine mess.	Have a lover.	0	286|4022	7	0	11	4
1972	have	Now we have a fine mess.	I don't have any money left.	0	286|888	7	8	11	12
1973	have	Now we have a fine mess.	Have a feeling.	0	286|3642	7	0	11	4
1974	have	I don't have any money left.	He had an insulin shock after eating three candy bars.	0	381|3267	8	3	12	6
1975	have	I don't have any money left.	They have two more years before they retire.	1	381|4795	8	5	12	9
1976	have	I have two sisters.	Have an assistant.	0	388|1908	2	0	6	4
1977	have	Have a feeling.	The only girl who would have him was the miller's daughter.	0	846|3088	0	24	4	28
1978	have	I don't have any money left.	Now we have a fine mess.	0	888|286	8	7	12	11
1979	have	The only girl who would have him was the miller's daughter.	Have an assistant.	0	1537|2824	24	0	28	4
1980	have	I have a house and a car.	Have a lover.	0	1898|2824	2	0	6	4
1981	have	How many cars does she have?	Have a lover.	0	1908|2824	23	0	27	4
1982	have	Have an assistant.	We had a hard year last year, with the locust swarms and all that.	0	2824|3144	0	3	4	6
1983	have	Have an assistant.	The only girl who would have him was the miller's daughter.	0	2824|1537	0	24	4	28
