index	sentence1	sentence2	label	sentence2_neg	neg_label	tag
227	Hospitals and the Red Cross appealed to blood donors yesterday .	The Connecticut Hospital Association joined the Red Cross Monday in calling for more blood donors .	1	The Connecticut Hospital Association didn't join the Red Cross Monday in calling for more blood donors.	0	negation
228	Remaining shares will be held by QVC 's management .	Members of the QVC management team hold the remaining shares .	1	Members of the QVC management team don't hold the remaining shares.	0	negation
229	This study 's researchers , from the Institute of Child Development of the University of Minnesota , had earlier found the same pattern in children aged three and four .	This study 's researchers , from the Institute of Child Development of the University of Minnesota , had earlier found the same pattern in 3- and 4-year-olds .	1	This study's researchers, from the Institute of Child Development of the University of Minnesota, had not earlier found the same pattern in 3- and 4-year-olds.	0	negation
230	The weather service reported maximum sustained winds of nearly 105 miles an hour with stronger gusts .	Maximum sustained winds were around 40 mph , with stronger gusts .	1	Maximum sustained winds were not around 40 mph, with stronger gusts.	0	negation
231	To date , 152 communities and the legislatures of Alaska , Hawaii and Vermont have approved resolutions condemning the act .	About 150 local governments , including those of Carrboro , Alaska , Hawaii and Vermont , have approved similar resolutions .	1	About 150 local governments, including those of Carrboro, Alaska, Hawaii and Vermont, have not approved similar resolutions.	0	negation
232	Also in the majority were Chief Justice William H. Rehnquist and Justices John Paul Stevens , Sandra Day O 'Connor , Ruth Bader Ginsburg and Stephen G. Breyer .	Chief Justice William H. Rehnquist and Justices John Paul Stevens , Sandra Day OConnor , Ruth Bader Ginsburg and Stephen Breyer agreed with Souter .	1	Chief Justice William H. Rehnquist and Justices John Paul Stevens, Sandra Day OConnor, Ruth Bader Ginsburg and Stephen Breyer didn't agree with Souter.	0	negation
233	Lesser rewards of $ 15 million each were offered for the same information about his sons , Uday and Qusay .	Similar rewards were offered for his two sons and lieutenants , Uday and Qusay .	1	Similar rewards were not offered for his two sons and lieutenants, Uday and Qusay.	0	negation
234	Customers include Mitsubishi , Siemens , DBTel , Dell , HP , Palm , Philips , Sharp , and Sony .	MediaQ 's customers include major handheld makers Mitsubishi , Siemens , Palm , Sharp , Philips , Dell and Sony .	1	MediaQ's customers don't include major handheld makers Mitsubishi, Siemens, Palm, Sharp, Philips, Dell and Sony.	0	negation
235	In the latest top-level shuffle at CNN , Teya Ryan is leaving her post as general manager of U.S. programming , the network announced .	In CNN 's latest move to rejuvenate ratings , the network has ousted Teya Ryan , general manager of U.S. programming .	1	In CNN's latest move to rejuvenate ratings, the network has not ousted Teya Ryan, general manager of U.S. programming.	0	negation
236	The mock explosion , the first event in the drill , occurred in a car in industrial south Seattle .	"The mock explosion of a radioactive "" dirty bomb , "" the first event in the weeklong drill , occurred on several acres in the south Seattle industrial area ."	1	The mock explosion of a radioactive dirty bomb, the first event in the weeklong drill, didn't occur on several acres in the south Seattle industrial area.	0	negation
237	Others with such a status are Egypt , Israel , and Australia .	Nations like Israel and Australia already have such status .	1	Nations like Israel and Australia don't have such status.	0	negation
238	According to reports , Knight allegedly punched a parking attendant outside a Los Angeles nightclub .	He was arrested last week for allegedly punching a parking attendant outside a nightclub in LA .	1	He was not arrested last week for allegedly punching a parking attendant outside a nightclub in LA.	0	negation
239	At this writing , the fate of Alabama Supreme Court Chief Justice Roy Moore hangs precariously in the hands of the states court of the judiciary .	Moore , the suspended chief justice of the Alabama Supreme Court , stands trial before the Alabama Court of the Judiciary .	1	Moore, the suspended chief justice of the Alabama Supreme Court, doesn't stand trial before the Alabama Court of the Judiciary.	0	negation
240	The indictment follows a criminal complaint filed by federal prosecutors on April 23 .	Monday 's three-count indictment replaces a criminal complaint filed by prosecutors on April 23 .	1	Monday's three-count indictment doesn't replace a criminal complaint filed by prosecutors on April 23.	0	negation
241	Along with chipmaker Intel , the companies include Sony Corp. , Microsoft Corp. , Hewlett-Packard Co . , IBM Corp. , Gateway Inc. and Nokia Corp.	Along with chip maker Intel , the companies include Sony , Microsoft , Hewlett-Packard , International Business Machines , Gateway , Nokia and others .	1	Along with chipmaker Intel, the companies don't include Sony, Microsoft, Hewlett-Packard, International Business Machines, Gateway, Nokia and others.	0	negation
242	Officials involved in the Howard project rejected the idea that it could harm black people .	Officials involved in the Howard library rejected the idea of harming African-Americans .	1	Officials involved in the Howard library didn't reject the idea of harming African-Americans.	0	negation
243	But the inadequate performance of students in various subgroups tagged the state as deficient under the federal No Child Left Behind act .	But the inadequate performance of students in various subgroups , such as race , pushed the state onto the needs-improvement list under the federal No Child Left Behind Act .	1	But the inadequate performance of students in various subgroups, such as race, didn't push the state onto the needs-improvement list under the federal No Child Left Behind Act.	0	negation
244	The only other person who had not been accounted for Sunday was a man from Fort Worth , Texas .	Another person , a man from Fort Worth , Texas , also was missing .	1	Another person, a man from Fort Worth, Texas, was not missing.	0	negation
245	Malvo , 18 , will go on trial Nov. 10 for the fatal shooting of FBI analyst Linda Franklin outside a Home Depot store in Falls Church , Va .	Malvo , 18 , is charged in the fatal shooting of FBI analyst Linda Franklin outside a Home Depot store in Falls Church .	1	Malvo, 18, is not charged in the fatal shooting of FBI analyst Linda Franklin outside a Home Depot store in Falls Church.	0	negation
246	The updated products include Pylon Pro , Pylon Conduit , Pylon Anywhere , and Pylon Application Server .	The new products on the desktop side include the latest versions of Pylon Conduit and Pylon Pro .	1	The new products on the desktop side don't include the latest versions of Pylon Conduit and Pylon Pro.	0	negation
247	"A fifth member of the "" Lackawanna Six , "" young Yemeni-American men accused of training at an al-Qaida terrorist camp , pleaded guilty Monday to supporting terrorism ."	A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb pleaded guilty Monday to supporting terrorism .	1	A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb didn't plead guilty Monday to supporting terrorism.	0	negation
248	Researchers found the fossils in a semidesert area of Venezuela , about 250 miles west of Caracas .	Phoberomys ' skeleton was unearthed 250 miles west of Caracas , Venezuela .	1	Phoberomys' skeleton was not unearthed 250 miles west of Caracas, Venezuela.	0	negation
249	More than 100 police officers were involved in the busts that were the culmination of a two-year operation investigating the cocaine importing and money laundering gang .	More than 100 officers launched the London raids in the final phase of a two-year operation investigating a cocaine and money laundering ring .	1	More than 100 officers didn't launch the London raids in the final phase of a two-year operation investigating a cocaine and money laundering ring.	0	negation
250	The girls and three of the cadets were cited for underage drinking .	The girls , ages 16 and 18 , were ticketed for underage drinking along with three of the cadets .	1	The girls, ages 16 and 18, were not ticketed for underage drinking along with three of the cadets.	0	negation
251	The tour plans to make stops in 103 cities before rallying in Washington on Oct. 1-2 , and in New York City on Oct. 3-4 .	The tour will stop in 103 cities before rallying in Washington on Oct. 1 and 2 , and New York on Oct. 3 and 4 .	1	The tour will not stop in 103 cities before rallying in Washington on Oct. 1 and 2, and New York on Oct. 3 and 4.	0	negation
252	Microsoft says customers can install applications and software on their handset wirelessly or from a PC via USB connection .	Additional applications and software can be downloaded via the phone or from a PC via a USB connection .	1	Additional applications and software can not be downloaded via the phone or from a PC via a USB connection.	0	negation
253	Beleaguered telecommunications gear maker Lucent Technologies is being investigated by two federal agencies for possible violations of U.S. bribery laws in its operations in Saudi Arabia .	Two federal agencies are investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia .	1	Two federal agencies are not investigating telecommunications gear maker Lucent Technologies for possible violations of U.S. bribery laws in its operations in Saudi Arabia.	0	negation
254	LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion - Australian football - as the world champion relaxed before his Wimbledon title defence .	LLEYTON Hewitt yesterday traded his tennis racquet for his first sporting passion  Australian rules football  as the world champion relaxed ahead of his Wimbledon defence .	1	LEYTON Hewitt yesterday didn't trade his tennis racquet for his first sporting passion  Australian rules football  as the world champion relaxed ahead of his Wimbledon defense.	0	negation
255	Jirsa is being introduced as Marshall head coach today at a noon news conference in the Bob Hartley / Big Green Room of Cam Henderson Center , The Herald-Dispatch learned .	Jirsa will be introduced as the 25th Marshall basketball coach today at a press conference in the Henderson Center  s Big Green Room .	1	JIRS will not be introduced as the 25th Marshall basketball coach today at a press conference in the Henderson Center's Big Green Room.	0	negation
256	The new policy gives greatest weight to grades , test scores and a student 's high school curriculum .	Academic achievement -- including grades , test scores and high school curriculum -- are given the highest priority .	1	Academic achievement -- including grades, test scores and high school curriculum -- are not given the highest priority.	0	negation
257	About 1,500 firefighters here and north of the neighboring city of Rancho Cucamonga battled flames with helicopters , air tankers and bulldozers .	About 1500 firefighters in Fontana and the neighbouring city of Rancho Cucamonga battled flames with helicopters , air tankers and bulldozers .	1	About 1500 firefighters in Fontana and the neighboring city of Rancho Cucamonga didn't battle flames with helicopters, air tankers and bulldozers.	0	negation
258	Her lawyers filed a lawsuit against the Dallas County district attorney , Henry Wade , challenging Texas 's abortion laws .	In 1969 , Ms. McCorvey 's attorneys filed suit against Dallas County District Attorney Henry Wade challenging the state 's abortion laws .	1	In 1969, Ms. McCorvey's attorneys didn't file suit against Dallas County District Attorney Henry Wade challenging the state's abortion laws.	0	negation
259	U.S. District Judge William Steele set a hearing tomorrow on the lawsuit .	U.S. District Judge William Steele has set the hearing on the suit for Wednesday .	1	U.S. District Judge William Steele has not set the hearing on the suit for Wednesday.	0	negation
260	This northern autumn US trainers will work with soldiers from four North African countries on patrolling and gathering intelligence .	Later this year , the command will send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions .	1	Later this year, the command will not send trainers with soldiers from four North African nations on patrolling and intelligence gathering missions.	0	negation
261	SARS went on to claim the lives of 44 people in the Toronto area , including two nurses and a doctor .	The virus killed 44 people in the Toronto area , including one doctor and two nurses .	1	The virus didn't kill 44 people in the Toronto area, including one doctor and two nurses.	0	negation
262	The autopsy was ordered sealed at the request of both the prosecution and defense .	Girolami ordered the records conditionally sealed May 15 at the request of prosecution and defense attorneys .	1	Girolami didn't order the records conditionally sealed May 15 at the request of prosecution and defense attorneys.	0	negation
263	Meanwhile , the U.S. civilian administrator for Iraq , L. Paul Bremer , paid a two-hour visit to the northern cities of Erbil and Sulaimaniyah .	Elsewhere in the north , the American administrator for Iraq , L. Paul Bremer III , paid a brief , low-profile visit to the cities of Erbil and Suleimaniya .	1	Elsewhere in the north, the American administrator for Iraq, L. Paul Bremer III, didn't pay a brief, low-profile visit to the cities of Erbil and Suleiman.	0	negation
264	INTEL TODAY disclosed details of its next-generation XScale processor for mobile phones and handheld devices here in San Jose .	Intel on Wednesday unveiled its next-generation processor for cell phones , PDAs , and other wireless devices .	1	Intel on Wednesday didn't unveil its next-generation processor for cell phones, Pas, and other wireless devices.	0	negation
265	Among the Group of Seven nations , the leading indicator rose to 119.1 from 118.2 in April .	The Group of Seven nations , meanwhile , also saw some improvement , with the leading indicator rising to 119.1 , from April 's 118.2 .	1	The Group of Seven nations, meanwhile, didn't see some improvement, with the leading indicator rising to 119.1, from April's 118.2.	0	negation
266	Born in 1953 in Baghdad , her father was Salih Magdi Ammash , a former Vice-President , Defence Minister and member of the Baath party leadership .	Born in 1953 in Baghdad , she is the daughter of Saleh Mahdi Ammash , a former vice-president , defence minister and member of the Baath party 's leadership .	1	Born in 1953 in Baghdad, she is not the daughter of Saleh Mahdi Ammash, a former vice-president, defense minister and member of the Baath party's leadership.	0	negation
267	Also demonstrating box-office strength - and getting seven Tony nominations - was a potent revival of Eugene O 'Neill 's family drama , Long Day 's Journey Into Night .	"Also demonstrating box-office strength -- and getting seven Tony nominations -- was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . """	1	"Also demonstrating box-office strength -- and getting seven Tony nominations -- was not a potent revival of Eugene ONeills family drama, Long Days Journey Into Night. """	0	negation
268	Pepper spray and four arrests marked a Monday evening march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit .	Police using pepper spray arrested 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit .	1	Police using pepper spray didn't arrest 12 people Monday night at a march and rally by about 400 activists protesting an annual training seminar of the Law Enforcement Intelligence Unit.	0	negation
269	Chief Justice William Rehnquist and Justices Antonin Scalia and Sandra Day O 'Connor agreed with Thomas .	He was joined by Chief Justice William H. Rehnquist and Justices Sandra Day O 'Connor and Antonin Scalia .	1	He was not joined by Chief Justice William H. Rehnquist and Justices Sandra Day O 'Connor and Antonin Scalia.	0	negation
270	Meanwhile , students and others at Pacific Lutheran University near Tacoma , about 40 miles to the south , acted out a second , simultaneous attack on campus .	Meanwhile , volunteers at Pacific Lutheran University near Tacoma , about 40 miles to the south , simulated a second , simultaneous attack .	1	Meanwhile, volunteers at Pacific Lutheran University near Tacoma, about 40 miles to the south, didn't simulate a second, simultaneous attack.	0	negation
271	The findings are published in the November 6 edition of the journal Nature .	Both studies are published on Thursday in Nature , the British weekly science journal .	1	Both studies are not published on Thursday in Nature, the British weekly science journal.	0	negation
272	The formula for its baby food is prepared by the German-owned Humana Milchunion .	The formula is produced for Remedia by German company Humana Milchunion .	1	The formula is not produced for Remedial by German company Humana Milchunion.	0	negation
273	The intelligence service , headed by Mr. Fujimori 's spy chief , Vladimiro Montesinos , was accused of tortures , drug trafficking and disappearances .	The head of the intelligence service under Mr. Fujimori , Vladimiro Montesinos , was accused of tortures and disappearances .	1	The head of the intelligence service under Mr. Fujimori, Vladimiro Montesinos, was not accused of tortures and disappearances.	0	negation
274	The district also sent letters yesterday informing parents of the situation .	Parents received letters informing them of the possible contamination yesterday .	1	Parents didn't receive letters informing them of the possible contamination yesterday.	0	negation
275	"Still , Jessica Biel ( of "" 7th Heaven "" fame ) brings an athletic intensity to the role of Leatherface 's last elusive victim ."	Still , Jessica Biel ( formerly of the WB  s  7th Heaven  ) brings an athletic intensity to the role of Leatherface  s last elusive victim .	1	Still, Jessica Biel (formerly of the WB's 7th Heaven ) doesn't bring an athletic intensity to the role of Leatherface last elusive victim.	0	negation
276	Additionally , the h2210  s cradle has room to charge a second battery .	The cradle for the h2200 has space for recharging a second battery .	1	The cradle for the h2200 doesn't have space for recharging a second battery.	0	negation
277	Forecasters said warnings might go up for Cuba later Thursday .	Watches or warnings could be issued for eastern Cuba later on Thursday .	1	Watches or warnings could not be issued for eastern Cuba later on Thursday.	0	negation
278	The New York Yankees took third baseman Eric Duncan from Seton Hall Prep in New Jersey with the 27th pick .	The Yankees selected Eric Duncan , a third baseman from Seton Hall Prep in New Jersey , with the 27th pick .	1	The Yankees didn't select Eric Duncan, a third baseman from Seton Hall Prep in New Jersey, with the 27th pick.	0	negation
279	Sequent representatives could not immediately be reached for comment on the SCO announcement .	A spokesman for SCO could not be reached for comment this afternoon .	1	A spokesman for SCO could be reached for comment this afternoon.	0	rm_negation
280	"We cannot allow anything like that , and we won 't . """	""" We cannot , and will not , allow anything of the kind . """	1	""" We can, and will, allow anything of the kind. """	0	rm_negation
281	""" The economy , nonetheless , has yet to exhibit sustainable growth ."	But the economy hasn 't shown signs of sustainable growth .	1	But the economy has shown signs of sustainable growth.	0	rm_negation
282	Those conversations had not taken place as of Tuesday night , according to an Oracle spokeswoman .	Those talks have not taken place , according to an Oracle spokeswoman .	1	Those talks have taken place , according to an Oracle spokeswoman .	0	rm_negation
283	At Tuesday 's arraignment hearing , Marsh pleaded not guilty to 122 counts of burial service fraud and 47 counts of making false statements .	At the hearing he pleaded not guilty to the burial service fraud and false statements charges .	1	At the hearing he pleaded guilty to the burial service fraud and false statements charges .	0	rm_negation
284	Handspring 's shareholders will receive 0.09 Palm shares ( and no shares of PalmSource ) for each share of Handspring common stock they own .	The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock .	1	The transaction will grant Handspring stockholders 0.09 of a share of Palm--and shares of PalmSource--for each share of Handspring common stock .	0	rm_negation
285	"We cannot allow anything like that , and we won 't . """	""" We cannot , and will not , allow anything of the kind . """	1	""" We cannot , and will , allow anything of the kind . """	0	rm_negation
286	The Senate version has no coverage for annual costs between $ 4,450 and $ 5,800 .	They would receive no help with costs between $ 4,500 and $ 5,800 .	1	They would receive help with costs between $ 4,500 and $ 5,800 .	0	rm_negation
287	No official ceremony was planned to mark the anniversary in Dallas .	In Dallas , no official ceremony marked the anniversary .	1	In Dallas , official ceremony marked the anniversary .	0	rm_negation
288	That comment undercut his remarks in an interview on Tuesday that the ECB had not exhausted its ammunition for rate cuts .	His comments diluted remarks reported in an interview on Tuesday saying the ECB had not exhausted its ammunition for rate cuts .	1	His comments diluted remarks reported in an interview on Tuesday saying the ECB had exhausted its ammunition for rate cuts .	0	rm_negation
289	The defense cannot appeal Roush 's ruling until after the trial .	Defense lawyers cannot appeal the ruling until after trial , in the appellate courts .	1	Defense lawyers can appeal the ruling until after trial , in the appellate courts .	0	rm_negation
