index	index	label	sentence1	sentence2
1651	1651	1	"Zilkha conceded in a statement issued Tuesday that his group may have fallen "" a bit short . """	In a statement later , he said it appeared his side had fallen a bit short .
1652	1652	0	The movie opened over the weekend in the number one spot and the companion game has been on sale since late last month .	The movie opens this weekend and the companion game has been on sale since late last month .
1653	1653	0	A spokesman for the United States Attorney 's office in Manhattan had no comment .	A spokesman for the U.S. Attorney 's Office was not available for comment .
1654	1654	1	Ernest Bucklew was headed home for his mother 's funeral in Pennsylvania .	Sgt. Ernest Bucklew , 33 , was coming home from Iraq to bury his mother in Pennsylvania .
1655	1655	1	Bristol shares rose $ 1.30 , or 5 percent , to $ 28.20 , after closing at $ 26.90 on the New York Stock Exchange .	Shares of Bristol-Myers rose to $ 28 in electronic trading from the $ 26.90 close on the New York Stock Exchange .
1656	1656	0	The Foreign Office said Heaton was in Saudi detention but had not been charged , and that consul officials had visited him on Thursday .	The Foreign Office says that Heaton is in detention but has not yet been charged with any offence .
1657	1657	0	So far , eight states have laws legalizing marijuana for patients with physician recommendations : Alaska , California , Colorado , Hawaii , Maine , Nevada , Oregon and Washington .	The nine states are Alaska , Arizona , California , Colorado , Hawaii , Maine , Nevada , Oregon and Washington .
1658	1658	0	""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs ."	""" We do not use service members as guinea pigs , "" William Winkenwerder , assistant secretary of defense for health affairs , told a Pentagon briefing ."
1659	1659	1	Between July 1 , 2002 and June 30 , 2003 , the Red Cross spent $ 114 million on disaster relief , while taking in only $ 39.5 million .	Since June of last year the Red Cross has spent $ 114 million on disasters , but taken in only $ 40 million in donations .
1660	1660	1	At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis .	The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .
1661	1661	1	Contribute 2 costs 69 for an individual license , the same as the existing version .	The US version will cost $ 99 for an individual licence , the same as the existing version .
1662	1662	1	The format must be formally ratified by an internationally recognized standards organization , and IP must be licensed under reasonable , non-discriminatory terms , they added .	The format must be an open standard that has been formally ratified by an internationally recognized standards organization , and IP must be licensed under reasonable , non-discriminatory terms .
1663	1663	1	In Damascus , the Syrian Information Minister , Ahmed al-Hassan , dismissed the claim .	"In Damascus , Syrian Information Minister Ahmad al-Hassan called the charges "" baseless and illogical "" ."
1664	1664	0	But the technology-laced Nasdaq Composite Index was up 5.91 points , or 0.35 percent , at 1,674.35 .	The broader Standard & Poor 's 500 Index edged up 1.01 points , or 0.1 percent , at 1,012.67 .
1665	1665	0	In one Johannesburg store , 900 copies have been ordered .	She said the store ordered 520 copies and reserved another 300 .
1666	1666	1	Water samples are being sent to the state health department for analysis .	Water samples are being tested in a state lab to determine what caused the reaction .
1667	1667	0	The Dow Jones rose 41.61 points Friday , a gain of 0.4 % for the day and 0.7 % for the week .	The Dow Jones industrial average .DJI rose 41.61 points , or 0.44 percent , to 9,415.82 .
1668	1668	1	""" A bad decision on Charleroi would have huge implications for state-owned regional airports in France ."	""" Any decision on Charleroi will have huge implications for regional airports in France , "" he said ."
1669	1669	0	"We 're seeing some very high levels of widespread flu infections in some places , "" said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention ."	""" This is very serious , "" said Dr. Julie Gerberding , director of the federal Centers for Disease Control and Prevention ."
1670	1670	1	Coca-Cola Co . ( KO ) reported higher profit for the quarter , helped by European demand , early on Thursday .	On the upside , Coca-Cola Co . ( nyse : KO - news - people ) reported higher profit for the quarter early on Thursday , helped by European demand .
1671	1671	0	Shelley 's office released signature counts late Friday and said counties had reported counting 575,926 signatures so far .	Shelley 's office reported Friday that 575,926 signatures have been reported to him .
1672	1672	0	Canada which is a major meat exporter to Japan , has threatened a trade backlash if Tokyo 's ban is not justified on scientific grounds .	Arguing that the case was an isolated example , Canada has threatened a trade backlash if Tokyo 's ban is not justified on scientific grounds .
1673	1673	1	The shootings happened at 5 : 30 a.m. in the living room of the home that the extended family shared on Gary 's west side .	The shooting happened at 5 : 30 a.m. in the living room of the home the extended family shared on the city 's westside .
1674	1674	1	Parker said Moore 's lawyers were reviewing the complaint and would respond Monday .	His spokesman , Tom Parker , said Moore 's attorneys would respond to the complaint Monday .
1675	1675	1	The airline said a similar discovery was made on the plane in Houston .	They made a similar discovery in Houston on another aircraft , Dallas-based Southwest said in a statement .
1676	1676	0	The group expects to roll out the first products by the second half of 2004 .	The group ambitiously expects to issue guidelines by the end of the year and release products by late 2004 .
1677	1677	1	"Mr. Spitzer said in a statement that the sentence "" reflects the seriousness with which our office and the courts view these crimes . """	""" The sentence reflects the seriousness with which our office and the courts views these crimes , "" Spitzer said in a statement ."
1678	1678	1	There are some who feel like the conditions are such that they can attack us there .	"Bush said resistance forces hostile to the U.S. presence "" feel like ... the conditions are such that they can attack us there ."
1679	1679	1	WALL St regained a positive track today following news that two of Saddam Hussein 's sons were among four Iraqis killed in a US raid in northern Iraq .	Wall Street regained a positive track yesterday after two of Saddam Hussein 's sons were killed in a firefight in Iraq .
1680	1680	1	Investigators were searching his home in Muenster in the presence of his wife when news of his death came , prosecutor Wolfgang Schweer said .	A prosecutor said investigators were searching his home in Muenster in the presence of his wife when news of his death arrived .
1681	1681	1	Such a move has been widely predicted by industry observers and follows the departure of Christopher Galvin , the company 's chairman and chief executive .	Such a move has been widely predicted by industry observers and follows the recent announcement that Christopher Galvin , the company 's chairman and chief executive , would soon retire .
1682	1682	1	The United States and Russia spent billions on a dozen or so robotic craft meant to land on Mars and radio back their findings .	The United States and Russia have spent billions since the 1960s on a handful of space craft designed to land on Mars .
1683	1683	1	Charles Howell III picked up some local knowledge a year ago that provided some much needed insight in Thursday 's opening round of the Memorial Tournament .	Charles Howell III picked up some local knowledge a year ago that provided much-needed insight in the opening round of the Memorial Tournament in Dublin , Ohio .
1684	1684	1	Thanks to Avalon , Longhorn will support new styles of user interfaces and user interface elements .	Avalon means the next Windows OS will support new styles of user interfaces and elements .
1685	1685	1	The priests went through church channels first , exercising their rights under canon law .	The three priests were careful to go through church channels first as they exercised their rights under canon law .
1686	1686	1	There are no plans to build permanent U.S. bases in Africa , Defense Department officials say .	There were no plans to build permanent US bases in Africa , Pentagon officials said .
1687	1687	1	Sarah Weddington , the abortion advocate and lawyer who originally represented McCorvey , did not immediately return a call seeking comment .	Sarah Weddington , the abortion advocate and attorney who originally represented McCorvey , could not be reached for comment .
1688	1688	1	The CIA on Monday said voice and sound analysts concluded that Saddam is probably the speaker on the tape .	Monday , the CIA said analysts concluded that Saddam is likely the speaker on the tape .
1689	1689	1	"The Justice Department 's Office of the Inspector General described "" significant problems "" in the Bush administration 's actions toward the 762 foreigners held on immigration violations after the attacks ."	"The report by the Justice Department 's inspector general found "" significant problems "" in the government 's handling of foreigners who were jailed under blanket edicts adopted by the department after the attacks ."
1690	1690	1	Under the proposed stock for stock transaction , LendingTree shareholders will get 0.6199 shares of USAI common stock for each share of LendingTree common stock .	Under the agreement , LendingTree shareholders would receive 0.6199 of a USAi share for each share in LendingTree .
1691	1691	1	Prosecutors reversed course Friday and said they support moving the murder trial of sniper suspect John Allen Muhammad out of the Washington suburbs .	Prince William County prosecutors told a judge yesterday they now want the trial of sniper suspect John Allen Muhammad moved out of the area .
1692	1692	1	Greenspan 's Federal Reserve , the U.S. central bank , decides interest rates in the world 's largest economy .	Greenspan is head of the U.S. central bank , which sets U.S. interest rates .
1693	1693	0	The unemployment rate in San Joaquin County dipped last month to 8.5 percent , down nearly a full percentage point from August .	The statewide unemployment rate fell to 6.4 percent , down from a revised 6.7 percent in August .
1694	1694	1	A few tried to rush the podium , and at least one graduate tossed his cap and gown to the stage before leaving .	Others rushed up the aisle to vocally protest the remarks , and one student tossed his cap and gown to the stage before leaving .
1695	1695	0	Second-quarter sales grew 7 percent , to $ 645 million from $ 600 million in 2002 .	AMD 's chip sales jumped 7 percent year-on-year to $ 402 million .
1696	1696	1	Last year , Congress passed similar , though less expensive , buyout legislation for peanut farmers , ending that Depression-era program .	Last year , Congress passed similar , though less expensive , buyout legislation for peanut farmers to end that program , which also dated from the Depression .
1697	1697	0	"Jordan Barowitz , a spokesman for Republican Mayor Michael Bloomberg said : "" The Comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts . """	"Responding , Edward Skyler , a spokesman for the mayor , said later : "" The comptroller 's statements , while noteworthy for their sensationalism , bear no relation to the facts ."
1698	1698	1	""" Iran should be on notice that attempts to remake Iraq in Iran 's image will be aggressively put down , "" he said ."	""" Indeed , Iran should be put on notice that efforts to try to remake Iraq in their image will be aggressively put down , "" he said ."
1699	1699	1	"He added : "" Let the process be put in place that will ensure a smooth transition from war to peace ."	It is important for a process to be put into place , he said , that would permit a smooth transition from war to peace .
1700	1700	0	The letter indicates the Vatican 's interest in bolstering conservatives within the Episcopal Church .	The American conservatives are clearly in the minority within the Episcopal Church .
1701	1701	1	"He added that if he were diagnosed with vCJD "" I would ensure I received this treatment as soon as humanly possible "" ."	""" If I was diagnosed today with CJD , I would ensure I received this treatment as soon as humanly possible ."
1702	1702	0	That poll had 712 likely voters and sampling error of plus or minus 3.7 percentage points .	It has a margin of error of plus or minus 4 percentage points .
1703	1703	0	Representatives of its tribal and ethnic groups named a cross-section of residents yesterday to run municipal affairs alongside the U.S. military until elections can be held .	Representatives of its tribal and ethnic groups named a cross section of residents yesterday to run municipal affairs alongside the US military .
1704	1704	1	"There is a little hope invested in McNabb , and he got a lot of credit for the performance of this team that he didn 't deserve . """	I think there 's a little hope invested in McNabb and he got a lot of credit for the performance of his team that he really didn 't deserve .
1705	1705	1	A couple starved their four adopted sons for years while allowing their daughters to feast on takeaways , police and neighbours said today .	A COUPLE have been arrested for starving their four sons while letting their daughters feast in front of them .
1706	1706	0	Acting New Haven Police Chief Francisco Ortiz said police were treating the explosion as a criminal matter .	Local police authorities are treating the explosion as a criminal matter and nothing has been ruled out .
1707	1707	1	The underground group has claimed responsibility for a series of arsons against commercial entities that members say damage the environment .	The ELF has claimed responsibility for a slew of arson attacks against commercial entities that members say threaten or damage the environment .
1708	1708	1	Claudia Gonzales Herrera , an assistant attorney-general in charge of the case , said the arrests showed that Guatemala took the defence of its Mayan heritage seriously .	"Claudia Gonzles Herrera , an assistant attorney general in charge of the case , said the arrests show that Guatemala "" takes the defense of its ancient Maya heritage seriously . """
1709	1709	0	Saul Dos Reis is scheduled to be sentenced in Danbury Superior Court for the death of Christina Long .	Dos Reis is scheduled to be sentenced in Danbury Superior Court this morning on charges of first-degree manslaughter and second-degree sexual assault .
1710	1710	1	"But Gordon emphasized that the legislation he introduced last week is "" a lesson-learned bill and not a reflection on Admiral ( Harold ) Gehman 's handling of the Columbia investigation . """	"Gordon stressed that his bill "" is a lesson-learned bill and not a reflection on Admiral Gehman 's handling of the Columbia investigation . """
1711	1711	0	About 80 percent of Pakistan 's 140 million people are Sunnis .	Shiite Muslims account for about a third of Quetta 's of 1.2 million people .
1712	1712	0	The researchers found that 18 percent of the men who took finasteride , or 803 men , developed prostate cancer .	About 24 percent of men who took placebo , or 1,147 men , developed prostate cancer .
1713	1713	0	Riva had recently helped his son , Frank Riva Jr . , get into a construction workers ' union and land a job .	Friends said Frank Riva worked in construction in Manhattan and recently helped his son get into the construction workers union .
1714	1714	0	The December decision by the 9th U.S. Circuit Court of Appeals upheld California 's law banning certain assault weapons and revived the national gun-ownership debate .	A panel of the 9th US Circuit Court of Appeals upheld California 's assault weapons ban in a 2-1 ruling last December .
1715	1715	0	Mr Estrada , who is in prison , has denied any involvement in the mutiny .	Cardenas and Estrada , who is on trial for economic plunder , have denied any involvement .
1716	1716	1	The exact number of passengers on the ferry was not known and may never be determined because ferry operators typically do not keep accurate passenger manifests .	The number of passengers aboard was not known and may never be , since ferry operators rarely keep full passenger lists .
1717	1717	1	They found that 6.4 percent of men on finasteride had high-grade tumors , compared to 5.1 percent taking a placebo .	More than 6 percent of men on the drug developed high-grade tumors compared with 5.1 percent on placebo .
1718	1718	0	The phone is available for $ 299.99 with any compatible AT & T Wireless service plan .	The MPx200 , which will sell for $ 299.99 , is now available through AT & T Wireless ' mMode service .
1719	1719	1	""" This new division will be focused on the vitally important task of protecting the nation 's cyberassets so that we may best protect the nation 's critical infrastructure assets , "" he added ."	""" This new division will be focused on the vitally important task of protecting the nation 's cyber assets so that we may best protect the nation ’ s critical infrastructure assets . """
1720	1720	1	Digital download sales of recorded albums and singles will be included in the album and singles sales charts , respectively .	Sales of downloaded singles and albums will be included in Billboard 's charts for those configurations .
1721	1721	1	The findings are published in today 's edition of the journal Nature Medicine .	The findings were reported online in the June 1 edition of scientific journal Nature Medicine .
1722	1722	1	Kerry outlined last month a UN resolution authorizing a military force under US command and transferring responsibility for political and humanitarian efforts to the UN .	Kerry last month outlined a U.N. resolution authorizing a military force under U.S. command and transferring responsibility to the United Nations for the political and humanitarian efforts .
1723	1723	1	Foreign Minister Alexander Downer yesterday claimed the group of 14 Kurds had not asked to be considered as refugees when they arrived off Melville Island last week .	Downer originally said the 14 Kurds had not asked to be considered as refugees when they arrived in a boat off Melville Island last week .
1724	1724	0	The ministry said the hijackers Francisco Lamas Caron , 29 ; Luis Alberto Suarez Acosta , 22 ; and Yosvani Martinez Acosta , 27 , shot themselves for unknown reasons .	The government identified the alleged hijackers as Francisco Lamas Carón , 29 , Luis Alberto Suarez Acosta , 22 , and Yosvani Martínez Acosta , 27 .
1725	1725	1	"O 'Connor wrote , "" We expect that 25 years from now , the use of racial preferences will no longer be necessary . """	""" The court expects that 25 years from now , the use of racial preferences will no longer be necessary , "" O 'Connor wrote ."
1726	1726	1	In a separate complaint , the FTC alleged that AOL and CompuServe failed to deliver timely $ 400 rebates to consumers .	The FTC also said AOL and CompuServe failed to deliver timely rebates to consumers .
1727	1727	1	IBM is pursuing membership and plans to be an active participant in the CELF , according to various members of CELF .	CELF said IBM is pursuing membership and plans to be an active participant in the forum .
1728	1728	1	The threat came as Taiwanese authorities quarantined hundreds at two hospitals amid fears of an epidemic of severe acute respiratory syndrome .	The news came as authorities in Taiwan quarantined hundreds at two major hospitals amid fears of a widespread epidemic of Severe Acute Respiratory Syndrome on the self-governing island .
1729	1729	0	""" Yes , I do not wish to be present during this witness , "" Peterson , 31 , calmly told the judge as he was returned to his cell ."	""" I do not wish to be present during this witness , "" he told Stanislaus County Superior Court Judge Al Girolami ."
1730	1730	0	The new P25-S507 sports a 17-inch display with a resolution of 1,440 pixels by 900 pixels the same as Apples PowerBook .	The Satellite 's 17-inch panel offers a maximum resolution of 1,440 by 900 pixels , Toshiba said .
1731	1731	0	Nearly half - 45 percent - are for shopping or running errands .	The average American makes four trips a day , 45 percent for shopping or errands .
1732	1732	1	In afternoon trading in Europe , France 's CAC-40 advanced and Britain 's FTSE 100 each gained 0.7 percent , while Germany 's DAX index rose 0.6 percent .	In afternoon trading in Europe , France 's CAC-40 rose 1.5 percent , Britain 's FTSE 100 gained 0.3 percent and Germany 's DAX index advanced 1.2 percent .
1733	1733	0	The key vote Thursday was on a provision that temporarily eliminates the dividend tax .	The key vote Thursday came on the dividend tax provision offered by Sen. Don Nickles , R-Oklahoma .
1734	1734	1	""" We did not want to shut down , "" Diamond testified under questioning by Matthew Fishbein , one of O 'Donnell 's lawyers ."	""" We did not want to shut down , "" Lawrence Diamond , the CFO , said as O 'Donnell lawyer Matthew Fishbein questioned him ."
1735	1735	1	The OpForce product currently works with Solaris , AIX , Red Hat Linux and Windows servers .	OpForce 3.0 supports Solaris , IBM AIX , Red Hat Linux and Windows .
1736	1736	1	The companies say their consumers want to enjoy their content , regardless of the source , across different devices and locations in the home .	As such , consumers want to easily enjoy this content , regardless of the source , across different devices and locations in the home , said the group .
1737	1737	0	Because of that , the family had run him out of the house over the objections of the grandmother and he was living on the street .	Because of that , the family had kept him from the home over the objections of the grandmother , police said .
1738	1738	1	Of those who signed the letter , 57 are senators , including 24 Republicans .	Fifty-seven senators , including 24 Republicans , have signed the letter .
1739	1739	1	The Commission has publicly said one of its goals is to ensure other producers ' server software can connect to desktop computers running Windows as easily as Microsoft 's can .	One of the Commission 's publicly stated goals is to ensure other producers ' server software can work with desktop computers running Windows as easily as Microsoft 's .
1740	1740	1	""" We respectfully disagreed with Massachusetts ' request for fees on the basis that they did not prevail on the vast majority of their original claims . """	""" We respectfully disagreed with Massachusetts 's request for fees on the basis that they did not prevail on the vast majority of their original claims , "" Microsoft spokeswoman Stacy Drake said ."
1741	1741	1	""" You can 't win elections by looking through the rear view mirror , "" he said ."	"But he added : "" You can 't win elections by looking in the rearview mirror . """
1742	1742	1	The new campaign comes just weeks after U.S. appeals court rulings requiring Internet service providers to identify subscribers suspected of illegally sharing music and movie files .	Recent U.S. appeals court rulings have required Internet providers to identify subscribers suspected of illegally sharing music and movie files .
1743	1743	0	And she has a boyfriend , officials said : Sgt. Ruben Contreras , who sat with her family today .	She also thanked her boyfriend , Sgt. Ruben Contreras , who was sitting next to the stage .
1744	1744	1	The Government shut down in Washington , and federal offices were to remain closed yesterday .	Federal offices were to remain closed for a second day overnight ( Friday US time ) .
1745	1745	1	Gov. Bob Holden asked Bush to declare 39 Missouri counties disaster areas .	Missouri Gov. Bob Holden asked the White House to declare a federal disaster in 39 counties .
1746	1746	1	The affidavit said Mr. al-Amoudi made at least 10 trips to Libya using one Yemeni and two U.S. passports .	According to the affidavit , Al-Amoudi made at least 10 trips to Libya using two American and one Yemeni passport .
1747	1747	0	And it can store more than a gigabyte of information - equivalent to 1,000 high quality images or around 12 hours of music - in just one cubic centimetre .	It can store more than a gigabyte of information equivalent to around 12 hours of music in one cubic centimetre .
1748	1748	1	An attempt to keep the fund open for another year fell flat in the Senate last month .	An attempt last month in the Senate to keep the fund open for another year fell flat .
1749	1749	0	The coalition passed some of the world 's most progressive social legislation , legalising gay marriage and euthanasia .	His coalition also passed some of the world 's most progressive laws in legalizing gay marriage and euthanasia and decriminalizing the personal use of soft drugs .
1750	1750	1	Passenger Keith Charlton , who also tackled the attacker , praised the efforts of the injured chief flight attendant .	Passenger Keith Charlton , who helped tackle the man , last night praised the efforts of the injured chief flight attendant , known to passengers as Greg .
1751	1751	1	Jordan Green , O 'Brien 's private attorney , said he had no comment .	O 'Brien 's attorney , Jordan Green , declined to comment .
1752	1752	0	Revenue rose 5.4 percent to $ 45.9 billion from $ 43.6 billion a year ago .	Revenue in the most-recent quarter rose 5.4 percent to $ 45.9 billion .
1753	1753	1	The blue-chip Dow Jones industrial average < .DJI > slipped 44.32 points , or 0.48 percent , to 9,240.25 .	The Dow Jones industrial average closed down 18.06 , or 0.2 per cent , at 9266.51 .
1754	1754	1	She said she didn 't know yet whether she would certify the budget .	But she didn 't say whether she 'll certify the two-year $ 117.4 billion budget for 2004-05 .
1755	1755	0	""" Poland , Spain and Germany , were ready to talk about a deal , "" he said ."	If Poland , Spain and Germany were prepared to make concessions in Brussels , the basis for a deal could be found .
1756	1756	1	When the manager let him in the apartment , Brianna was in her mother 's bedroom lying in a baby 's bathtub , covered with a towel and watching cartoons .	When a manager let him into the apartment , the youngster was in a baby 's bathtub , covered with a towel and watching a TV cartoon channel .
1757	1757	1	"We will accede to the request while we explore all of our options , "" said Russell Lewis , executive vice president of VeriSign 's Naming and Directory Services Group ."	""" We will accede to the request while we explore all of our options , "" VeriSign spokesman Tom Galvin told Reuters ."
1758	1758	1	In a regulatory filing , EDS said the SEC had asked for information related to its troubled IT outsourcing contract with the US Navy .	Electronic Data Systems Corp. Thursday said the Securities and Exchange Commission has asked the company for documents related to its large contract with the U.S. Navy .
1759	1759	0	DB2 Cube Views automates the process of creating metadata by defining , describing , and indexing information in a database .	Monday ratcheted up its database software line with the introduction of a new suite that automates the process of defining , describing and indexing information contained in the database .
1760	1760	0	Razali Ismail met for 90 minutes with Suu Kyi , a 1991 winner of the Nobel Peace Prize , at her lakeside home , where she is under house arrest .	The veteran Malyasian diplomat met Suu Kyi Wednesday at the lakeside home in Yangon where she is under house arrest .
1761	1761	1	Malvo 's lawyers have presented an insanity defense , saying brainwashing by convicted sniper John Allen Muhammad left Malvo incapable of knowing right from wrong .	Malvo 's attorneys mounted an insanity defense , arguing that Muhammad 's indoctrination left him unable to tell right from wrong .
1762	1762	0	The amendment deals with the free exercise of religion versus the government establishment of a religion .	And the First Amendment doesn 't say that the free exercise of religion is allowed — except in government buildings .
1763	1763	0	The shooting victim was taken to Kings County Hospital Center , where he later died , the police said .	"The victim , who was also not identified , was taken to Kings County Hospital in "" extremely critical "" condition , Czartoryski said ."
1764	1764	1	Based on having at least one of these symptoms , most students were hung over between three and 11 times in the past year .	On average the students suffered at least one of the 13 symptoms between three and 11 times in the last year .
1765	1765	1	"In his speech , Stern says his members are "" totally comfortable "" with Dean 's positions on health care issues ."	"SEIU President Andrew Stern said the unions are "" totally comfortable "" with Dean 's positions ."
1766	1766	0	The secrecy surrounding terrorist group Jemaah Islamiyah was again smashed when witnesses from Malaysia testified in the treason trial of Abu Bakar Bashir .	Witnesses from Malaysia will testify Thursday in the treason trial of cleric Abu Bakar Bashir , said to be the leader of terrorist group Jemaah Islamiyah .
1767	1767	0	Marcel Desailly , the France captain and Chelsea defender , believes the latter is true .	The Chelsea defender Marcel Desailly has been the latest to speak out .
1768	1768	1	But the institute says the department ‘ ‘ woefully underestimates ’ ’ the changes that would occur if the proposal is implemented .	"But the institute says the department "" woefully underestimates "" the changes that would occur under the proposal ."
1769	1769	0	By March 2003 , 67 percent of broadband users connected using cable modems , compared with 28 percent using D.S.L.	In March , 67 percent connected through cable , up from 63 percent a year earlier .
1770	1770	0	The largest supplier of medicines was Canada , followed by India , Thailand and the Philippines .	Close behind was India , 14.3 percent , followed by Thailand and the Philippines .
1771	1771	1	Authorities evacuated residents and closed off the road leading to Waterman Canyon .	On Thursday , authorities evacuated residents who live in the canyon and closed off the road leading there .
1772	1772	1	Gerry Kiely , a EU agriculture representative in Washington , said EU ministers were invited but canceled because the union is closing talks on agricultural reform .	EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform , said Gerry Kiely , a EU agriculture representative in Washington .
1773	1773	0	"Andrew Sugden , an evolutionary biology expert and the international managing editor of Science , described the find as a "" milestone "" ."	"Andrew Sugden , an evolutionary biology expert and international managing editor of Science , described the find as a "" milestone . . . this research has broken the size barrier for rodents "" ."
1774	1774	1	NASCAR officials could not be reached for comment Tuesday .	Officials with North Carolina Speedway at Rockingham could not be reached .
1775	1775	0	The 4th U.S. Circuit Court of Appeals in Richmond , Va . , released the edited transcript of a closed hearing June 3 , which followed a public proceeding .	The 4th U.S. Circuit Court of Appeals has unsealed a heavily edited transcript of the June 3 court session where classified evidence was discussed out of public earshot .
1776	1776	0	The technology-laced Nasdaq Composite Index was down 25.36 points , or 1.53 percent , at 1,628.26 .	The broader Standard & Poor 's 500 Index .SPX dropped 9.90 points , or 0.99 percent , to 988.61 .
1777	1777	1	Identical wording was introduced in the Senate last week by three Republicans : Wayne Allard of Colorado , Jeff Sessions of Alabama and Sam Brownback of Kansas .	Identical wording was introduced in the Senate last week by three Republicans , Wayne Allard ( Colo . ) , Jeff Sessions ( Ala . ) and Sam Brownback ( Kan . ) .
1778	1778	1	His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas .	Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges .
1779	1779	1	They frequently tortured and shot prisoners , severing ears and scalps for souvenirs .	Prisoners were tortured and executed -- their ears and scalps severed for souvenirs .
1780	1780	1	U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack , the military said Sunday .	U.S. troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks .
1781	1781	1	According to the State Department list , about 25 nations have signed bilateral agreements in the past four months , about half in the past three weeks .	About 25 countries have signed in the past four months , and about half of those have been signed in the past few weeks .
1782	1782	1	""" The United States welcomes a greater NATO role in Iraq 's stabilization , "" Mr. Powell said in a speech to fellow NATO ministers ."	""" The United States welcomes a greater NATO role in Iraq 's stabilisation , "" Powell said , according to the text of prepared remarks seen by Reuters ."
1783	1783	0	France has a unique unemployment fund for artists that takes into account their downtime between shows .	The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows .
1784	1784	1	A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer , especially when women receive a combination of estrogen and progestin .	Hormone replacement therapy that combines estrogen and progestin doubles a woman 's risk of breast cancer , a British study of more than a million women has found .
1785	1785	1	""" I will pass on to him that Canada still remains a safe , secure and reliable supply of energy . """	""" I will pass on to him [ Mr. Cheney ] that Canada still remains a safe , secure and reliable supply of energy , "" Mr. Klein said Sunday ."
1786	1786	1	It is a benign web where we hope to catch investors and where each of us can advance our enlightened self-interest through cooperation with others , ' said Mr Goh .	""" It is a benign web where we hope to catch investors and where each of us can advance our enlightened self interest through cooperation with others . """
1787	1787	1	Adolescent specialist Dr. Michael Cohen , who worked on the study , said doctors had treated 8-year-old children with anorexia _ and that he had once treated a 4-year-old boy .	Adolescent specialist Dr Michael Cohen , who worked on the study , said doctors had treated eight-year-old children with anorexia - and that he had once treated a four-year-old boy .
1788	1788	1	""" I think it 's obvious I 'm not riding as well as I have in years past ."	""" It 's obvious I 'm not riding as well as years past , "" Armstrong said at a news conference ."
1789	1789	1	One of those infected reported having recent contact with exotic animals there .	All those infected had recent close contact with prairie dogs .
1790	1790	1	On Friday , U.S. Attorney Roslynn Mauskopf said she would take over the probe from District Attorney William Murphy .	At a news conference on Staten Island , U.S. Attorney Roslynn Mauskopf announced she would be taking over the probe from District Attorney William Murphy .
1791	1791	1	When I talked to him last time , did I think it was the end-all ?	""" When I talked to him last time , did I think that was the end-all - one conversation with somebody ?"
1792	1792	1	Slow-moving , drenching Tropical Storm Henri doused an already soaked Florida on Friday , pushing heavy rains into areas where lakes and rivers were full to overflowing .	Slow-moving , drenching Tropical Storm Henri doused an already soaked Florida Friday , bringing powerful storms which further tested already-swollen lakes and rivers .
1793	1793	1	The case consolidated multiple purported class actions filed in 2001 .	The case had consolidated numerous class action suits filed against Rambus in 2001 .
1794	1794	1	He added Democrats are not going to make progress if we dont broaden the tent .	"He added that we are "" not going to make progress if we don 't broaden the tent . """
1795	1795	1	The MTA argued it needed to raise fares to close a two-year deficit it estimated , at different times , to be $ 952 million or $ 2.8 billion .	The MTA had argued it needed to raise fares to close a two-year deficit it estimated at different times ranged from less than $ 1 billion to $ 2.8 billion .
1796	1796	0	Through 2040 , Indiana 's population is expected to increase by about 19 percent , to more than 7.2 million people .	By 2040 , the county 's population is expected to be 985,066 , compared to the 2000 population of 860,454 .
1797	1797	1	Dolores E. Mahoy , 68 , of Colorado Springs is just the type of person who might be helped by the legislation pending in Congress .	Dolores Mahoy , 68 , of Colorado Springs , Colo . , is someone who might be helped by the legislation pending in Congress .
1798	1798	0	Italian Prime Minister Silvio Berlusconi , chairing the summit , said he was prepared to call an extra informal meeting of leaders next month on the constitution if necessary .	Italian Prime Minister Silvio Berlusconi , whose country holds the rotating EU presidency , said he was prepared to call another meeting of leaders next month .
1799	1799	0	The group 's leadership in Gaza insisted on Tuesday that it was still committed to the ceasefire .	But Islamic Jihad 's main leadership in the Gaza Strip disowned the bombing , saying the group was still committed to the ceasefire .
1800	1800	0	On Friday , authorities had said the state police would head the investigation .	Cox said state police would still help his office in the investigation , but Sturdivant would not be involved .
1801	1801	1	The skull is then punctured and the brain suctioned out , causing the skull to collapse and easing passage through the birth canal .	The skull is then punctured , the brain suctioned out , and that causes the skull to collapse so it can be removed from the birth canal .
1802	1802	1	""" The accuser arrived at the hospital wearing panties with someone else 's semen and sperm in them , not that of Mr. Bryant , correct ? """	""" The accuser arrived at the hospital wearing yellow knit panties - with someone else 's semen and sperm in them , not that of Mr. Bryant , "" Mackey hammered triumphantly ."
