index	question	passage	label	question_neg	neg_label	tag
212	is song of solomon the same as song of songs	Song of Songs -- The Song of Songs, also Song of Solomon or Canticles (Hebrew: שִׁיר הַשִּׁירִים‬, Šîr HašŠîrîm, Greek: ᾎσμα ᾎσμάτων, asma asmaton, both meaning Song of Songs), is one of the megillot (scrolls) found in the last section of the Tanakh, known as the Ketuvim (or ``Writings''), and a book of the Old Testament.	1	is song of solomon not the same as song of songs	0	negation
213	does the sun orbit around the milky way	Galactic year -- The galactic year, also known as a cosmic year, is the duration of time required for the Sun to orbit once around the center of the Milky Way Galaxy. Estimates of the length of one orbit range from 225 to 250 million terrestrial years. The Solar System is traveling at an average speed of 828,000 km/h (230 km/s) or 514,000 mph (143 mi/s) within its trajectory around the galactic center, a speed at which an object could circumnavigate the Earth's equator in 2 minutes and 54 seconds; that speed corresponds to approximately one 1300th of the speed of light.	1	does the sun orbit not around the milky way	0	negation
214	is the white cover on brie cheese edible	Brie -- Brie (/briː/; French: (bʁi)) is a soft cow's-milk cheese named after Brie, the French region from which it originated (roughly corresponding to the modern département of Seine-et-Marne). It is pale in color with a slight grayish tinge under a rind of white mould. The rind is typically eaten, with its flavor depending largely upon the ingredients used and its manufacturing environment.	1	is the white cover on brie cheese not edible	0	negation
215	is a wheel and axle a simple machine	Wheel and axle -- The wheel and axle are one of six simple machines identified by Renaissance scientists drawing from Greek texts on technology. The wheel and axle consists of a wheel attached to a smaller axle so that these two parts rotate together in which a force is transferred from one to the other. A hinge or bearing supports the axle, allowing rotation. It can amplify force; a small force applied to the periphery of the large wheel can move a larger load attached to the axle.	1	is a wheel and axle not a simple machine	0	negation
216	is 22 magnum and 22 wmr the same	.22 Winchester Magnum Rimfire -- The .22 Winchester Magnum Rimfire, also called .22 WMR, .22 Magnum, .22 MRF, or .22 Mag, is a rimfire cartridge. Originally loaded with a bullet weight of 40 grains (2.6 g) delivering velocities in the 2,000 feet per second (610 m/s) range from a rifle barrel, .22 WMR is now loaded with bullet weights ranging from 50 grains (3.2 g) at 1,530 feet per second (470 m/s) to 30 grains (1.9 g) at 2,200 feet per second (670 m/s). Accuracy around 1 MOA is achievable. Compared to the faster but lighter .17 HMR, the .22 WMR impacts targets with higher kinetic energy within its effective range, important for clean kills on larger small game such as coyote, albeit with a less flat-shooting bullet arc.	1	is 22 magnum and 22 wmr not the same	0	negation
217	is the queen's birthday a public holiday in victoria	Public holidays in Australia -- In all states and territories except Queensland and Western Australia, Queen's Birthday is observed on the second Monday in June. Because Western Australia celebrates Western Australia Day (formerly Foundation Day) on the first Monday in June, the Governor of Western Australia proclaims the day on which the state will observe the Queen's Birthday, based on school terms and the Perth Royal Show. There is no firm rule to determine this date before it is proclaimed, though it is typically the last Monday of September or the first Monday of October: in 2011 the Queen's Birthday holiday in Western Australia was moved from Monday, 3 October 2011 to Friday, 28 October 2011 to coincide with the Commonwealth Heads of Government Meeting (CHOGM), which was held in Perth. In Queensland, it is celebrated on the 1st Monday in October.	1	is the queen's birthday not a public holiday in victoria	0	negation
218	are fear the walking dead and the walking dead related	Fear the Walking Dead -- Fear the Walking Dead is an American post-apocalyptic horror drama television series created by Robert Kirkman and Dave Erickson, that premiered on AMC on August 23, 2015. It is a companion series and prequel to The Walking Dead, which is based on the comic book series of the same name by Robert Kirkman, Tony Moore, and Charlie Adlard.	1	are fear the walking dead and the walking dead not related	0	negation
219	did christine and the phantom have a son	Love Never Dies (musical) -- Later, the freak show trio takes Gustave to meet the Phantom in the Aerie, where the boy is enthralled by the many curious inventions and creations on display. When Gustave plays a haunting melody of his own composition on the piano, the Phantom is once again reminded of his one night with Christine and he is struck by the possibility that this musically gifted child could actually be his son (``Beautiful''). The Phantom questions Gustave about his talents and passions, finding that they are kindred spirits. Believing that Gustave will be able to see past the surface to what is inside, the Phantom is emboldened to remove the mask that hides his deformity (``The Beauty Underneath''). To his dismay, Gustave is horrified and screams at the sight, but Christine enters just in time to calm the boy. When the Phantom confronts her with his suspicions regarding Gustave's paternity, Christine confesses that the child is indeed his son, prompting the Phantom to vow that all his life's work will henceforth be for Gustave (``The Phantom Confronts Christine''). Unbeknownst to them, Madame Giry has overheard their conversation and is enraged, fearing that everything she and Meg have done for the Phantom over the years has been for nothing, as Gustave will be the sole beneficiary of his wealth and property.	1	did christine and the phantom have no son	0	negation
220	was there helicopters in the second world war	List of rotorcraft used in World War II -- Autogyros and helicopters were used during World War II. List includes prototypes.	1	was there helicopters not in the second world war	0	negation
221	did the queen have any brothers or sisters	Elizabeth II -- Elizabeth's only sibling, Princess Margaret, was born in 1930. The two princesses were educated at home under the supervision of their mother and their governess, Marion Crawford. Lessons concentrated on history, language, literature and music. Crawford published a biography of Elizabeth and Margaret's childhood years entitled The Little Princesses in 1950, much to the dismay of the royal family. The book describes Elizabeth's love of horses and dogs, her orderliness, and her attitude of responsibility. Others echoed such observations: Winston Churchill described Elizabeth when she was two as ``a character. She has an air of authority and reflectiveness astonishing in an infant.'' Her cousin Margaret Rhodes described her as ``a jolly little girl, but fundamentally sensible and well-behaved''.	1	did the queen have no brothers or sisters	0	negation
222	are you required to complete the american community survey	American Community Survey -- Those who decline to complete the survey may receive visits to their homes from Census Bureau personnel. Because it is a mandatory survey, it is governed by federal laws that could impose a fine of as much as $5,000 for refusing to participate.	1	are you not required to complete the american community survey	0	negation
223	is chewing tobacco banned in major league baseball	Tobacco usage in sport -- Between 1920 until 1940, when baseball was Americas most popular sport, every team had a tobacco sponsor. It is common perception that many baseball players use tobacco. According to the MLB however this practice is changing and declining. One source states that a reason chewing tobacco usage increased among baseball players was the misconception that it improved concentration, overall performance and was less harmful than smoking a cigarette. Contrary to this, chewing tobacco does not have an established connection to the performance of baseball players. As more information about the dangers of chewing tobacco has come to light it has become stigmatized within baseball itself with players, staff and managers often having to ``sneak'' off to partake. These individuals understand that children will easily copy their actions and try to hide them now, as they are negative role models for youth. Most players have made attempts to quit, but the majority struggle in breaking their addiction. Lenny Dykstra, the former Philadelphia Phillies center-fielder, started dipping at a young age, unaware of how difficult quitting would be. He tells young children, ``They call me ``Nails'' because they say I'm as tough as nails. But I'm not tough enough to beat the spit-tobacco habit. Copy my hustle, copy my determination. But don't copy my spit-tobacco habit.'' In addition Major League Baseball has taken actions to lower tobacco usage amongst its players. This includes a complete ban on tobacco with fines for players and their managers if it is discovered. In the major leagues tobacco companies are no longer allowed to leave free products in stadium clubhouses for the players, with a ban effective December 5, 2016, in the new Collective Bargaining Agreement that prohibits players entering MLB for the first time from using tobacco. (Players who had experience in MLB prior to the day are grandfathered.) Baseball stadiums have stricter tobacco policies for patrons as well though the level of strictness varies per stadium.	1	is chewing tobacco not banned in major league baseball	0	negation
224	is petroleum an example of a fossil fuel	Fossil fuel -- A fossil fuel is a fuel formed by natural processes, such as anaerobic decomposition of buried dead organisms, containing energy originating in ancient photosynthesis. The age of the organisms and their resulting fossil fuels is typically millions of years, and sometimes exceeds 650 million years. Fossil fuels contain high percentages of carbon and include petroleum, coal, and natural gas. Other commonly used derivatives include kerosene and propane. Fossil fuels range from volatile materials with low carbon to hydrogen ratios like methane, to liquids like petroleum, to nonvolatile materials composed of almost pure carbon, like anthracite coal. Methane can be found in hydrocarbon fields either alone, associated with oil, or in the form of methane clathrates.	1	is petroleum not an example of a fossil fuel	0	negation
225	was egypt a part of the ottoman empire	Ottoman Egypt -- The Egypt Eyalet (1517--1867) was established when the Egypt region came under the direct rule of the Ottoman Empire with their 1517 victory over the Mamluk Sultanate. The interruption of the Napoleon's French campaign in Egypt and Syria (1798--1801) allowed Muhammad Ali's seizure of power from Ottoman Hurshid Pasha, and the founding of the Muhammad Ali dynasty.	1	was egypt not a part of the ottoman empire	0	negation
226	is a boston terrier a small breed dog	Boston Terrier -- The Boston Terrier is a breed of dog originating in the United States of America. This ``American Gentleman'' was accepted in 1893 by the American Kennel Club as a non-sporting breed. Color and markings are important when distinguishing this breed to the AKC standard. They should be either black, brindle or seal with white markings. Bostons are small and compact with a short tail and erect ears. The AKC says they are highly intelligent and very easily trained. They are friendly and can be stubborn at times. The average life span of a Boston is around 11 to 13 years, though some can live well into their teens.	1	is a boston terrier not a small breed dog	0	negation
227	did william the conqueror have a legitimate claim to the english throne	William the Conqueror -- In the 1050s and early 1060s William became a contender for the throne of England, then held by the childless Edward the Confessor, his first cousin once removed. There were other potential claimants, including the powerful English earl Harold Godwinson, who was named the next king by Edward on the latter's deathbed in January 1066. William argued that Edward had previously promised the throne to him and that Harold had sworn to support William's claim. William built a large fleet and invaded England in September 1066, decisively defeating and killing Harold at the Battle of Hastings on 14 October 1066. After further military efforts William was crowned king on Christmas Day 1066, in London. He made arrangements for the governance of England in early 1067 before returning to Normandy. Several unsuccessful rebellions followed, but by 1075 William's hold on England was mostly secure, allowing him to spend the majority of the rest of his reign on the continent.	1	did william the conqueror have no legitimate claim to the english throne	0	negation
228	is new england baptist hospital a teaching hospital	New England Baptist Hospital -- The hospital is a teaching affiliate of both the University of Massachusetts Medical School and Tufts University School of Medicine. It also conducts teaching programs in collaboration with the Harvard T.H. Chan School of Public Health and the Harvard School of Medicine.	1	is new england baptist hospital not a teaching hospital	0	negation
229	are the mountains in utah part of the rockies	Rocky Mountains -- Human population is not very dense in the Rocky Mountains, with an average of four people per square kilometer and few cities with over 50,000 people. However, the human population grew rapidly in the Rocky Mountain states between 1950 and 1990. The forty-year statewide increases in population range from 35% in Montana to about 150% in Utah and Colorado. The populations of several mountain towns and communities have doubled in the last forty years. Jackson, Wyoming, increased 260%, from 1,244 to 4,472 residents, in forty years.	1	are the mountains in utah not part of the rockies	0	negation
230	has a school shooting happened in a private school	List of school shootings in the United States -- This article lists in chronology and provides additional details of incidents in which a firearm was discharged at a school infrastructure or campus in the United States, including incidents of shootings on a school bus. This list contains school shooting incidents that occurred on the campuses of K-12 public schools and private schools as well as colleges and universities. It excludes incidents that occurred during wars or police actions as well as murder-suicides by rejected suitors or estranged spouses and suicides or suicide attempts involving only one person. Mass shootings by staff of schools that involve only other employees are covered at workplace killings. This list does not include bombings such as the Bath School disaster.	1	has a school shooting not happened in a private school	0	negation
231	is there a difference in structure of the two atria	Atrium (heart) -- Humans have a four-chambered heart consisting of the right atrium, left atrium, right ventricle, and left ventricle. The atria are the two upper chambers. The right atrium receives and holds deoxygenated blood from the superior vena cava, inferior vena cava, anterior cardiac veins and smallest cardiac veins and the coronary sinus, which it then sends down to the right ventricle (through the tricuspid valve) which in turn sends it to the pulmonary artery for pulmonary circulation. The left atrium receives the oxygenated blood from the left and right pulmonary veins, which it pumps to the left ventricle (through the mitral valve) for pumping out through the aorta for systemic circulation.	1	is there no difference in structure of the two atria	0	negation
232	is there a red light district in brussels	Red-light districts in Belgium -- The main red light district in Brussels is north of the Gare du Nord. In Rue d'Aerschot, Rue de Brabant and the surrounding side-streets there are sex shops and many windows where prostitutes sit. Most of the prostitutes near the Gare du Nord, including Rue d'Aerschot, are Romanian and Bulgarian. Further away from the station the girls are more from Ghana and Nigeria.	1	is there no red light district in brussels	0	negation
233	does density depend on the type of material	Density -- For a pure substance the density has the same numerical value as its mass concentration. Different materials usually have different densities, and density may be relevant to buoyancy, purity and packaging. Osmium and iridium are the densest known elements at standard conditions for temperature and pressure but certain chemical compounds may be denser.	1	does density not depend on the type of material	0	negation
234	is 1 ounce the same as 1 fluid ounce	Fluid ounce -- The fluid ounce is distinct from the ounce as a unit of weight or mass, although it is sometimes referred to simply as an ``ounce'' where context makes the meaning clear, such as ounces in a bottle.	1	is 1 ounce not the same as 1 fluid ounce	0	negation
235	is there a season 4 of crazy ex girlfriend	Crazy Ex-Girlfriend (season 4) -- The fourth and final season of Crazy Ex-Girlfriend was renewed on April 2, 2018, by The CW, with a 2018 release date (needs source). The season comprises 18 episodes and stars Rachel Bloom as Rebecca Bunch, a distraught young woman, dealing with the consequences of pleading guilty to attempted murder at the end of the previous season. Vincent Rodriguez III, Donna Lynne Champlin, Pete Gardner, Vella Lovell, Gabrielle Ruiz, David Hull, and Scott Michael Foster co-star.	1	is there no season 4 of crazy ex girlfriend	0	negation
236	is new jersey a suburb of new york city	New York metropolitan area -- The New York metropolitan area, also referred to as the Tri-State Area, is the largest metropolitan area in the world by urban landmass, at 4,495 sq mi (11,640 km). The metropolitan area includes New York City (the most populous city in the United States), Long Island, and the Mid and Lower Hudson Valley in the state of New York; the five largest cities in New Jersey: Newark, Jersey City, Paterson, Elizabeth, and Edison, and their vicinities; six of the seven largest cities in Connecticut: Bridgeport, New Haven, Stamford, Waterbury, Norwalk, and Danbury, and their vicinities.	1	is new jersey not a suburb of new york city	0	negation
237	is profit and loss account same as income statement	Income statement -- An income statement or profit and loss account (also referred to as a profit and loss statement (P&L), statement of profit or loss, revenue statement, statement of financial performance, earnings statement, operating statement, or statement of operations) is one of the financial statements of a company and shows the company's revenues and expenses during a particular period. It indicates how the revenues (money received from the sale of products and services before expenses are taken out, also known as the ``top line'') are transformed into the net income (the result after all revenues and expenses have been accounted for, also known as ``net profit'' or the ``bottom line''). The purpose of the income statement is to show managers and investors whether the company made or lost money during the period being reported.	1	is profit and loss account not same as income statement	0	negation
238	is whole wheat rice the same as brown rice	Brown rice -- Brown rice is whole-grain rice with the inedible outer hull removed; white rice is the same grain with the hull, bran layer, and cereal germ removed. Red rice, gold rice, and black rice (also called purple rice) are all whole rices, but with differently pigmented outer layers.	1	is whole wheat rice different with brown rice	0	negation
239	is whole wheat rice the same as brown rice	Brown rice -- Brown rice is whole-grain rice with the inedible outer hull removed; white rice is the same grain with the hull, bran layer, and cereal germ removed. Red rice, gold rice, and black rice (also called purple rice) are all whole rices, but with differently pigmented outer layers.	1	is whole wheat rice not the same as brown rice	0	negation
240	is the new york post still in business	New York Post -- The New York Post is the fourth-largest newspaper in the United States and a leading digital media publisher that reached more than 57 million unique visitors in the U.S. in January 2017. The New York Post also operates the celebrity gossip site PageSix.com, the entertainment site Decider.com, and co-produces the television show Page Six TV, which garnered the highest ratings of a nationally syndicated entertainment newsmagazine in a decade when it debuted in 2017.	1	is the new york post not in business	0	negation
241	does the us own the statue of liberty	Statue of Liberty -- The statue was administered by the United States Lighthouse Board until 1901 and then by the Department of War; since 1933 it has been maintained by the National Park Service. Public access to the balcony around the torch has been barred for safety since 1916.	1	does the us not own the statue of liberty	0	negation
242	is revenge of the mummy a roller coaster	Revenge of the Mummy -- Revenge of the Mummy, officially named Revenge of the Mummy: The Ride, is an enclosed roller coaster based on the Mummy film franchise, located at Universal Studios Florida, Universal Studios Hollywood, and Universal Studios Singapore, using linear induction motors (LIMs) to launch riders from a complete standstill to a top speed of between 40 and 45 mph (64 and 72 km/h) in a matter of seconds. All Revenge of the Mummy roller coasters have a minimum passenger height requirement of 48 inches (120 cm). Two versions of the attraction have the same track layout but different storylines, however the attraction at Universal Studios Hollywood has an original layout and storyline. All three attractions are manufactured by Premier Rides, feature track switches by Dynamic Structures, and are themed by Universal Creative and ITEC Entertainment Corporation. Some of the alternate features of the Singapore version were designed by Adirondack Studios .	1	is revenge of the mummy not a roller coaster	0	negation
243	is it possible to thunder and lightning while snowing	Thundersnow -- Thundersnow, also known as a winter thunderstorm or a thundersnowstorm, is an unusual kind of thunderstorm with snow falling as the primary precipitation instead of rain. It typically falls in regions of strong upward motion within the cold sector of an extratropical cyclone. Thermodynamically, it is not different from any other type of thunderstorm, but the top of the cumulonimbus cloud is usually quite low. In addition to snow, graupel, or hail may fall.	1	is it not possible to thunder and lightning while snowing	0	negation
244	is red velvet cake chocolate cake with red dye	Red velvet cake -- Red velvet cake is traditionally a red, red-brown, mahogany, maroon, crimson or scarlet colored chocolate layer cake, layered with white cream cheese or ermine icing. The cake is commonly served on Christmas or Valentine's Day. Common modern red velvet cake is made with red dye; the red color was originally due to non-Dutched, anthocyanin-rich cocoa.	1	is red velvet cake not a chocolate cake with red dye	0	negation
245	does lucas and peyton come back to one tree hill	One Tree Hill (season 9) -- Haley seeks help from Lucas (guest star Chad Michael Murray) as Nathan makes an escape attempt. Lucas takes Jamie and Lydia out of town to stay with him and Peyton until Haley can find Nathan and bring him home. Brooke comes face-to-face with Xavier who is up for parole. Julian uncovers evidence that assists Dan in his search for Nathan. Clay makes a connection with another patient in rehab.	1	does lucas and peyton not come back to one tree hill	0	negation
246	is 50 to 1 based on a true story	50 to 1 -- 50 to 1 is a 2014 American drama film based on the true story of Mine That Bird, an undersized thoroughbred racehorse who won the 2009 Kentucky Derby in one of the biggest upsets in the history of the race. The film received a limited release on March 21, 2014. It was directed by Jim Wilson, who also co-wrote the script with Faith Conroy, and stars Skeet Ulrich, Christian Kane and William Devane. Jockey Calvin Borel, who rode Mine that Bird to his upset Derby win, plays himself in the film.	1	is 50 to 1 not based on a true story	0	negation
247	is flax oil and linseed oil the same	Linseed oil -- Linseed oil, also known as flaxseed oil or flax oil, is a colourless to yellowish oil obtained from the dried, ripened seeds of the flax plant (Linum usitatissimum). The oil is obtained by pressing, sometimes followed by solvent extraction. Linseed oil is a drying oil, meaning it can polymerize into a solid form. Due to its polymer-forming properties, linseed oil can be used on its own or blended with combinations of other oils, resins or solvents as an impregnator, drying oil finish or varnish in wood finishing, as a pigment binder in oil paints, as a plasticizer and hardener in putty, and in the manufacture of linoleum. Linseed oil use has declined over the past several decades with increased availability of synthetic alkyd resins--which function similarly but resist yellowing.	1	is flax oil and linseed oil not the same	0	negation
248	is banaue rice terraces 7 wonders of the world	Banaue Rice Terraces -- The Banaue Rice Terraces (Filipino: Hagdan-hagdang Palayan ng Banawe) are terraces that were carved into the mountains of Ifugao in the Philippines by ancestors of the indigenous people. They are frequently called the ``Eight Wonder of the World''. It is commonly thought that the terraces were built with minimal equipment, largely by hand. The terraces are located approximately 1,500 metres (4,900 feet) above sea level. They are fed by an ancient irrigation system from the rainforests above the terraces. It is said that if the steps were put end to end, it would encircle half the globe.	1	is banaue rice terraces not 7 wonders of the world	0	negation
249	is canada part of the commonwealth of england	Member states of the Commonwealth of Nations -- The Commonwealth was first officially formed in 1931 when the Statute of Westminster gave legal recognition to the sovereignty of dominions. Known as the ``British Commonwealth'', the original members were the United Kingdom, Canada, Australia, New Zealand, South Africa, Irish Free State, and Newfoundland, although Australia and New Zealand did not adopt the statute until 1942 and 1947 respectively. In 1949, the London Declaration was signed and marked the birth of the modern Commonwealth and the adoption of its present name. The newest member is Rwanda, which joined on 29 November 2009. The most recent departure was the Maldives, which severed its connection with the Commonwealth on 13 October 2016.	1	is canada not part of the commonwealth of england	0	negation
250	is central bank of india a nationalised bank	Central Bank of India -- In 1963, the revolutionary government in Burma nationalized Central Bank of India's operations there, which became People's Bank No. 1.	1	is central bank of india not a nationalised bank	0	negation
251	is there more than 9 seasons of heartland	List of Heartland episodes -- Heartland airs in Canada on the regional CBC channels at 7 pm (7:30 pm in Newfoundland) on Sundays. Beginning April 23, 2017, the 10th season of Heartland airs in the United States on the Up TV network on Sunday evenings at 8:00 pm Eastern. From its first episode the plot focuses on Amy, who inherited her mother's gift of being able to heal abused and damaged horses, after a tragic accident that led to big changes in everyone's lives.	1	is there no more than 9 seasons of heartland	0	negation
252	is powder sugar the same as confectioners sugar	Powdered sugar -- Powdered sugar, also called confectioners' sugar, icing sugar, and icing cake, is a finely ground sugar produced by milling granulated sugar into a powdered state. It usually contains a small amount of anti-caking agent to prevent clumping and improve flow. Although most often produced in a factory, powdered sugar can also be made by processing ordinary granulated sugar in a coffee grinder, or by crushing it by hand in a mortar and pestle.	1	is powder sugar not the same as confectioners sugar	0	negation
253	is there a free period in high school	Period (school) -- One special example of a high school period is the free period these typically occur after 15 minutes of being unattended. A free period (often abbreviated to ``free'' and also known as a ``spare'' or ``unstructured'') is generally found in most high schools and colleges. During a free period, a student can either:	1	is there no free period in high school	0	negation
254	do you need a membership for bi mart	Bi-Mart -- Like Costco and Sam's Club, Bi-Mart stores are membership stores; unlike those chains, its members-only policy started as a workaround to fair trade laws established in the United States in the 1930s by laws such as the Miller-Tydings Act and those related to suggested retail prices. Thus, the membership for an entire family only costs $5 and never expires.	1	do you need no membership for bi mart	0	negation
255	are the new indian motorcycles made in america	Indian Motocycle Manufacturing Company -- In 2011, Polaris Industries purchased Indian Motorcycles and moved operations from North Carolina and merged them into their existing facilities in Minnesota and Iowa. Since August 2013, Polaris has marketed multiple modern Indian motorcycles that reflect Indian's traditional styling.	1	are the new indian motorcycles not made in america	0	negation
256	was turkey a part of the roman empire	History of Turkey -- The Persian Achaemenid Empire fell to Alexander the Great in 334 BC, which led to increasing cultural homogeneity and Hellenization in the area. Following Alexander's death in 323 BC, Anatolia was subsequently divided into a number of small Hellenistic kingdoms, all of which became part of the Roman Republic by the mid-1st century BC. The process of Hellenization that began with Alexander's conquest accelerated under Roman rule, and by the early centuries AD the local Anatolian languages and cultures had become extinct, being largely replaced by ancient Greek language and culture.	1	was turkey not a part of the roman empire	0	negation
257	is there a floating mass of garbage in the ocean	Great Pacific garbage patch -- The Great Pacific garbage patch, also described as the Pacific trash vortex, is a gyre of marine debris particles in the central North Pacific Ocean discovered between 1985 and 1988. It is located roughly between 135°W to 155°W and 35°N to 42°N. The collection of plastic, floating trash halfway between Hawaii and California extends over an indeterminate area of widely varying range depending on the degree of plastic concentration used to define the affected area.	1	is there no floating mass of garbage in the ocean	0	negation
258	does dark brown sugar have molasses in it	Brown sugar -- The Codex Alimentarius requires brown sugar to contain at least 88% of sucrose plus invert sugar. Commercial brown sugar contains from 3.5% molasses (light brown sugar) to 6.5% molasses (dark brown sugar) based on total volume. Based on total weight, regular commercial brown sugar contains up to 10% molasses. The product is naturally moist from the hygroscopic nature of the molasses and is often labelled as ``soft.'' The product may undergo processing to give a product that flows better for industrial handling. The addition of dyes or other chemicals may be permitted in some areas or for industrial products.	1	does dark brown sugar have no molasses in it	0	negation
259	do dairy cows have to have a baby to produce milk	Dairy cattle -- To maintain lactation, a dairy cow must be bred and produce calves. Depending on market conditions, the cow may be bred with a ``dairy bull'' or a ``beef bull.'' Female calves (heifers) with dairy breeding may be kept as replacement cows for the dairy herd. If a replacement cow turns out to be a substandard producer of milk, she then goes to market and can be slaughtered for beef. Male calves can either be used later as a breeding bull or sold and used for veal or beef. Dairy farmers usually begin breeding or artificially inseminating heifers around 13 months of age. A cow's gestation period is approximately nine months. Newborn calves are removed from their mothers quickly, usually within three days, as the mother/calf bond intensifies over time and delayed separation can cause extreme stress on both cow and calf.	1	do dairy cows have to have no baby to produce milk	0	negation
260	is the us postal service part of the federal government	United States Postal Service -- The United States Postal Service (USPS; also known as the Post Office, U.S. Mail, or Postal Service) is an independent agency of the United States federal government responsible for providing postal service in the United States, including its insular areas and associated states. It is one of the few government agencies explicitly authorized by the United States Constitution.	1	is the us postal service not part of the federal government	0	negation
261	is bayern munich the same as bayern munchen	FC Bayern Munich -- Fußball-Club Bayern München e.V., commonly known as FC Bayern München (German pronunciation: (ʔɛf tseː ˈbaɪɐn ˈmʏnçn̩)), FCB, Bayern Munich, or FC Bayern, is a German sports club based in Munich, Bavaria (Bayern). It is best known for its professional football team, which plays in the Bundesliga, the top tier of the German football league system, and is the most successful club in German football history, having won a record 28 national titles and 18 national cups.	1	is bayern munich not the same as bayern munchen	0	negation
262	is a king snake immune to rattlesnake venom	Kingsnake -- Kingsnakes use constriction to kill their prey and tend to be opportunistic when it comes to their diet; they will eat other snakes (ophiophagy), including venomous snakes. Kingsnakes will also eat lizards, rodents, birds, and eggs. The common kingsnake is known to be immune to the venom of other snakes and does eat rattlesnakes, but it is not necessarily immune to the venom of snakes from different localities.	1	is a king snake not immune to rattlesnake venom	0	negation
263	does universal studios hollywood have harry potter world	The Wizarding World of Harry Potter (Universal Studios Hollywood) -- The Wizarding World of Harry Potter is a themed area at Universal Studios Hollywood theme park near Los Angeles, California. The area is themed to the Harry Potter media franchise, adapting elements from the film series and novels by J.K. Rowling. The attraction--the second Harry Potter-themed area to exist at a Universal resort--was designed by Universal Creative from an exclusive license with Warner Bros. Entertainment.	1	does universal studios hollywood have no harry potter world	0	negation
264	is friction tape the same as electrical tape	Friction tape -- Friction tape is a type of adhesive tape made from cloth impregnated with a rubber-based adhesive, mainly used to insulate splices in electric wires and cables. Because the adhesive is impregnated in the cloth, friction tape is sticky on both sides. The rubber-based adhesive makes it an electrical insulator and provides a degree of protection from liquids and corrosion. In the past, friction tape was widely used by electricians, but PVC electrical tape has replaced it in most applications today. The frictional properties of the tape come from the cloth material, which is usually made from cotton, while the fabric base protects electrical splices against punctures and abrasion.	1	is friction tape not the same as electrical tape	0	negation
265	is drywall mud the same as joint compound	Joint compound -- Often referred to as drywall taping mud, joint compound is the primary material used in the drywall industry by a tradesperson, or applicator, called a ``drywall mechanic,'' ``taper,'' or ``drywall taper.'' A similar compound is used in various ways as a sprayed-on textural finishing for gypsum panel walls and ceilings that have been pre-sealed and coated with joint compound. The flexibility and plastic qualities of joint compound make it a very versatile material both as sealer or finishing coat for wall surfaces, and also in decorative applications that range from machine sprayed texturing to hand-trowelled or even hand-crafted and sculptural finishes. In North America the application of joint mud and drywall tape sealer and trowelled joint compound on gypsum panels is a standard construction technique for painted wall and ceiling surfaces. Until more recently in North America, and through the world, several different plasters such as veneer plaster and ``plaster of Paris'' have been used in a similar ways to joint compounds as fillers or for decorative purposes since ancient times, and the actual make up and working properties of these compounds is much similar. Modern ready-mixes or powder and water mixes are available in a wide range of styles from slow-drying to quick-drying to suit specific demands for use by contractors or decorators.	1	is drywall mud not the same as joint compound	0	negation
266	is there a train station in atlantic city	Atlantic City Rail Terminal -- The Atlantic City Rail Terminal is Atlantic City, New Jersey's train station. It is the easternmost stop on the Atlantic City Line to and from Philadelphia. The station was also served by the Atlantic City Express Service (ACES) from 2009 until it was formally discontinued on March 9, 2012. The Atlantic City terminal is a 5-track, 3-platform terminal located inside of the Atlantic City Convention Center. The Atlantic City Line is a commuter train and runs daily all day.	1	is there no train station in atlantic city	0	negation
267	do the aleutian islands cross the international date line	International Date Line -- The IDL crosses between the U.S. Aleutian Islands (Attu Island being the westernmost) and the Commander Islands, which belong to Russia. It then bends southeast again to return to 180°. Thus, all of Russia is to the west of the IDL, and all of the United States is to the east except for the insular areas of Guam, the Northern Mariana Islands, and Wake Island.	1	do the aleutian islands not cross the international date line	0	negation
268	did houston used to be the capital of texas	Capital of Texas -- During the period of the Republic of Texas (1836--1845) the capital of Texas moved from city to city. The Republic had an ad interim government from March 14 to September 1836, when the new nation's voters elected a government. In 1836, five sites served as temporary capitals of Texas (Washington-on-the-Brazos, Harrisburg, Galveston, Velasco and Columbia), before President Sam Houston moved the capital to Houston in 1837.	1	did houston not used to be the capital of texas	0	negation
269	was thanos in the first guardians of the galaxy	Thanos -- The character appears in various Marvel Cinematic Universe films, including The Avengers (2012), portrayed by Damion Poitier, and Guardians of the Galaxy (2014), Avengers: Age of Ultron (2015), Avengers: Infinity War (2018), and the fourth Avengers film (2019), portrayed by Josh Brolin through voice and motion capture. The character has appeared in various comic adaptations, including animated television series, arcade, and video games.	1	was thanos not in the first guardians of the galaxy	0	negation
270	was the soviet union an ally in ww2	Allies of World War II -- At the start of the war on 1 September 1939, the Allies consisted of France, Poland and the United Kingdom, as well as their dependent states, such as British India. Within days they were joined by the independent Dominions of the British Commonwealth: Australia, Canada, New Zealand and South Africa. After the start of the German invasion of North Europe until the Balkan Campaign, the Netherlands, Belgium, Greece, and Yugoslavia joined the Allies. After first having cooperated with Germany in invading Poland whilst remaining neutral in the Allied-Axis conflict, the Soviet Union perforce joined the Allies in June 1941 after being invaded by Germany. The United States provided war materiel and money all along, and officially joined in December 1941 after the Japanese attack on Pearl Harbor. China had already been in a prolonged war with Japan since the Marco Polo Bridge Incident of 1937, but officially joined the Allies in 1941.	1	was the soviet union not an ally in ww2	0	negation
