index	label	sentence1	sentence2
982	1	Trinity College was founded in 1999.	"Last Saturday I was thrilled to read about a school in Co Antrim which has introduced the study of philosophy for students of four years of age and upwards. According to both teachers and parents, the benefits are felt far beyond the classroom, ""not just in terms of increased confidence, motivation and ability, but in a heightened respect for the differing views of others"". In 1999, I walked through the gates of Trinity College to enrol as an undergraduate in the philosophy department. I had just returned home from years living in another city; I was recently married, unemployed and had been diagnosed with a mental illness I didn't quite believe I had. I wasn't sure if I could cope."
986	1	The three countries argued that UE, one of the greater exporter of the world, infringed the rules of the OMC when exceeding the limit of the subsidies to the exports indicated under the Agreement on Agriculture of the OMC in 1994.	Brazil, Australia and Thailand argued that the EU, one of the world's largest exporters, broke WTO farm rules by exceeding limits on export subsidies laid down under WTO's 1994 Agreement on Agriculture.
989	1	Child labor is widely used in Asia.	Worldwide, child labor is most prevalent in the agricultural sector, where children are widely used as day laborers. Working long hours, children working in agriculture are often exposed to harmful pesticides, dangerous machinery, backbreaking loads, and many other hazardous conditions.
990	1	Mr Lopez Obrador didn't loose the presidential election in July.	"Mr Lopez Obrador, who lost July's presidential election by less than one percentage point, declared himself Mexico's ""legitimate"" president."
992	1	Rachida Dati has Moroccan origins.	"THE French justice minister who returned to work five days after having a baby, only to lose her job, launched a political comeback last week, letting it be known that she will run for mayor of Paris. Rachida Dati, 43, long seen as President Nicolas Sarkozy's favourite among the ""Sarko-zettes"" - his women ministers - lost his confidence and was ordered to leave the cabinet and instead run for the European parliament. She used the launch of her party's European election campaign to deny she was a Sarkozy creation and to add gravitas to the ""bling-bling"" image attached to her since she posed in a £15,000 Christian Dior dress at a fashion gala."
994	1	People can legally have 40 grams of cannabis in their possession.	The curious Belgian compromise over the weed has some logic, even for a country which says it wants to reduce drug use. Surveys show that as many as 40 percent of the country's 10 million population has experienced cannabis and with the Dutch border an hour away for most of the population, some liberalisation seems inevitable.
995	1	The Dow Jones has gained points.	The Dow Jones Industrial Average closed at its lowest level in over six years on Thursday, having lost 1.16%, or 89.68 points, bringing it to a level of 7,465.95. It had, at one point, set an intraday bear market low of 7,447.55. It was the lowest ending for the index since October 9, 2002. The Dow has fallen almost fifteen percent since the start of this year.
998	1	George Bush is the president of the European Commission.	Romano Prodi will meet the US President George Bush in his capacity as president of the European commission.
1000	1	Felipe González is the President of Spain.	Felipe González Márquez (born March 5, 1942) is a Spanish socialist politician. He was the General Secretary of the Spanish Socialist Workers' Party (PSOE) from 1974 to 1997.
1001	1	Communist China is an organisation based in Beijing and Washington.	In 1973, the United States and Communist China agreed to establish liaison offices in Beijing and Washington.
1002	1	Sportswomen have been suspected of doping.	In 1999, Victor Conte was sent two vials of a new drug by a chemist he knew and he started giving it to some of his clients. Including says Conte, one of Americas most iconic sportswomen, Marion Jones, who was about to compete in the 2000 Sydney Olympics.
1005	1	The Brazilian President is Luiz Inácio Lula da Silva.	The documents commented by the magazine date of April 25, 2002, epoch in which the Brazilian president was Fernando Henrique Cardoso.
1007	1	A woman passionately wanted to watch the soccer championship.	Passions surrounding Germany's final match at the Euro 2004 soccer championships turned violent when a woman stabbed her partner in the head because she didn't want to watch the game on television.
1011	1	Ministers of the Association of Southeast Asian Nations work for ASEAN.	Ministers of the Association of Southeast Asian Nations, ASEAN, are gathering in Laos to discuss topics ranging from terrorism and economic integration to non-aggression treaties with several regional neighbors.
1015	1	Communist control in Hungary ended in 1948.	In 1932 he joined the then illegal Communist party and held high government and party posts from 1942, becoming home secretary in 1948, when the Communist party took control in Hungary.
1017	1	Siena was beaten by A.S. Roma.	A.S. Roma suffered their second home defeat of the campaign, with a 3-2 loss to 10-man Siena.
1018	1	Sportswomen have been accused of doping.	Athletics' governing body, the IAAF, last week cleared Ottey of accusations of steroid use and lifted a two-year ban after their arbitration panel said the IOC-accredited lab in Lausanne improperly tested Ottey's urine sample.
1019	1	Demonstrations against G8 Summit took place at Sea Island bay.	Security preparations kept protestors at bay at the recent G8 Summit on Sea Island (USA).
1020	1	Hebron is located 20 miles south of Jerusalem.	But most Israelis, including those sympathetic to the settlers' efforts to reclaim all the territory that was part of the biblical Land of Israel, reacted with horror to the Hebron killings and the subsequent violence.
1022	1	Sunni Arabs say they're not ready to re-join the committee drafting Iraq's new constitution.	Thousands of Shiite Muslims rallied Friday, in the southern city of Basra, to show support for Iraq's new constitution and the Shiite-dominated government.
1024	1	MNJ is a group of Malian bandits.	"The area is used by both nomadic herders, who follow their herds and stay in mobile cattle camps, and sedentary farmers. ""Attacks in this region could be the work of the (Tuareg rebel) Niger Justice Movement (MNJ) or they could be the work of Malian bandits,"" a security source, who declined to be identified, told Reuters. The rebels say that wealth generated from Niger's vast uranium deposits has not been distributed equally, and demand more autonomy for the Tuareg inhabitants of the northern Agadez region, where most of Niger's uranium is mined. At least 300 rebels and 80 government soldiers have been killed since the MNJ began its military campaign in early 2007."
1027	1	Readers of online encyclopedias can edit the contents.	"Wikipedia founder Jimmy Wales has been accused of editing pages in the encyclopedia in return for a donation to the Wikimedia  Foundation. In an article published Tuesday, the Sydney Morning Herald reported that former Novell computer scientist Jeff Merkey alleged Wales had made  edits to his article on his behalf, in exchange for a donation to the Wikimedia Foundation. The news hit the website Slashdot later Tuesday, where the incident was dubbed ""DonorGate""."
1030	1	People are likely to start smoking tobacco when young.	The report, released by the U.S. Substance Abuse and Mental Health Services Administration, compared substance abuse statistics from their latest survey, in 2004, with statistics collected in 2002. It was based on interviews of more than 135,000 people. Nationwide, the rate of underaged drinking remained basically unchanged, but in California, it rose from 15.28 percent of California children between 12 and 17-years-old who said they had consumed alcohol in the previous month in 2002, to 16.81 percent who said they had in 2004. Binge drinking, defined as drinking five or more drinks on the same occasion (i.e., at the same time or within a couple of hours of each other) on at least one day in the past 30 days, was reported by 10.27 percent of kids in 2004, up from the 9.16 percent who said they binged in 2002.
1032	1	Toshiba Corp. is a partner of Sony Corp.	Microsoft Corp. and Intel Corp., on Monday, threw their weight behind the next-generation, HD DVD format being promoted by Toshiba Corp., in a blow to Sony Corp.'s Blu-ray format.
1036	1	The Philippine Stock Exchange Composite Index dropped.	The Philippine Stock Exchange Composite Index rose 0.1 percent to 1573.65.
1037	1	Nebraska is not far from West Virginia and Wyoming.	The 31 states initially affected are: (in alphabetical order) : Alaska, Alabama, Arizona, Arkansas, California, Colorado, Georgia, Idaho, Illinois, Indiana, Kansas, Kentucky, Louisiana, Michigan, Missouri, Mississippi, Montana, Nebraska, Nevada, New Mexico, North Carolina, Ohio, Oregon, South Carolina, Tennessee, Texas, Utah, Virginia, Washington, West Virginia and Wyoming. Signs of salmonella include fever, diarrhea, nausea, vomiting and abdominal pain. Those most vulnerable are the young, the elderly or those with an already compromised health condition. This recall follows the long list of recalled peanut related products, peanut butter and candy bars which caused a salmonella outbreak at the end of January.
1038	1	Accardo was a member of the Walter Stauffer Academy.	Accardo founded the Settimane Musicali Internazionali in Naples and the Cremona String Festival in 1971, and in 1996, he re-founded the Orchestra da Camera Italiana (O.C.I.), whose members are the best pupils of the Walter Stauffer Academy.
1040	1	Medicare will choose 10 percent of applicants to receive benefits by Aug. 16.	Medicare will select by lottery 10 percent of those who apply by Aug. 16 to begin receiving benefits starting Sept. 1.
1046	1	Luis was killed by the capos of the mafia.	Gen. Maza Marquez said that the fact that a payment is being offered for the capture of Pablo Escobar does not mean that other persons accused of being capos of the mafia are not being sought, and that if anyone being held in connection with the investigation of the killing of Luis Carlos Galan is released, that does not mean that the investigations are not proceeding well.
1047	1	Mr. Abbas is a member of the Palestinian family.	Others argue that Mr. Sharon should have negotiated the Gaza pullout - both to obtain at least some written promises of better Palestinian behavior, and to provide Mr. Abbas with a prime prize to show his people that diplomacy, not violence, delivered Gaza.
1049	1	Polio is under control in the world.	Polio is no longer a serious health problem for people living in the developed nations, such as the United States, Germany, or France.
1051	1	Neil Armstrong was the first man who landed on the Moon.	In 1962, Armstrong was transferred to astronaut status. He served as command pilot for the Gemini 8 mission, launched March 16, 1966, and along with David Scott, performed the first successful docking of two vehicles in space by mating his Gemini 8 with an uninhabited Agena rocket.
1055	1	A chemical attack took place at the Las Vegas Convention Center and the Strip.	Earlier this year, 78 local, state and federal agencies took part in a chemical attack drill, called Rotunda Thunda, at the Las Vegas Convention Center and the Strip.
1056	1	J.D.E. is the owner of Oracle.	Thanks to the recent acquisition of J.D. Edwards, Oracle will soon be able to run JDE apps on its Fusion Middleware platform, too.
1058	1	Biodiesel produces the 'Beetle'.	It's Biodiesel, and Bio-Beetle is the first all-BD rental car company.
1061	1	Nizar HAMDOON, Iraqi ambassador to the United Nations, announced that thousands of people could be killed or wounded due to the aerial bombardment of Iraq.	Iraq's representative to the United Nations, Nizar Hamdoun, announced today, Sunday, that thousands of people were killed or injured during the four days of air bombardment against Iraq.
1063	1	Dietary intake of magnesium prevents osteoporosis.	There is growing evidence that magnesium may be an important factor in the qualitative changes of the bone matrix that determine bone fragility.
1065	1	Jalal Talibani is friends with Obama.	Gibbs also said that Obama planned to meet with Iraqi Prime Minister Nouri al-Maliki, but poor weather in Baghdad means that Obama will likely talk to the prime minister and Iraqi President Jalal Talibani by telephone. American troops are slated to leave Iraq by August 2010, with The New York Times reporting that troop levels will continue to be high until Iraq's federal elections in December. Obama told a group of university students in Turkey that despite his original opposition to the war in 2003, he realized that the troop withdrawal must be done carefully.
1066	1	Bush and Putin urge Iran to give up nuclear ambitions.	Putin and Bush say Iran doesn't have evil nuclear ambitions.
1068	1	Patrica Petersen was brought up in Bundamba.	With a Queensland state election coming up in Australia, many minor parties and independents will be looking to hold balance of power and making the major parties listen to what they have to say. The Patrica Petersen are one of the independents. Wikinews reporter Patrick Gillett held an exclusive email interview with Ms Peterson, candidate for the electoral district of Bundamba.
1070	1	Suncreams designed for children protect at the level they advertise.	Suncreams designed for children could offer less protection than they claim on the bottle.
1071	1	Johann Wolfgang von Goethe was born in Germany.	"Meanwhile, at a Pushkin-Goethe Festival held recently in Moscow to observe the poets' birthdays (this year is Goethe's 250th), Dmitri Prigov, a post-modernist poet and conceptual artist, took the first line from ""Onegin"" (""My uncle - high ideals inspire him"") and set it to Buddhist and Muslim mantras and Russian Orthodox and Gregorian chants."
1072	1	Alfred Nobel is the inventor of dynamite.	A British Dynamite Company (Ardeer, Scotland, UK) is founded. In 1877 the company name was changed to Nobel's Explosives Company.
1074	1	Microsoft was established in June 1998.	The first Windows DNA lab outside Microsoft was established in suburban Philadelphia in June 1998.
1077	1	Welding is a common use for robots in the auto industry.	Mike Wilson, marketing manager at Fanuc Robotics in Coventry, says of the improvements in robot performance: 'Our new ARC Mate welding robot, for example, is 30 per cent cheaper in real terms than a similar model three years ago.
1078	1	U.S. Military evacuated U.S. citizens.	Lt. Mark Banks, of Savannah, Ga., tends to a patient who was medically evacuated by U.S. Navy helicopter to a temporary triage site in Aceh, Sumatra, Indonesia.
1080	1	Tropical Storm Arthur is approaching the US coast.	Tropical Storm Arthur is projected to weaken tonight, but it will likely regain strength after entering the Bay of Campeche on Sunday.The 2008 Atlantic  hurricane season got off to an early start today when a tropical storm formed off the coast of Belize, one day before the season officially begins. Tropical Storm Arthur formed Saturday afternoon and quickly made landfall at the Yucatan Peninsula, near the border between Belize and Mexico. Both  countries issued a tropical storm warning for the peninsula's eastern coastline. In the Mexican state of Quintana Roo, ports were closed to small boats,  water sports were banned, and those living in coastal areas were encouraged to take precautions.
1083	1	The Osaka World Trade Center is the tallest building in Japan.	The Osaka World Trade Center is the tallest building in Western Japan.
1086	1	US officials are concerned by the political vacuum and fear that it is feeding sectarian tensions, correspondents say.	Shiite and Kurdish political leaders continued talks, on Monday, on forming a new government, saying they expected a full cabinet to be announced within a day or two.
1087	1	Salesforce shares were more than 50% above their offering price of $17.20.	Shares of Salesforce closed Wednesday at $17.20, more than 50% above their offering price.
1088	1	I am delighted and wish The Prince of Wales and Parker Bowles a happy life.	The Duke of Edinburgh and I are very happy that the Prince of Wales and Mrs. Parker Bowles are to marry.
1089	1	Mbeki holds the office of Prime Minister.	"""We are ... deploying more people into Côte d'Ivoire -- police, military people and people to work directly with the office of the prime minister"" Mbeki told a news conference in Pretoria."
1093	1	Lukoil earned $1 billion in 2004.	In June 2004, top Russian oil producer Lukoil signed a $1 billion 35-year production-sharing agreement to develop Uzbek natural gas deposits.
1095	1	Washington is part of London.	He met U.S. President, George W. Bush, in Washington and British Prime Minister, Tony Blair, in London.
1098	1	Cyrus issued a declaration in 538 that would allow the Jews to go back to their homeland.	In the year 538, Cyrus set in place a policy which demanded the return of the various gods to their proper places.
1099	1	UV-B light is damaging the ozone layer.	Prolonged exposure to UV-B light can cause sunburn, and there are worries that damage to the ozone layer may lead to an increase in the incidence of skin cancer.
1102	1	Scientists have discovered a gene that produces a hormone that raises the life expectancy in mice by 30 percent.	Scientists had observed that mice with a defective Klotho gene aged prematurely and wondered if an enhanced gene would have an opposite effect.
1103	1	Greenhouse effect changes global climate.	Climate change is with us. A decade ago, it was conjecture. Now the future is unfolding before our eyes. Canada's Inuit see it in disappearing Arctic ice and permafrost.
1107	1	"""The Persians"" was written by Aeschylus."	"To write ""The Persians,"" which opens Thursday at the Aurora Theatre in Berkeley, Ellen McLaughlin spent six days. Given the direction of U.S. foreign policy, McLaughlin says, the lessons of ""The Persians"" are particularly crucial today, 2,500 years after it was written."
1108	1	"Cathy Young is the author of ""Snowball's Chance""."	"Christopher Hitchens called him a ""Bin Ladenist"" and Cathy Young editorialized in The Boston Globe that he ""blames the victims of terrorism"" when he puts out a novel like Snowball's Chance, a biting send-up of George Orwell's Animal Farm which he was inspired to write after the terrorist attacks on September 11. ""The clear references to 9/11 in the apocalyptic ending can only bring Orwell's name into disrepute in the U.S.,"" wrote William Hamilton, the British literary executor of the Orwell estate. That process had already begun: it was revealed Orwell gave the British Foreign Office a list of people he suspected of being ""crypto-Communists and fellow travelers,"" labeling some of them as Jews and homosexuals. ""I really wanted to explode that book,"" Reed told The New York Times. ""I wanted to completely undermine it."""
1109	1	Although 58% of Americans are unsatisfied with Clinton's job performance, 44% found Nixon's work adequate at the start of the Watergate scandal.	Nevertheless, 58 percent of Americans expressed their satisfaction with the President's job performance. 44 percent supported Nixon at the very beginning of the investigation into Watergate.
1111	1	Lithuania intends to introduce the use of the Euro as an official currency on January 1, 2007.	Switzerland has ratified bilateral agreements with the members of the European Union in March 2004, but the new members (Cyprus , Czech Republic , Estonia, Hungary, Latvia, Lithuania, Malta, Poland, Slovakia and Slovenia) were not included in the deal.
1112	1	The population of Ulan Bator is 4,000.	There are more than 4,000 street children in the capital city of Ulan Bator.
1116	1	People experienced adverse effects while taking aspirin.	For such patients, regular aspirin use significantly decreased the risk for fatal and nonfatal strokes or heart attacks.
1117	1	The World Health Organization is based in Turkey.	"The situation is being monitored by the World Health Organization but says ""it is too early to know whether the virus is changing in ways that would signal the start of a human flu pandemic,"" says Maria Cheng a spokeswoman for the WHO. ""It's one isolate from a single virus from Turkey. The sample suggests the virus might be more inclined to bind to human cells rather than animal cells, but there's no evidence that it's becoming more infectious. If we started to see a lot more samples from Turkey with this mutation and saw the virus changing, we'd be more concerned."""
1120	1	Air travel costs $20 million.	Mr. Olsen paid $20 million for the space trip, but says that in the future space travel will likely become as routine as air travel is today.
1121	1	A female rabbit is called a buck.	A male rabbit is called a buck and a female rabbit is called a doe, just like deer.
1122	1	Dadullah is a Taliban.	"""Only his comrades see him; we exchange messages with each other to share plans. We also go to the battlefield together. We actually meet very rarely, just for important consultations. It's hard for anyone to meet Bin Laden himself now, but we know he's still alive,"" said Dadullah. Dadullah also claims that there are ""hundreds"" of suicide bombers that are prepared and ready to hit the NATO peacekeeping forces in Afghanistan and that Americans will ""reap the crop for a long time"" also saying that the Taliban and al-Qaeda will get ""revenge"" on the United States either inside or outside Afghanistan."
1124	1	Most of the marijuana entering the United States comes from Canada.	Canadian traffickers also are reported to drop their marijuana loads across the border in remote areas (often without the knowledge of rural landowners), cross into the United States without drugs, later retrieve the marijuana, and continue on to U.S.  distribution sites.
1125	1	A tsunami is a series of waves created when a body of water rapidly displaced on a massive scale.	Geoscience Australia said the 5.3 quake did not generate a tsunami. The 2004 Indian Ocean earthquake, which had a magnitude of 9.0, triggered a series of lethal tsunamis on December 26, 2004 that killed over 270,000 people, making it the deadliest tsunami in recorded history.
1126	1	Natta supported the Manifesto group.	In 1969, he drew up the report proposing the expulsion from the party of the Manifesto group. In 1984, after Berlinguer's death, Natta was elected as party secretary.
1127	1	The Zambian government has ordered to plant potatoes.	Levy Mwanawasa, the President of Zambia died yesterday at age 59. He died in a Paris hospital in France. His death was intially announced by an anonymous family member. It was later confirmed on television by vice president Rupiah Banda. Mwanawase suffered a stroke while in Egypt in June of this year for an African Union summit, whereafter he was flown to France. His condition suddenly deteriorated on Monday.
1128	1	Joseph Wilson worked for CIA.	Mr Fitzgerald revealed he was one of several top officials who told Mr Libby in June 2003 that Valerie Plame, wife of the former ambassador Joseph Wilson, worked for the CIA.
1130	1	Steve Boone is a member of GIMPS.	The first few Mersenne primes are 3, 7, 31, 127 and 8191. These numbers took a total of several weeks to verify, using different software and hardware. Each number was independently checked by several members of GIMPS' verification team, using 16-core systems of different configurations. The two primes were announced by GIMPS on September 16. Before these two discoveries, the two previously largest known prime numbers were discovered by UCMO professors Curtis Cooper and Steven Boone in Missouri, United States, and their record lasted almost three years. Historically, prime numbers discovered by GIMPS are larger than the one previously found. The only other exception was when the 29th Mersenne prime was discovered after the 30th and 31st were found. Founded by M.I.T. graduate George Woltman in 1996, GIMPS has found 12 Mersenne primes, or about one per year on average.
1132	1	Folk singer Joan Baez brought her latest anti-war message Sunday to President Bush's adopted hometown, supporting Iraq war protesters camping out near his ranch.	The renewed attention to the war came as peace activists, camping near the president's ranch, awaited a performance Sunday evening by peace movement icon Joan Baez.
1134	1	Paleontologist Hans-Dieter Sues and other scientists discovered a T Rex bone in Montana.	"Scientists have uncovered soft bone tissue of a Tyrannosaurus Rex known as MOR 1125, found in a sandstone formation in Montana. MOR 1125 was 18 years old when it died, 65 million years ago. Similar tissue of a dinosaur has never been found before, as all remains found until now were fosilized. The tissue still contains microscopic structures resembling bloodvessels and cells. The comparison between the structures found in the T-rex and a modern day Ostrich shows a remarkable similarity. The results have been duplicated with an 80-million-year-old hadrosaur and two other tyrannosaurs. The discovery was reported in today's issue of Science. Results similar to the popular film ""Jurassic park"" are unlikely, as the recovery of DNA from the tissue is improbable. The results remain astounding, however, and tests with antibodies that react to collagen shows the tissue may still contain proteins. ""Ultimately if we could establish chemical composition, we would have insights into all kinds of things: diet, sexual maturity, whether the specimen is the male or female."", paleontologist Hans-Dieter Sues said."
1137	1	An interpreter worked for Afghanistan.	An Afghan interpreter, employed by the United States, was also wounded.
1141	1	NTSB is responsible for investigating transportation accidents in the United States.	"After the SkyWest airliner touched down, the Airport Movement Area Safety System (AMASS) alerted and the air traffic controller transmitted ""Hold, Hold, Hold"" to the SkyWest flight crew in an attempt to stop the aircraft short of runway 1L. The SkyWest crew applied maximum braking that resulted in the airplane stopping in the middle of runway 1L. As this was occurring, the captain of Republic Airlines flight 4912 took control of the aircraft from the first officer, realized the aircraft was traveling too fast to stop, and initiated an immediate takeoff. According to the crew of SkyWest 5741, the Republic Airlines aircraft overflew theirs by 30 to 50 feet. The Federal Aviation Administration has categorized the incident as an operational error."
1144	1	Hussein gives UN inspectors unfettered access.	"After insulting the UN committee insinuating they were irrelavant, Bush no sooner had approval from Congress to use ""force/war"" if Hussein did not permit unfettered access for inspections - and the war ships were moved into place on the Gulf."
1146	1	Gennaro Castaldo is 67 years old.	"His latest release, Together Through Life, has reached the top spot 38 years and five months after his last chart-topper, New Morning, in 1970. The 67-year-old American singer-songwriter now holds the record for the longest gap between solo number one albums. It is Dylan's seventh UK number one, his 33rd studio album and his 53rd album, including compilations and soundtracks. He first reached number one with The Freewheelin' Bob Dylan released in 1964. HMV's Gennaro Castaldo said: ""It's evident that Dylan is going through one of his zeitgeist moments, as a new generation of fans join his more established followers in appreciating his musical legacy."""
1147	1	Pibul was the minister in Bangkok.	The plan was never drawn up on paper, but discussed verbally, particularly between Prime Minister Pibul and the British Minister in Bangkok.
1149	1	Operation Condor was a genocide and a campaign of counter-terrorism implemented by the right-wing dictatorships that dominated the Southern Cone in Latin America from the 1950s to 1980s.	The United States Marshals Service working together with nearly 960 other law enforcement agencies recently concluded a week-long operation, Operation FALCON, which succeeded in the arrest of 10,340 fugitives across the United States and elsewhere. Other regional sweeps have been conducted before; but this was the first of its kind at the national level and resulted in the highest number of arrests ever recorded in a single operation.
1150	1	Mobile phones can interfere with aircraft systems.	"The credit card mobile phones now provided on some aircraft, do not interfere with aircraft systems because they are wired to a special ""base station"" that has been designed to safely receive and transmit radio signals in the aircraft."
1151	1	Rick Wagoner is one of the major shareholders of GM.	"WASHINGTON ―Kirk Kerkorian, the billionaire mogul and major shareholder in General Motors Corp., said Friday that automakers Renault SA and Nissan Motor Co. are interested in purchasing a significant stake in GM and including the Detroit automaker in their alliance. Kerkorian's investment company, Tracinda Corp., told GM Chairman and CEO Rick Wagoner in a letter that Renault and Nissan are receptive to the idea of including General Motors in their partnership and purchasing ""a significant minority interest"" in the automaker."
1153	1	Clinical trials involve an average of 200 patients per trial.	Clinical trials involve 240 patients in 10 centres with each patient questioned three times.
1154	1	CNN reported that officials at the Pentagon said that President Clinton is obligated to stop the shelling on Iraq .	"The American television network ""CNN"" reported that officials at the American Defense Department (The Pentagon) will recommend halting the bombing on Iraq to President Bill Clinton this evening, Saturday."
1156	1	Yahoo's technology will still be used.	Microsoft's (MSFT) own search engine will permanently replace the Yahoo (YHOO) search technology that has been used on Microsoft's MSN website.
1157	1	Willesden will appear before Horseferry Road magistrates' court today.	"One of two men ""released"" early on Saturday Mohammed Dawoud, 19, of Willesden, north-west London will appear before Horseferry Road magistrates' court today charged with possession of forged identity documents, police said."
1159	1	Rosales lost a presidential race to Chavez in 2006.	"LIMA, Peru —  A Venezuelan opposition leader who says he is a victim of political persecution by President Hugo Chavez's government requested political asylum in Peru on Tuesday, one of his lawyers said. Manuel Rosales, a leading Chavez opponent, has been charged with corruption in Venezuela but says his trial would not be fair. Lawyer Javier Valle-Riestra said there is ""convincing evidence"" supporting his case for asylum and that Peru's foreign ministry should summon Rosales to explain his request within a week. Peruvian Foreign Minister Jose Antonio Garcia Belaunde said earlier Tuesday that Rosales entered Peru as a tourist on April 4."
1160	1	Tyler Jackson has been sentenced to 18 months.	Two other marines, Tyler Jackson and John Jodka III, have already pleaded guilty to aggravated assault and conspiracy to obstruct justice and were sentenced to 21 months and 18 months, respectively.
1162	1	Around 30 deputies were killed on 12 Jul 89.	Moscow (USSR), 12 Jul 89 (PRAVDA)- Blood is flowing in Columbia, where last year, according to official statistics, there were 4,600 victims of political violence, including Jaime Pardo Leal (president of Colombia's national coordination committee), around 30 deputies and many municipal advisors and mayors.
1164	1	The new thin-casting process shook up the steel industry.	NUCOR, the leading US steel mini-mill group is to greatly expand production capacity at a plant in Crawfordsville, Indiana which has shaken up the industry by its use of a radical, new technology.
1166	1	There was a Chinook attack.	Attack helicopters, Chinooks, armoured vehicles, cranes and a fire engine encircled the group.
1169	1	Traditional Balinese massage is a therapy where pushing techniques predominate.	If you 're feeling playful, visit our games area for a game of billiards, surf the Internet or just sit back and relax with a good book from our extensive library. Alternatively, soothe away those tired muscles, aches and pains with a Balinese massage.
1172	1	Companies selling genetically modified foods don't need labels.	All genetically modified food, including soya or maize oil produced from GM soya and maize, and food ingredients, must be labelled.
1176	1	Carrie Prejean is Miss California.	"And although Carrie Prejean may not go down in history as having the worst pageant answer in history (that dishonor may go to 2007's Miss South Carolina Teen USA), her answer might have been worded a bit more eloquently. She answered: ""I think it's great that Americans are able to choose one or the other. We live in a land that you can choose same-sex marriage or opposite marriage and, you know what, in my country and my family I think that I believe that a marriage should be between a man and a woman. No offense to anyone out there but that's how I was raised and that's how I think it should be between a man and a woman.""  ."
1177	1	Maternity leave varies in Europe.	Thanks to the thirty Heads who responded to my question about maternity leave. Clearly, the amount of maternity leave offered to teachers at international schools varies greatly from school to school.
1178	1	As many as 180,000 people could return within 10 days to a city that held 460,000 before Hurricane Katrina struck.	Nagin defended his plan to return up to 180,000 people to the city, within a week and a half, despite concerns about the short supply of drinking water and heavily polluted floodwaters.
1179	1	Sunshine Coast Regional Council accepted McDonald's Australia development plans.	"The development application for a McDonald's restaurant at Minyama, on Queensland's Sunshine Coast in Australia, has been rejected by the Sunshine Coast Regional Council. ""We knocked back a Hungry Jack's on Nicklin Way because of the nuisance code,"" said divisional councilor Chris Thompson. ""We already have a 24-hour McDonald's at Mooloolaba, only one kilometre away, and there are already [anti-social] issues at that site."""
1180	1	The US Declaration of Independence is located in Independence Hall.	Among the fascinating sites in the city are Independence Hall where the Declaration of Independence was signed, and one of America's principal symbols of freedom, The Liberty Bell, located in Congress Hall.
1182	1	The cost of the consumer of the United States fell in June.	U.S. consumer spending dived in June.
1183	1	Our substances remove stains.	The substances that our company uses do not leave stains, do not have an unpleasant smell and are not toxic.
1184	1	The movie 'Speed' was directed by Jan De Bont.	According to the director Kim Ki-duk The biggest problem for Americans understanding Korean movies is that all action films have the same plot. For example, the movie 'Speed' with Keanu Reeves.
1187	1	2,45 m is the world record in the high jump.	"Beamon's jump was a world record that eclipsed the previous record by 21 3/4 inches. The jump still stands as an Olympic record, and stood as a world  record until Mike Powell leapt 29' 4 1/2"" at the 1991 World Championships in Tokyo."
1188	1	Putin is 40 years old.	"Speaking in the Russian Black Sea resort of Sochi on Monday, Mr Putin said the deal was ""at the very least ill-considered and unprofessional because discussing such issues without the main supplier is simply not serious"". Despite their bitter rivalry, Ukrainian President Viktor Yushchenko and Prime Minister Yulia Tymoshenko were both in Brussels for an international conference with the European Commission, the World Bank and other key lenders. The EU gets 80% of its gas supplies from Russia via a network of more than 13,000km (8,060 miles) of Ukrainian pipelines, some of which are 40 years old."
1189	1	The United Nations Secretary General Ban Ki-moon comes from Haiti.	"PORT-AU-PRINCE, Haiti — Paul Collier, a leading poverty guru, spent a recent morning here waxing positive about how the world's economic freefall might prove the perfect moment for Haiti to sell more exports like T-shirts and mangoes to Americans.  His improbable enthusiasm coincided with appearances by a bevy of luminaries descending on Haiti this month, including Ban Ki-moon, the United Nations secretary general, and the entire Security Council. All of them came to stress that this destitute nation stands at a crossroads between salvation and ""the darkness,"" as Mr. Ban put it."
1191	1	Colombia's education minister has been kidnapped by Marxist rebels.	A brother of Colombia's education minister has been killed by Marxist rebels who kidnapped him three years ago.
1192	1	Scott Stevens has connections with the Yakuza.	Scott Stevens, the Idaho meteorologist who claimed that a weather manipulating conspiracy (possibly under the control of Japanese Yakuza mafia) caused Hurricane Katrina, has quit his job at KPVI-TV in Pocatello.
1194	1	Capt. Scott reached Scott Island in December 1902.	Scott Island was discovered and landed upon in December 1902 by Captain William Colbeck commander of the Morning, relief ship for Capt. Robert F. Scott's expedition.
1195	1	European nations were considering releasing oil reserves to help the United States after Hurricane Katrina.	The President George Bush administration, on Friday, ordered the sale of 30 million barrels of crude oil from the government's emergency stockpile to halt runaway oil prices triggered by Hurricane Katrina.
1198	1	The UK retailer Zavvi has called in administrators during Christmas.	During the weekend of Sunday 28 December the 75 year old children's clothes retailer, Adams Childrenswear called in administrators PricewaterhouseCoopers. Adams had previously been placed in administration with PricewaterhouseCoopers in 2006, but was rescued by Northern Irish businessman John Shannon in February 2007. A large rebranding followed in 2008, after 42 stores were closed. Adams has outlets worldwide in places such as Saudi Arabia, and also makes clothing under the Mini Mode brand for Boots. At the time of the 2008 administration there were 260 stores in the UK and 116 outlets overseas, employing around 2000 people. Adams is reported to owe around £20 million to Mr Shannon and £10 million to Burdale.
